	d4Lin-_1	d4Lin-_2
210281_s_at	99.981128529	100.798580076
210282_at	36.8318313438	33.0796485795
210283_x_at	229.6030205956	231.5543572978
210284_s_at	56.237528289	71.1956961394
210285_x_at	154.421656121	149.0675522732
210286_s_at	12.5087021795	13.0841568214
210287_s_at	16.6718937731	16.5810437562
210288_at	72.6622523213	55.2328013372
210289_at	19.1807324995	21.4445135066
210290_at	114.556960301	72.9978958404
210291_s_at	82.2883361888	77.0772104606
210292_s_at	14.8144656646	14.5472329989
210293_s_at	447.6918643636	614.4237022068
210294_at	32.36067781	28.0699738645
210295_at	23.3722363396	25.4168555474
210296_s_at	300.4856452684	199.0646464595
210297_s_at	16.8550488652	16.2490961998
210298_x_at	38.1365355202	40.0265731195
210299_s_at	35.4688450716	33.2753430537
210300_at	100.1713693329	110.4939723463
210301_at	51.3054539583	52.6300514428
210302_s_at	16.8254733436	17.7192969539
210303_at	12.9921434141	14.8003079327
210304_at	23.5575295872	26.0857590241
210305_at	18.7053309989	15.0640059337
210306_at	42.0871173663	27.236258509
210307_s_at	86.5499688055	94.1275717656
210309_at	66.7622808057	42.5736535377
210310_s_at	35.8674570959	28.8114581684
210311_at	23.1417865681	15.0364957375
210312_s_at	328.951228604	305.6650022516
210313_at	91.4334656541	117.3935921873
210314_x_at	192.8422886604	329.0882960706
210315_at	28.3499623558	20.7051353072
210316_at	33.3910841239	33.4393031066
210317_s_at	86.6600896276	59.899659728
210318_at	37.5391314669	41.8829692059
210319_x_at	15.8894159054	12.6983234481
210320_s_at	240.9043107886	203.324668847
210321_at	35.4012489014	38.4891388115
210322_x_at	31.4940449503	43.096150125
210323_at	31.5981008442	28.1269473169
210324_at	23.1601138362	23.2422452969
210325_at	40.4328224331	80.6754222198
210326_at	32.6154117596	35.0512467999
210327_s_at	25.9086577517	29.9586816597
210328_at	25.3584049859	26.0029041399
210329_s_at	32.7555326159	31.7413418806
210330_at	13.4649138244	14.9441852382
210331_at	20.0261289757	21.4461451634
210332_at	70.4478931171	60.651157074
210333_at	41.7865204138	38.6252807333
210334_x_at	160.9907903861	158.2373280954
210335_at	13.6596878184	15.2929660626
210336_x_at	252.7445413993	264.235685434
210337_s_at	358.8560653757	412.4920739069
210338_s_at	2157.1008287362	1262.779977325
210339_s_at	46.3258090693	50.5822203092
210340_s_at	34.6986744428	47.5872699619
210341_at	17.3410196011	16.8336498086
210342_s_at	22.7016011916	24.2899626418
210343_s_at	42.5381436221	48.2310491378
210344_at	38.0811972392	47.3502732966
210345_s_at	36.4169883894	36.4151331817
210346_s_at	324.2087582591	364.1454168623
210347_s_at	593.9862161043	342.3692935103
210348_at	25.151438016	24.8891411579
210349_at	17.5605611809	15.9149727517
210350_x_at	75.1574602363	68.7984017693
210352_at	18.102809959	20.5527144554
210353_s_at	21.595816305	20.1000739637
210354_at	20.3990566989	19.5371360465
210355_at	15.0054716758	13.0546185456
210356_x_at	24.1518108046	28.4754687031
210357_s_at	215.2426763838	360.6901603708
210358_x_at	386.0438704484	463.0634186134
210359_at	29.9664467768	29.5684431623
210360_s_at	20.1370821467	25.2837156245
210361_s_at	99.6228463338	92.5379521198
210362_x_at	34.9707530452	44.3741256847
210363_s_at	27.3309301461	27.808260528
210364_at	59.4840496831	53.6107825567
210365_at	105.4080259216	112.3998821608
210366_at	17.3204625691	14.0004429164
210367_s_at	29.0426360282	25.8957807292
210368_at	22.1759162614	18.918439175
210369_at	79.8676101128	65.7665421949
210370_s_at	25.6723572501	17.6087669638
210371_s_at	761.3802615088	1487.9366412739
210372_s_at	16.97034586	15.7232280599
210373_at	98.0896034147	87.3281830746
210374_x_at	58.6656661818	96.5265484121
210375_at	81.4170941496	220.2150107696
210376_x_at	70.2390793658	75.8742641178
210377_at	107.4057531817	76.2576190205
210378_s_at	331.4026312663	290.6367548734
210379_s_at	28.6632648112	42.1903431382
210380_s_at	27.1105908812	28.7625696822
210381_s_at	44.8542423824	44.9834916859
210382_at	36.6955367657	46.4756990788
210383_at	13.4983465681	12.717950995
210384_at	23.4962825172	24.4639556551
210385_s_at	211.7393105216	269.1454501862
210386_s_at	696.2589149693	561.9661013104
210387_at	63.5965261424	66.1583648782
210388_at	52.8820995311	46.5570379739
210389_x_at	81.8099862096	55.2425220524
210390_s_at	12.5362688804	13.0324337144
210391_at	34.6401202189	30.1047570343
210392_x_at	51.5351290753	61.2605456011
210393_at	24.6562294528	25.4014012938
210394_x_at	18.9874853143	18.5649666845
210395_x_at	610.6238363689	921.307377185
210396_s_at	1657.1990060145	1426.1724527361
210397_at	34.8309430405	32.8628927012
210398_x_at	17.9333789966	20.8833106232
210399_x_at	68.9362746337	82.1974797429
210400_at	48.7959774347	39.3684202956
210401_at	373.4438686151	386.7339800635
210402_at	19.2690936483	22.7198431183
210403_s_at	16.8472128148	19.8364682448
210404_x_at	24.2149764325	26.7763145387
210405_x_at	81.6447115312	71.7037444931
210406_s_at	489.3336809468	772.8514918441
210407_at	103.2219834955	96.1155446791
210408_s_at	27.6381975226	27.0790079938
210409_at	15.0972957277	13.5015803644
210410_s_at	213.0539365209	224.3819963449
210411_s_at	31.8131088773	32.4636207523
210412_at	19.4540390181	17.1408790856
210413_x_at	20.8261923999	17.5064762075
210414_at	26.6399793458	33.1591607143
210415_s_at	125.1753303385	114.9758018247
210416_s_at	325.3530316783	416.3837586256
210417_s_at	174.0472293736	120.6020822349
210418_s_at	1043.8049088265	901.380666759
210419_at	57.3486479433	67.7617475204
210420_at	36.5962380706	44.7780791749
210421_s_at	29.3201072969	23.0964555918
210422_x_at	74.6171703926	73.1293212779
210423_s_at	54.5729767708	50.8633172751
210424_s_at	69.8312254002	54.874699946
210425_x_at	160.9287969512	134.0992642949
210426_x_at	18.3140864134	16.5675167386
210427_x_at	912.6844007728	1631.1416170985
210428_s_at	368.7727713034	430.2785173137
210429_at	31.4646220315	28.9561236306
210430_x_at	125.3143664752	95.0391818795
210431_at	78.2208148799	80.2869282965
210432_s_at	18.2714813554	16.8694576564
210433_at	21.8085137059	24.6854001558
210434_x_at	5206.3767270662	5358.5724431628
210435_at	14.2763978218	14.8381368472
210436_at	28.0848015668	26.5770637948
210437_at	50.0421133464	46.423421543
210438_x_at	764.3297834626	809.0217383363
210439_at	23.465829962	21.3846978789
210440_s_at	39.5032827307	47.3030747975
210441_at	20.4060612355	19.4228061861
210442_at	37.1452196153	35.6849356679
210443_x_at	186.7121442485	217.5768971954
210444_at	30.6682146573	32.0379801563
210445_at	18.1296873916	18.6345198902
210446_at	398.0168122087	565.3813601552
210447_at	13.8407389751	15.4138099757
210448_s_at	283.9418970748	251.6134554572
210449_x_at	88.6689069104	84.0387516131
210450_at	15.5637267384	14.4460259772
210451_at	80.4714124329	84.5787940872
210452_x_at	33.6129665684	29.0221121294
210453_x_at	3942.6791479902	4236.9648316523
210454_s_at	32.3876142985	34.5146471207
210455_at	16.8445893951	15.8583648208
210456_at	51.6360205621	50.5101471674
210457_x_at	112.1382486539	102.6569334292
210458_s_at	22.4941349627	18.3078609407
210459_at	42.457698118	38.8426880695
210460_s_at	880.0712017524	926.4561709928
210461_s_at	153.6026575238	189.9076638253
210462_at	18.3838546855	14.112359685
210463_x_at	683.2233739576	621.6579528318
210464_at	13.3144771248	14.0095967772
210465_s_at	67.3980942457	79.0496933876
210466_s_at	4115.3067498682	4384.2038645199
210467_x_at	15.6885705712	14.4080295373
210469_at	24.7888459658	25.2629362936
210470_x_at	809.9499805439	884.4104812976
210471_s_at	22.5635325804	21.0334550237
210472_at	26.7998669093	23.5150521304
210473_s_at	199.2503504242	214.0341850859
210474_s_at	130.2771202466	160.8441973219
210475_at	51.9486571878	52.9380357524
210476_s_at	48.9451126916	54.262506312
210477_x_at	33.07110026	38.9158461479
210479_s_at	18.4086462362	16.278845042
210480_s_at	20.7700552198	20.6150435083
210481_s_at	18.0731659808	18.7487574248
210482_x_at	146.6869811293	145.4409440503
210483_at	193.281409104	230.0589002538
210484_s_at	37.1134093284	42.4366564412
210486_at	55.1991765164	61.0799475897
210487_at	27.1356878963	29.051371648
210491_at	19.9097215479	28.277699768
210492_at	32.4062940221	37.9101021628
210493_s_at	28.4825876102	37.7481238589
210495_x_at	47.3595268498	60.6513384888
210496_at	16.3613369688	16.1627130636
210497_x_at	28.9663730899	28.4589511505
210498_at	14.6441187714	15.7306946021
210499_s_at	105.0927812534	125.7345742915
210500_at	16.7404995844	18.5547398015
210501_x_at	944.1285235402	886.9987397401
210502_s_at	226.4119375657	180.4170954178
210503_at	13.8732492539	15.2153446947
210504_at	411.2642617043	417.6812001992
210505_at	22.4885622863	18.6676952218
210506_at	21.3898831796	21.6504558369
210507_s_at	33.3617445652	33.2531359005
210508_s_at	28.1461422857	29.2652674342
210510_s_at	35.7686646788	33.0133320612
210511_s_at	26.9207836093	33.222587308
210512_s_at	209.4705076555	290.4301946717
210513_s_at	47.4271425987	62.1041164136
210514_x_at	193.3537130067	220.4820671465
210515_at	87.8295928208	89.0132269696
210516_at	16.381624248	15.1985761866
210517_s_at	24.7182518998	33.3912037649
210518_at	27.7954917042	28.5604432711
210519_s_at	80.658143502	48.9197285416
210520_at	18.6514283094	19.8556861959
210521_s_at	14.8066225154	13.2469576668
210523_at	17.0767785747	15.2458650555
210524_x_at	110.0964474588	138.9880925269
210525_x_at	12.8082953329	11.9645451717
210527_x_at	224.0382561431	278.0576754281
210528_at	19.3841952981	17.9090771311
210529_s_at	55.4443602037	74.7346525574
210530_s_at	164.8634933344	130.3103424437
210531_at	16.2930939338	17.9505618668
210532_s_at	4019.7981948398	4671.6845808972
210533_at	15.8152651124	11.9289171993
210534_s_at	50.2497634422	37.7539251988
210535_at	40.687955763	56.7352535286
210536_s_at	22.9260500404	21.5802786455
210537_s_at	135.0592159717	154.4746016306
210538_s_at	18.6170803571	20.4455732329
210539_at	57.4794585446	66.0435007454
210540_s_at	35.9752701637	36.0243967913
210541_s_at	123.4806510334	95.1816111116
210542_s_at	115.8580396707	99.0866740303
210543_s_at	182.7922024427	247.5419348897
210544_s_at	95.8166681477	69.5013376789
210545_at	34.490497228	38.2293530942
210546_x_at	28.3065799399	27.3388092548
210547_x_at	157.3086213351	132.4877370573
210548_at	18.1598665677	17.2840442363
210549_s_at	18.7341784916	16.7872208839
210550_s_at	22.2102603584	23.3107520974
210551_s_at	24.4090075908	23.1305190919
210552_s_at	18.3433594643	20.4105611586
210553_x_at	59.3093131654	56.2952694699
210554_s_at	786.451431617	978.9636981906
210555_s_at	407.888355813	313.1115684333
210556_at	55.2450131654	22.4638900978
210557_x_at	43.4847509687	47.4439115008
210558_at	15.5828061552	11.8268212447
210559_s_at	347.4148941163	337.5432897636
210560_at	26.9713713059	28.7372486506
210561_s_at	700.54075699	878.2559042682
210562_at	21.4639145351	17.1716072644
210563_x_at	203.2272342113	202.4603645725
210564_x_at	107.9270489663	107.5395464652
210565_at	59.4842788346	66.3174509743
210567_s_at	185.3659018151	99.2581929607
210568_s_at	162.3728855708	198.1969432859
210569_s_at	26.0584952166	33.8046860956
210570_x_at	107.5053149987	102.3431340349
210571_s_at	25.4473177046	28.0628629214
210572_at	13.5082689893	14.5964954549
210573_s_at	116.6244920706	86.7919152555
210574_s_at	1495.9054561882	2003.336114153
210575_at	21.7882734893	19.0085248997
210576_at	22.4736094577	19.4009860858
210577_at	64.7026921121	61.0739302228
210578_at	26.7663322093	24.8184196632
210579_s_at	37.6132590195	31.737642128
210580_x_at	721.7835826515	824.9379915265
210581_x_at	33.535180564	32.8127465787
210582_s_at	115.5355472171	148.9155006523
210583_at	37.7875193169	35.8185523174
210584_s_at	26.3494344111	21.7274965175
210585_s_at	25.7291021319	26.1743764785
210586_x_at	74.3273656838	74.8182024359
210587_at	16.0936486568	13.7179158746
210588_x_at	1076.824360535	1539.0901593021
210589_s_at	415.4496279095	624.210969375
210592_s_at	511.8460793793	1527.2104920922
210593_at	28.5179719534	35.077472998
210594_x_at	105.3458171859	126.6209552997
210595_at	21.078530276	20.9691545687
210596_at	102.302942596	61.1886695089
210597_x_at	85.299606363	117.5023736793
