	BASO	CMP	EOS	ERY	GMP	GRAN	HSC	MEGA	MEP	MONO	PREB
1007_s_at	36.851699	21.626526	31.077612	30.536591	31.726104	40.172516	34.430086	32.523419	28.334764	32.166122	28.316408
1053_at	45.761675	55.257011	39.145305	51.408193	56.298361	60.679078	56.738225	43.006212	52.712706	53.034105	44.660041
117_at	35.367629	26.645577	26.838643	27.068471	35.733369	49.903786	26.644026	34.069463	23.928137	65.938758	33.939967
121_at	30.737639	22.894992	27.956066	29.184448	29.940931	31.121329	30.39212	31.53095	28.378366	33.05881	27.509055
1255_g_at	21.796764	21.428457	19.630003	20.473222	21.029045	21.428572	21.072218	21.078267	20.495124	19.919807	20.745652
1294_at	35.46069	37.824794	25.814072	31.84587	35.803019	50.17782	65.480996	36.609512	36.458036	44.821277	37.285147
1316_at	46.484773	47.271817	43.58834	48.219321	49.607221	43.411365	43.693644	52.111619	46.785471	48.954997	51.513376
1320_at	25.52824	31.984354	24.54663	25.273971	29.144852	28.251947	29.519303	27.497708	28.897573	27.189801	27.992253
1405_i_at	315.013043	515.109216	857.783972	848.812265	626.58818	1133.886957	479.058346	532.777921	459.395073	454.173745	389.527375
1431_at	34.621385	33.55617	26.982953	27.388517	27.418556	26.985241	28.139342	32.566684	30.771401	29.245299	39.464352
1438_at	33.554789	36.003183	30.864457	32.481535	31.297272	31.099266	32.657709	31.123573	31.177047	35.208454	35.652372
1487_at	32.272062	17.082378	25.804789	21.655603	31.574253	46.38417	23.990771	31.502563	23.064284	49.110508	29.679378
1494_f_at	23.621354	31.07356	27.245023	27.988159	26.30205	28.382722	27.86472	23.709412	28.113018	26.593947	26.678041
1598_g_at	24.867869	13.304885	21.327231	16.650739	20.293844	24.07382	19.937206	22.477895	16.225746	28.302964	20.440157
160020_at	29.003339	19.911084	26.390411	26.454478	25.239551	29.684278	29.011532	28.321545	24.55713	28.439465	25.932317
1729_at	26.17926	19.479358	24.056772	22.133861	23.808306	39.334362	27.48796	25.530458	21.386845	33.190074	22.289946
177_at	28.002324	39.104592	22.613533	31.988149	39.635656	28.872866	25.163227	30.478851	43.516428	33.761675	32.685291
1773_at	23.56084	21.233126	21.382805	22.504028	21.692895	23.651853	23.316267	24.412463	22.160414	24.483338	22.250952
179_at	19.033098	19.252008	16.958314	19.344798	20.022734	22.781382	21.77506	18.993972	19.332165	19.961785	19.864377
1861_at	21.526313	21.067662	20.878298	19.630032	21.634853	23.889028	21.629316	22.685774	21.273016	21.590532	21.689059
200000_s_at	50.378269	60.20651	51.208161	80.220022	70.880428	101.043142	111.707731	65.908678	89.088433	81.588017	63.701072
200001_at	100.607017	54.427897	113.347714	229.723925	184.396055	367.189124	349.13489	155.48504	168.554707	412.12436	73.513985
200002_at	557.589224	1005.154845	486.192928	764.235803	592.207986	688.368772	1012.143622	616.398562	1122.60174	684.794125	590.122426
200003_s_at	1999.537302	3136.914087	1342.765252	1733.915309	2535.04673	2143.898956	2876.988001	2094.944512	2784.926298	2538.465062	3527.741717
200004_at	1453.349873	1612.913932	1226.954931	2203.607633	1626.640999	2243.37707	1995.94697	2306.268676	1893.487286	2509.846621	1477.540221
200005_at	223.761763	201.053383	203.76461	236.589893	248.172976	375.697463	525.312674	265.964278	419.481777	412.202062	214.144332
200006_at	558.018455	369.047772	610.772202	648.549259	512.944242	719.520183	907.213747	887.447706	834.989052	1027.004585	315.086994
200007_at	741.181081	1300.774166	737.209705	1785.836058	1024.544525	1145.588555	1584.490022	1123.598627	1297.973936	1486.671335	926.538541
200008_s_at	290.714018	98.676443	254.497099	207.858609	260.110864	455.931906	403.415438	194.520296	352.505902	685.971033	157.423545
200009_at	3364.178748	4252.035693	2983.361023	3033.877762	4653.315347	4332.840463	3957.02273	3416.629499	4395.003913	4548.63552	4437.244868
200010_at	1316.864502	2118.795989	1215.932612	1608.042957	1442.419706	1723.676573	2537.676301	1450.144805	2193.750862	2112.948442	1251.166861
200011_s_at	332.503257	184.88954	397.951724	386.898727	617.517908	753.580827	690.832613	635.170242	599.542193	1017.963738	80.653872
200012_x_at	2716.657688	3747.269089	2113.453457	3660.207508	3047.195403	3446.970301	3693.203151	3195.247882	3403.880416	3528.541759	3367.239642
200013_at	3306.19499	4406.05932	2509.274784	3247.110485	3873.935445	3520.784112	3897.303962	3677.346815	3878.625392	3771.258662	4792.172567
200014_s_at	771.31673	922.339096	600.790402	1129.814521	904.959392	1008.342219	1168.647349	1216.924131	1115.020679	1192.208761	588.065559
200015_s_at	1100.810759	1485.768213	1269.652634	1877.093778	1505.36017	1823.563062	2062.093665	1745.699314	1638.126994	2192.494319	787.126159
200016_x_at	3669.413072	5789.112171	2941.225924	3762.869597	5489.322207	4830.137327	5388.747348	4450.508092	5743.760129	4477.552493	5693.418775
200017_at	3149.521867	4885.466292	2508.480086	3048.177571	4003.63725	3810.431869	4288.644546	3670.868911	4430.424571	3964.986746	4641.074617
200018_at	2874.177358	4121.953324	2329.643356	3172.113482	3536.134533	3553.05212	4508.636667	3111.883864	4254.542225	4048.943724	4103.595537
200019_s_at	1103.019775	1315.115991	976.647249	1243.28264	1013.828184	1350.047912	1816.402459	1203.771932	1451.937765	1932.084545	1555.638247
200020_at	1280.742326	1709.697182	1308.63535	1483.352009	1602.903971	1849.723282	1934.922115	1798.702866	2300.899669	1849.462787	1471.355069
200021_at	1882.52864	2230.642949	1684.89654	1997.49703	2214.793572	2430.056051	1931.128522	2601.16353	2037.385396	2883.606916	2562.5285
200022_at	1030.149241	1687.840905	867.600515	1257.891569	1196.55247	1289.953245	1981.56475	1068.129022	1845.527488	1423.558654	1356.654754
200023_s_at	603.797027	762.13869	578.933504	600.119647	733.970189	969.728731	1329.281325	613.867464	1236.605256	1140.453467	608.056631
200024_at	740.961912	989.603926	639.030695	800.726049	577.444177	806.153399	1280.141602	703.034362	1344.362433	675.096086	718.176404
200025_s_at	3177.645543	4644.726675	2542.523422	2818.314295	4132.218938	4120.969135	4277.771277	3668.400823	4364.610671	4052.013913	4644.17366
200026_at	2829.797777	4355.891673	2322.777107	2801.924026	3345.556752	3394.270657	4330.96313	2932.356944	4125.573373	3786.980119	3886.358705
200027_at	332.35005	350.206085	367.862035	1097.523864	498.418735	737.363226	791.68853	422.326518	633.156701	915.032139	225.303003
200028_s_at	2500.752532	2974.2124	2322.578551	2367.675554	3323.429334	3340.945817	3217.354229	2680.114238	3786.661141	3750.352355	3644.468599
200029_at	2642.347771	4493.308941	2104.529547	2760.062547	3185.817225	3273.074102	4504.956319	2713.907771	4550.20093	3745.380139	3442.356232
200030_s_at	770.69595	1192.11587	887.629584	967.302739	1236.327125	1334.805415	1651.582887	900.977027	1741.293268	1769.368695	862.669254
200031_s_at	5027.581408	6572.901627	3793.228483	4701.005754	6321.117854	5556.493224	5492.445912	5122.277116	5393.177444	5338.382508	6825.544607
200032_s_at	3743.76758	5058.831598	2784.017504	3471.599488	4797.677854	4604.257807	4841.991487	4071.840258	4993.008817	4535.521947	4858.47887
200033_at	2131.30822	2383.824446	2072.974787	1340.451986	2013.350913	3228.529829	2358.755761	2279.305232	2432.707963	2939.920225	2467.871972
200034_s_at	1708.162922	2244.730107	1404.323798	2109.894066	1820.64403	1986.780729	2569.253518	2026.843548	2614.043193	2464.290654	2165.661128
200035_at	70.945444	23.534417	49.300834	56.052889	70.787814	99.345646	58.100127	76.668302	46.03823	103.568136	62.996072
200036_s_at	1867.82578	3380.55346	1425.454267	1902.790553	2323.633847	2268.78958	3572.689219	2061.86291	3865.7882	2419.696723	3003.98581
200037_s_at	521.317984	692.48107	492.514962	1002.950911	680.255407	811.369947	1060.587385	878.526788	1137.263801	875.982743	515.205741
200038_s_at	2276.589651	3751.000088	1963.594859	2570.340832	2184.388634	3008.797727	4047.415434	2793.569545	4011.852391	3408.656546	2562.534639
200039_s_at	91.277033	107.06994	128.964714	164.253731	172.166264	188.495026	185.749235	112.692787	186.731852	221.396683	93.928579
200040_at	635.403471	972.976334	648.292603	931.066061	960.217992	1148.202124	1604.80486	928.797682	1655.715534	1284.094364	771.760613
200041_s_at	1067.574393	1611.971524	1129.790028	1782.620088	1771.711849	1840.648699	2584.470185	1559.370313	2947.90432	2088.426825	1360.031871
200042_at	102.856909	62.476551	82.779527	168.21903	120.304396	258.090905	300.726684	110.315581	180.306243	234.657608	101.112911
200043_at	290.103347	242.947346	256.583583	304.3558	295.172558	401.712173	441.22079	342.486407	460.810771	401.542632	274.842745
200044_at	338.814521	275.649925	342.872981	283.649175	403.912654	454.517299	460.869503	384.754395	426.77043	514.26504	303.461815
200045_at	62.46038	32.258334	50.199828	79.693457	58.406513	108.494065	84.752444	67.380356	67.65841	92.185951	69.537208
200046_at	70.612834	73.775756	62.673494	372.616166	104.197778	200.374788	219.891074	182.699834	157.908609	148.243112	44.886587
200047_s_at	697.829973	725.2274	678.661402	1383.204888	765.461679	1029.315522	1107.107442	1051.589278	906.377396	1193.082741	668.16356
200048_s_at	128.049522	165.113027	135.065909	284.59211	144.628316	351.170497	275.055943	159.370282	172.770978	290.975411	128.067715
200049_at	119.426697	124.553955	144.87229	230.490376	218.198103	367.340118	423.520021	164.662535	327.18382	269.614609	145.190646
200050_at	455.342401	676.685827	439.938096	669.534718	659.015913	822.4332	1077.7952	634.360607	1156.431355	710.955387	300.492915
200051_at	497.393433	604.434274	633.535221	719.649923	404.512458	322.644082	365.526976	506.375162	402.780322	503.249845	626.878025
200052_s_at	124.094132	184.740539	124.167802	226.977254	163.825413	277.066876	425.60904	194.567955	390.978641	219.696434	128.42214
200053_at	71.015506	37.994677	59.984842	64.750998	52.94396	119.496965	112.33395	74.008349	83.823387	108.821475	65.568374
200054_at	45.971631	43.223361	52.562465	66.823996	66.461242	133.606241	114.875869	60.486624	91.452764	110.752927	25.501753
200055_at	101.283496	70.347715	80.796518	205.133632	65.574713	239.069528	147.543142	122.661586	84.511069	193.120622	108.146259
200056_s_at	73.770437	29.736909	41.046579	331.939722	54.190213	105.921819	90.068538	75.171256	47.947676	98.9365	60.325081
200057_s_at	1761.204298	2545.253473	1786.688541	2190.550896	2637.174527	2642.31082	3173.327757	2412.239043	3558.042804	2880.382349	2440.500881
200058_s_at	92.613919	76.618228	68.368987	90.945144	81.807864	171.602967	191.965718	86.810471	138.969287	122.132274	89.935193
200059_s_at	492.371058	328.832861	546.052237	620.407473	671.376474	957.629603	730.735839	840.066473	641.534803	1339.370435	290.093303
200060_s_at	127.008907	62.249266	107.133652	143.478013	125.078342	235.218567	266.696269	141.623624	192.323205	196.129477	82.117101
200061_s_at	4729.110605	7471.399663	4022.774405	4883.121769	7181.825618	6455.853497	7149.808421	5150.532757	7232.688469	6166.116853	6504.988583
200062_s_at	3087.035225	4887.34306	2536.014861	3379.895622	3844.785888	4022.487144	4964.815884	3589.619054	4604.66429	4220.913682	4412.288235
200063_s_at	1274.176035	2161.205773	1049.183356	1724.680365	1470.395845	1395.670892	2502.872717	1690.552598	2637.92045	1463.377535	1663.270691
200064_at	445.875764	640.286238	342.210062	889.663877	405.71581	375.543257	1157.791076	709.544903	1147.130258	504.416507	437.363434
200065_s_at	729.853945	673.824784	1040.92766	4115.358408	1023.828428	1560.698526	1485.88944	1768.454947	1039.410994	2268.736878	527.676321
200066_at	335.695112	169.768652	303.774125	715.760056	251.634852	421.02991	463.991884	366.066475	305.526287	577.268855	385.097429
200067_x_at	780.405773	599.717815	691.687152	2321.900379	836.478669	1077.200235	1137.741334	1104.462872	805.857586	1309.10977	488.356305
200068_s_at	2103.288216	3565.905399	2023.136918	2552.140623	3410.810187	3004.960121	3356.90531	2926.162379	3750.278589	3389.599601	2364.116974
200069_at	134.670986	75.1201	145.929547	136.131989	91.548057	255.319632	236.346543	164.573402	210.866665	178.565387	94.46705
200070_at	623.935017	317.747432	561.956295	3335.291667	688.341502	864.335849	761.64859	840.322395	561.412768	1164.435562	317.657833
200071_at	671.377247	781.343884	683.212749	707.657768	851.983274	1001.070754	907.024014	899.060662	970.911873	1134.319085	706.624679
200072_s_at	377.354126	326.143051	519.640753	457.599222	437.148043	520.186396	594.756582	509.986916	630.312388	533.503235	773.356144
200073_s_at	1123.215108	1424.922513	946.328152	945.367256	1315.523516	1495.965456	1281.542699	1273.493458	1522.069041	1465.349253	1402.154297
200074_s_at	2176.988013	4191.948626	1993.92015	2817.711565	2698.996076	3293.439571	4353.645369	2871.140354	4594.491275	3368.56193	2363.919523
200075_s_at	151.255227	96.504974	138.665243	2944.228289	122.785123	276.688575	302.597792	188.438	151.512858	272.314425	233.865289
200076_s_at	46.692665	26.21242	36.012017	63.196631	40.643626	67.739313	66.65176	48.922817	45.091424	63.440913	45.98442
200077_s_at	935.524596	1031.42764	1092.000019	4911.593346	1513.944022	1765.300179	1369.42609	2058.943723	1320.915791	2807.585642	781.237183
200078_s_at	67.562717	37.458559	71.541867	131.811141	92.616638	162.099595	79.737897	67.263821	53.919141	250.429732	64.657978
200079_s_at	107.771035	64.525007	104.579243	189.456134	120.836296	225.964233	257.188304	147.827321	210.702267	266.388462	100.600776
200080_s_at	3231.199377	4322.339111	2754.197586	4246.062702	4531.734808	4404.115138	4106.51859	4074.199787	4012.754001	4406.675898	4254.474668
200081_s_at	2324.717584	3791.250279	1950.281905	2304.142314	2816.737729	2830.38154	3552.18016	2654.017298	3747.988049	3066.120901	2654.814437
200082_s_at	1358.355843	1866.402254	1201.104284	1602.735143	1341.735349	1690.524508	2587.202634	1630.452858	2420.758066	2112.760113	1614.75316
200083_at	221.93278	176.476233	223.684898	406.564719	361.779641	421.171654	685.858977	409.107514	584.08104	450.0821	197.17816
200084_at	383.684217	286.820613	281.506299	586.576154	316.307348	424.240757	508.031961	516.761218	403.058252	483.176816	313.852015
200085_s_at	60.299892	57.236305	46.760348	384.486059	40.224075	140.082744	147.699223	73.682359	82.620721	149.942372	90.558316
200086_s_at	178.829789	123.329882	123.515355	172.860893	220.702377	359.679777	339.160711	183.966932	252.40909	375.416119	173.130184
200087_s_at	1178.049417	2108.610674	1411.388342	1640.858401	2200.529933	2121.344358	2034.435592	1814.586903	2178.236982	2523.912176	1351.66159
200088_x_at	1347.637127	1698.180681	1096.300189	1425.853291	1262.764196	1380.946429	2108.349909	1456.238428	1893.467363	1598.624423	1349.915537
200089_s_at	2157.519685	3140.525792	1748.394199	2459.270157	2214.890103	2558.374467	3455.746384	2398.716477	3465.722254	3072.66725	2364.799375
200090_at	777.158497	793.759991	875.865462	548.349934	795.114668	1316.619909	1193.519276	897.186773	1088.338083	1291.683766	730.019315
200091_s_at	3161.34211	4243.393965	2395.362891	3181.680154	3834.353052	3470.386933	3519.17393	3534.266702	3504.855078	3623.765286	4281.746489
200092_s_at	3835.061218	6143.688678	3118.675765	3632.000911	5283.439234	4774.73701	5375.568333	4174.916083	5575.062195	4900.957527	5425.54963
200093_s_at	591.816056	857.330524	581.468648	567.921673	507.546856	676.031588	1377.205603	615.650497	1140.489921	655.367713	391.151155
200094_s_at	966.673865	1278.462243	894.814912	1456.523688	1223.110014	1130.052745	1735.262873	1078.654911	1368.727065	1472.870282	1134.51975
200095_x_at	3188.182326	4774.155399	2375.599143	2867.492348	3959.484752	3776.899031	4252.772632	3334.911734	4295.463207	3483.686162	4342.688373
200096_s_at	480.126675	267.367061	565.162327	915.418222	580.829142	959.838155	551.991928	795.08283	396.555922	1353.563796	215.814254
200097_s_at	1621.812861	2456.818136	1487.190056	3056.096655	2336.057188	2585.114818	2741.168636	2195.966519	2471.234588	2646.932311	2361.158666
200098_s_at	378.22799	319.147977	429.764932	247.027385	561.546595	561.535595	592.276195	356.754852	667.393961	462.146375	303.8641
200099_s_at	3631.408626	5523.665337	3158.525151	3634.01702	4588.215881	4757.565763	5624.855093	4238.534634	5652.603911	4689.076295	4698.610572
200593_s_at	583.509071	589.810009	621.130727	523.706986	637.189126	815.012082	856.381176	641.365571	825.974292	1010.40316	623.545366
200594_x_at	1675.469564	2632.501043	1491.705904	1925.773958	2389.538253	2364.975361	2691.57076	2287.299272	2818.105451	2400.858443	2566.415641
200595_s_at	1656.402143	2607.813831	1541.586142	2224.71657	2472.437884	2364.631945	2497.718219	2223.734429	2795.845342	2904.028515	2458.000825
200596_s_at	115.91374	181.341485	148.084846	168.540841	214.31321	300.086296	272.801296	134.933171	249.204815	252.984718	112.962662
200597_at	153.358156	219.78942	226.685177	314.442234	329.876811	590.11121	595.136089	201.360686	609.110895	526.631341	116.619503
200598_s_at	260.481058	181.188357	373.890327	210.569407	447.475196	487.31782	444.106382	285.00278	338.00691	484.204075	156.45763
200599_s_at	466.274972	492.004495	605.481607	417.175386	601.486929	626.60024	650.808846	613.229514	580.820984	786.288777	389.74991
200600_at	1683.140785	1747.100088	1732.196475	1759.971551	2244.168186	2952.89817	2262.589129	2431.368472	2056.517469	3154.933563	1410.913535
200601_at	40.256297	27.671644	44.160088	52.252944	70.286479	99.713656	64.664647	47.677689	51.530325	80.020103	36.439826
200602_at	960.019046	912.032344	1185.631609	907.135093	1021.010432	999.893513	1957.326523	1436.995056	988.161287	1673.361079	521.256372
200603_at	908.119337	753.268438	884.167677	961.092248	1156.866654	1530.351387	1372.876078	1453.36986	1080.199979	1937.830709	668.819421
200604_s_at	224.003313	45.462759	245.196882	245.403143	202.216755	416.343668	315.983742	431.29219	201.67709	704.130139	111.756642
200605_s_at	675.657646	421.4139	763.762521	770.739887	854.256237	1181.491014	999.505465	1129.702455	873.528826	1663.004211	464.23327
200606_at	81.347336	21.692355	69.253113	58.073966	26.218537	41.69271	30.182331	58.646721	33.180016	36.363699	67.460203
200607_s_at	204.431395	88.45386	111.361787	360.232284	59.775101	196.740718	168.232001	206.704633	101.359084	183.511797	208.820036
200608_s_at	231.823875	139.856784	191.302292	454.14431	214.010342	436.728886	327.269363	339.984501	273.45598	337.59215	185.061002
200609_s_at	300.541695	192.000959	399.540377	309.455355	448.646645	633.028016	405.509259	528.49406	287.236559	571.761992	158.915455
200610_s_at	251.01318	253.354187	175.419095	407.318315	255.793953	371.065937	571.357276	333.850223	534.186161	335.869028	275.070099
200611_s_at	101.893722	47.969414	62.191005	80.084192	123.657973	192.18933	71.546835	181.872228	61.511118	164.117173	63.019056
200612_s_at	58.319303	33.932892	40.943332	351.521439	36.876016	76.560087	115.258385	71.673217	61.979069	77.605695	55.07988
200613_at	31.629751	28.899373	25.654404	97.29947	32.888523	46.86278	42.752038	39.1019	33.171075	65.05047	30.087338
200614_at	832.063828	713.519706	996.366317	2834.469468	1136.256226	1527.012532	1319.498634	1348.134764	1255.718366	2044.589059	801.110387
200615_s_at	62.982711	47.83677	54.365945	611.320831	42.150064	54.224293	83.231762	90.513679	66.010342	86.591574	75.126547
200616_s_at	54.244343	44.787989	39.056319	35.078584	45.826096	63.541151	57.544084	66.077792	60.322428	71.269821	38.794684
200617_at	165.828102	253.389589	207.723094	310.48869	281.082388	368.723491	464.960979	331.459671	535.26711	443.113817	98.242446
200618_at	175.935495	78.185755	241.605296	127.384265	274.011387	398.395924	169.256475	218.401994	136.828394	423.181404	116.699279
200619_at	47.134862	29.253628	38.936611	44.852531	56.418069	112.941948	98.568957	54.811692	59.732481	83.079236	69.903111
200620_at	281.472241	190.401633	296.922309	1197.987915	311.260503	558.67987	592.426129	395.573407	312.489	655.539054	182.347449
200621_at	33.446942	22.164614	21.043301	40.244905	26.387106	39.745801	63.532812	40.240936	38.37655	50.184724	33.017464
200622_x_at	86.178744	96.211094	84.462027	413.31487	120.868597	269.541533	185.565018	232.681503	179.822931	218.82744	71.818523
200623_s_at	1282.503775	2217.481119	1624.529965	3489.788945	2297.693844	3942.461936	2813.315734	3142.960613	2997.568292	3073.678508	1165.62267
200624_s_at	1087.915048	1551.608323	1038.380958	1212.766258	984.388448	1406.646537	1743.507292	1425.366785	1674.42757	1376.287564	1695.108142
200625_s_at	1048.365438	1062.819305	1366.590199	908.925386	1619.205857	2359.90913	1091.580345	1733.33466	967.095835	2670.935436	592.499826
200626_s_at	1043.594783	1631.842415	1031.575421	1385.64345	1426.264236	1658.314363	1894.330928	1488.919727	1834.509549	1526.071827	1246.734996
200627_at	664.29951	651.556457	612.622224	1740.961833	665.700106	968.892794	1326.452659	1092.938909	1076.306237	1272.73774	628.452298
200628_s_at	29.883879	22.038162	20.578976	21.909626	33.086254	39.669979	20.497097	28.274338	21.809914	72.744994	24.479371
200629_at	39.581337	32.913912	30.094151	27.794645	74.720716	123.634155	27.753059	37.300568	22.76954	179.658163	39.282955
200630_x_at	744.786684	1064.899393	738.571867	1064.408859	1047.939231	1259.266962	1396.513485	1034.674106	1443.226912	1176.924191	732.312067
200631_s_at	731.79073	989.095532	684.17909	958.862155	734.213357	999.407635	1674.415052	993.533064	1686.112122	1042.308032	629.923007
200632_s_at	152.02729	92.694775	163.233944	70.892282	210.759563	307.357715	183.201484	109.239559	99.816862	473.41291	63.267437
200633_at	1453.522369	1943.562912	1424.337482	5525.873829	1470.948993	1992.365736	2975.022536	2742.588529	2794.279173	2599.263071	2409.174252
200634_at	502.226731	389.054479	706.212996	613.247099	857.226652	1467.613456	532.141447	913.423544	613.01785	1657.508706	259.481378
200635_s_at	61.704642	43.393019	53.36072	506.879061	69.675756	63.289016	74.678507	65.764084	54.519868	57.61084	50.635392
200636_s_at	40.670233	33.615366	32.942273	255.119172	34.006824	32.812959	44.112401	39.004842	32.729112	36.046558	36.14616
200637_s_at	23.314212	18.557086	18.645344	21.276508	18.943227	19.181887	19.105743	22.766523	17.597185	20.321035	37.461102
200638_s_at	627.145111	338.155102	582.815288	520.761654	563.660201	1242.873239	651.805642	1073.520532	627.194343	1242.486865	273.25903
200639_s_at	1496.474411	1316.383312	1220.755381	1310.336855	1584.857613	1980.265821	1601.908763	2150.315067	1498.919673	2132.80752	1452.32508
200640_at	2140.729897	1832.042934	1772.437366	1743.831322	2040.524837	3041.095657	2205.17548	3220.147422	2123.05586	3049.097801	1944.763485
200641_s_at	317.793458	136.667247	286.522843	209.058905	239.239274	495.076356	279.783985	460.108155	207.666289	382.504363	243.434889
200642_at	225.071146	338.531865	145.342365	1357.932853	255.038674	249.581874	737.903212	538.633924	518.058024	286.643247	318.151423
200643_at	50.068454	34.794711	45.056243	55.43518	43.267159	44.627127	43.7781	57.278297	42.392406	47.973009	53.539272
200644_at	90.121799	54.979998	46.263603	63.325202	73.419988	91.093163	119.859913	86.951958	116.858285	70.25195	105.079545
200645_at	1002.507277	1077.541855	1256.732711	3751.481635	1686.395322	1944.2949	1704.473139	1199.176437	1001.109053	3269.600561	893.605474
200646_s_at	42.252078	27.215093	25.33287	39.038881	25.622156	32.275835	32.447848	43.162093	27.477843	46.15019	36.848683
200647_x_at	77.060149	80.190637	63.494795	88.697856	101.324963	154.016236	181.592766	91.102633	144.425826	124.657463	82.02367
200648_s_at	166.090372	142.816743	132.806197	1638.229092	101.43907	112.610412	153.31346	169.01563	111.682158	230.214048	248.905058
200649_at	34.664664	18.036397	22.868986	81.901284	20.827649	38.774694	41.633954	40.979157	28.803255	49.882855	37.671876
200650_s_at	1234.617335	2158.996313	1048.54123	1695.956952	1886.964259	1866.408026	2260.335595	2048.626004	2532.085385	2092.822364	1488.949106
200651_at	964.876092	1666.934632	835.505595	1356.016716	1280.149519	1273.619971	2192.445283	1241.041438	2141.241055	1615.68234	1504.353518
200652_at	132.168615	196.001771	130.910941	161.298084	235.640628	400.755338	425.110862	146.460386	297.237613	373.770143	118.741704
200653_s_at	1081.228903	545.654191	1095.383062	994.215243	860.431154	1537.843079	609.443532	1435.777161	444.728845	1720.315672	933.056232
200654_at	182.426181	340.893161	277.524215	535.882478	534.560541	543.201205	455.938752	382.630825	412.403097	650.709351	126.414288
200655_s_at	861.567081	479.482059	987.13447	537.755746	876.050902	1486.554199	545.544942	1177.792962	429.104429	1601.003525	597.738359
200656_s_at	59.455808	48.453429	43.658466	60.738816	55.613321	76.686303	57.060037	52.979575	50.822342	86.066989	57.943125
200657_at	609.057837	660.762451	633.881296	672.114259	755.268938	831.379193	884.087429	735.486662	1108.361793	1186.396292	659.43654
200658_s_at	52.99865	49.567286	52.089252	77.957412	58.138737	73.908407	117.603655	71.754037	82.232126	76.111197	75.403607
200659_s_at	30.516367	24.541601	23.386664	38.71258	35.901059	41.13323	57.139125	34.345044	46.045801	39.590953	30.580085
200660_at	110.975152	109.792995	142.429013	100.13601	149.448351	549.33197	118.139303	117.769657	56.388213	582.192944	119.90098
200661_at	55.590457	60.741096	85.338424	79.069612	120.67752	149.108739	104.349805	113.974343	79.930892	189.284311	33.508671
200662_s_at	647.040717	1086.396135	771.965009	1720.255513	797.378889	1141.050606	2619.644558	1013.968217	2379.028951	1612.922622	465.46806
200663_at	283.604214	525.095932	337.871689	482.169497	693.018804	611.315377	474.569704	898.711816	577.153792	970.535975	182.117711
200664_s_at	39.788268	33.879928	21.680647	46.80561	21.894274	59.587556	39.392625	41.695164	24.233327	50.110302	39.196128
200665_s_at	150.543298	241.73287	400.392414	3194.500693	1846.36189	1167.431154	2119.020958	1752.340446	1182.876024	1805.323129	77.666296
200666_s_at	203.125392	153.249848	166.464843	308.243581	160.961941	381.521969	271.833196	427.869448	146.818735	302.119575	308.566583
200667_at	768.30149	883.824978	726.59264	2447.117012	842.150493	1276.908596	1465.464863	1339.22493	1098.450493	1585.492971	690.274795
200668_s_at	1164.558966	974.197475	1041.574082	2615.760373	1058.969846	1637.12024	1452.291187	1720.355911	1139.900621	1907.145504	1111.894902
200669_s_at	419.458801	209.907548	415.221627	1516.391726	288.454009	515.078155	493.135077	545.826396	282.695868	775.757286	400.926677
200670_at	72.995427	147.406199	128.723607	108.091983	174.428098	234.424839	350.300129	149.102393	206.436765	207.056758	134.014481
200671_s_at	27.66399	24.132852	29.005695	31.041402	27.16963	35.548441	44.197814	26.798439	26.918699	27.921065	29.839106
200672_x_at	122.636759	45.402561	93.622019	44.561348	55.790278	166.923898	215.050435	86.191995	75.433935	50.548015	133.957743
200673_at	935.999468	1269.807323	944.06818	937.861049	1271.163649	1153.413697	1296.377297	1092.159566	1229.932736	1519.402781	1060.499765
200674_s_at	3703.328991	5583.673248	2992.149656	3609.384729	4454.037889	4396.772293	5510.813039	4279.973984	5408.255802	4546.359369	4929.550709
200675_at	68.445146	27.058765	57.174279	37.696873	60.467227	112.757608	107.704103	55.789137	63.059645	73.073207	88.852818
200676_s_at	32.547269	17.438449	27.186491	30.767256	45.338287	77.285104	69.414142	50.362071	50.635532	60.166499	28.01711
200677_at	213.684262	285.666949	380.71221	424.039872	719.15353	852.739075	1024.433556	578.829005	738.284728	1142.007207	118.572175
200678_x_at	30.407981	19.395736	29.258131	25.307062	32.412948	61.673568	22.241684	34.806037	21.19652	94.638485	31.517029
200679_x_at	1402.284629	2405.080821	1793.304508	1975.227069	1766.00462	1713.27554	3182.032	2171.158694	3153.556517	1950.686798	2715.868218
200680_x_at	1410.248079	2325.561675	1420.721995	2040.048407	1895.794733	1662.023599	1987.464942	1919.437554	2113.839076	1874.236642	2518.398141
200681_at	282.948033	168.723726	245.128036	341.205304	286.338354	378.240977	561.387797	298.659444	468.93441	371.38156	279.680619
200682_s_at	250.325404	264.271575	292.615537	636.882608	297.409657	423.147759	470.346029	381.204035	385.365102	592.117428	213.101584
200683_s_at	44.521957	33.753468	35.395322	42.258445	49.049832	79.937951	57.01093	53.413643	57.464447	84.655055	45.729546
200684_s_at	202.643774	87.736671	224.727912	222.901881	314.417653	468.918464	412.127256	337.723565	424.893116	436.56364	124.082975
200685_at	345.107419	413.330213	419.65161	302.089769	501.958331	754.113318	864.726074	429.21095	705.414559	522.624233	338.989817
200686_s_at	434.42739	825.888163	446.079377	487.263862	636.468215	770.566031	856.174945	538.910088	870.092182	668.825563	479.37101
