	BASO	CMP	EOS	ERY	GMP	GRAN	HSC	MEGA	MEP	MONO	PREB
1007_s_at	42.44414	26.53079	35.857097	35.676506	38.413974	45.531165	39.537915	37.669237	33.83656	37.153871	33.34882
1053_at	46.44886	60.68359	40.540356	51.075456	60.242738	61.383252	55.376973	44.197013	58.191471	53.262058	46.806206
117_at	40.318427	32.062931	30.257825	31.255174	41.090698	56.754061	30.585704	39.49039	27.784875	72.246524	39.717818
121_at	35.192908	27.651363	32.157227	34.41315	35.332072	35.395268	35.308956	36.825097	33.699836	38.198279	32.485632
1255_g_at	24.764041	25.290205	22.42462	23.460219	23.789039	24.052742	23.983892	24.015044	23.281489	22.764426	24.345355
1294_at	40.349565	46.231537	30.691513	36.666725	44.106164	58.535729	72.716247	42.598656	44.42894	51.236728	43.773581
1316_at	54.160353	51.962517	47.08749	51.486122	53.367531	46.58763	47.879252	60.331654	51.839259	52.154784	60.94348
1320_at	29.074073	37.91573	28.789996	29.417237	33.820829	32.561893	33.568068	31.60438	34.276348	32.026342	32.922901
1405_i_at	402.032496	794.054268	1058.267722	992.891874	894.008303	1302.642012	465.159715	577.729717	625.222388	501.479472	448.103643
1431_at	39.916522	40.643934	30.907198	31.430333	31.050668	30.46998	31.44631	37.915116	36.03441	33.581034	46.331967
1438_at	39.453396	48.250716	38.055865	40.095023	38.39358	37.305029	39.352276	36.824136	38.403378	43.079746	42.040795
1487_at	34.692857	19.62015	28.04338	23.88507	36.940634	49.249899	26.090936	34.074184	26.454612	51.682607	33.068872
1494_f_at	27.294472	37.56232	31.871514	32.626778	29.841601	32.663849	32.390142	27.575443	32.583877	31.233799	31.945857
1598_g_at	28.241684	16.488507	24.939524	19.952232	24.495963	27.741108	23.631214	25.43907	19.500677	32.61924	23.656802
160020_at	31.720262	23.549473	29.209609	29.430874	29.021945	32.619673	32.531974	31.459452	28.055126	31.412975	29.426515
1729_at	29.007363	23.330264	26.944384	25.195605	28.060347	43.747961	30.447203	28.530152	24.837971	37.345539	25.553799
177_at	33.095474	46.09764	26.629083	37.236954	46.60227	33.732241	29.795009	36.304053	52.353897	38.886306	39.060454
1773_at	26.548527	25.224093	24.363329	25.925453	24.494761	26.748995	26.370491	27.752458	25.420224	28.243699	25.966665
179_at	21.340566	22.83766	19.326416	22.120599	22.646732	25.671629	24.978479	21.52143	22.03745	22.79907	23.111001
1861_at	24.129299	24.622864	23.309234	22.059489	24.248865	26.499305	24.822893	25.723154	24.030483	24.541555	25.283446
200000_s_at	53.928519	67.321685	54.094597	84.52915	79.582029	102.310352	107.636717	70.796989	103.871954	83.550044	70.354036
200001_at	113.077196	69.30253	136.935336	228.556386	257.585534	412.066085	335.141489	173.589932	216.846441	419.485165	83.186221
200002_at	748.925263	1904.617404	647.585488	772.797821	1047.622811	871.391994	1222.15974	699.625434	1581.615148	752.683595	655.031581
200003_s_at	2726.389598	4342.160669	1774.781835	1727.152859	3331.929846	2696.529928	3286.968474	2222.029072	3572.590189	2907.42114	3181.277148
200004_at	1985.520499	2373.280644	1601.488455	2143.624489	2154.990463	2598.663349	2160.292511	2308.263022	2355.042225	2846.033326	1449.43309
200005_at	276.346405	383.078482	270.310485	251.390694	381.163462	458.88503	601.050707	312.616827	592.354239	435.779112	246.070459
200006_at	732.110522	782.50939	806.577067	629.89136	821.76598	869.563451	987.959822	926.826265	1152.192562	1106.398144	349.652613
200007_at	1003.359129	2192.088706	982.216632	1656.077798	1571.42317	1385.35808	1681.385066	1172.258698	1728.722087	1640.994845	920.390656
200008_s_at	368.38503	149.634717	340.662462	217.57511	395.25898	535.459099	486.299995	235.270804	485.132567	729.05557	182.736336
200009_at	4422.572765	5419.697886	3794.216474	2893.582474	5202.060161	4898.620198	4423.418912	3514.920436	5172.366852	5245.758634	3981.061704
200010_at	1827.846463	3429.672036	1677.01968	1611.321029	2252.95931	2209.315611	2873.668123	1559.973568	3004.136705	2439.678293	1281.115952
200011_s_at	400.811885	306.014238	495.268542	367.906766	809.693997	773.773575	714.280464	670.777272	752.613877	1039.341711	94.650093
200012_x_at	3638.776002	4501.412332	2693.374162	3885.209877	3457.401727	3843.599448	3979.506054	3285.946889	3998.511732	4055.294155	3089.246958
200013_at	4350.098132	5241.199107	3163.12982	3298.515594	4228.516508	3929.715519	4325.271174	3810.575377	4505.392767	4287.658121	4271.367363
200014_s_at	1067.165697	1654.677507	819.762162	1131.533684	1437.864403	1292.421878	1353.643233	1287.251767	1521.122506	1333.654379	626.129519
200015_s_at	1445.126613	2604.594251	1655.332561	1753.068417	2235.779792	2174.543696	2162.320412	1732.939483	2169.719869	2367.51444	796.126466
200016_x_at	4778.316768	6279.686216	3634.415558	3812.300242	5292.898968	5304.392653	5877.14019	4554.134355	6263.442913	5145.17592	5110.484347
200017_at	4192.086529	5815.963045	3203.869946	3044.820081	4463.654086	4367.646159	4682.219081	3765.442881	5166.301271	4620.810473	4097.778974
200018_at	3829.325457	4996.315944	3008.948359	3171.986564	4023.634365	4073.084662	4853.445098	3230.592626	4978.129735	4684.444612	3707.006071
200019_s_at	1533.792863	2302.112785	1286.392573	1254.705468	1603.467014	1706.058407	2032.849566	1308.623528	1989.395032	2149.522997	1539.287502
200020_at	1802.095183	2983.639064	1811.158834	1487.42697	2506.091039	2380.588967	2419.103294	1895.518047	3144.718813	2114.391211	1411.660091
200021_at	2545.681575	3472.816981	2225.246605	1912.387871	3038.129376	3005.30032	2103.865096	2630.592118	2656.243141	3318.149455	2295.17011
200022_at	1418.902863	2783.721728	1145.762991	1221.331478	1970.96626	1651.283121	2345.884772	1168.478405	2517.258405	1570.073022	1314.887948
200023_s_at	809.613289	1443.312855	773.072204	596.44034	1174.646696	1168.556997	1508.297575	685.240354	1630.222103	1242.968363	641.389862
200024_at	987.497183	1862.880175	832.293154	795.900077	1037.478644	999.570679	1463.422358	782.045573	1879.377739	720.316741	731.472478
200025_s_at	4202.599927	5529.233751	3245.517886	2782.491656	4514.223027	4709.975683	4725.788884	3776.150288	5083.706282	4735.600703	4220.666596
200026_at	3771.056166	5550.775036	3053.718073	2843.963755	4056.488747	4076.356416	4891.856246	3063.606569	4997.987428	4299.076997	3525.523749
200027_at	415.743989	723.240796	486.588212	992.845898	748.579433	860.89565	826.060151	475.274772	853.543945	989.582078	256.711911
200028_s_at	3376.060494	4338.610949	3073.902719	2306.230103	4163.775536	4006.293599	3679.571555	2793.733085	4677.586785	4323.933747	3317.113678
200029_at	3541.044156	5832.509229	2750.553188	2728.906568	4026.951057	3950.704941	5028.872258	2818.688367	5525.91761	4255.525613	3118.790182
200030_s_at	1044.533897	2068.942314	1194.222651	982.475442	1877.511813	1689.573785	1952.149442	977.331195	2294.524631	2004.076973	914.134896
200031_s_at	6380.851806	6675.482007	4470.10281	4739.874981	5670.508509	5663.413553	5745.14649	5241.888861	5691.994135	6072.154002	6153.185909
200032_s_at	4881.168151	5667.271572	3496.016043	3514.725052	4820.44424	5118.180386	5311.054698	4180.602666	5611.89775	5235.442952	4364.900387
200033_at	2865.165083	3608.8204	2728.562216	1326.62867	2776.146728	3984.464617	2764.013283	2394.198476	3170.236729	3350.087689	2341.871858
200034_s_at	2372.296395	3363.719996	1909.059996	2070.732231	2578.957871	2504.119967	2892.420032	2162.539658	3408.299863	2853.620289	2078.374796
200035_at	83.532907	31.874472	60.767203	65.199542	110.866748	114.949954	65.981296	88.435902	61.789513	113.480231	72.431174
200036_s_at	2493.828768	4635.507737	1871.665062	1874.475547	3155.923478	2813.527398	4090.901802	2162.531033	4757.798218	2615.535227	2658.266219
200037_s_at	659.305401	1335.162747	654.72953	984.602565	1142.594595	999.084323	1207.964986	943.38835	1530.20918	932.711424	547.755734
200038_s_at	3101.94771	5269.525635	2618.77901	2499.861213	3090.214687	3682.632316	4620.645458	2931.302372	5074.415049	3996.670132	2462.97989
200039_s_at	109.344503	158.592039	168.590398	197.225213	251.418304	244.018281	247.591844	133.924547	265.757756	241.246019	110.767027
200040_at	870.051926	1768.281617	902.731772	962.338018	1527.861575	1451.423821	1925.44669	1017.676277	2223.690143	1462.487689	793.529242
200041_s_at	1525.73934	2888.522894	1589.580191	1740.963751	2684.301968	2402.349872	3244.054394	1705.997784	3988.033638	2497.57197	1349.127838
200042_at	122.489733	82.648725	106.231191	187.118214	168.469726	314.004866	342.46939	129.83266	242.487918	252.542146	118.714953
200043_at	361.462432	503.089432	331.67349	319.459251	482.010879	466.446206	492.469846	379.245322	616.814578	428.318644	294.944279
200044_at	441.070742	611.482293	458.274143	310.426163	695.181794	554.23966	564.916003	446.309293	615.43312	565.234173	340.184641
200045_at	76.730531	44.155396	65.973019	99.727205	83.768336	136.816234	103.142446	82.773871	94.817493	110.221409	85.140357
200046_at	81.982426	122.505737	81.278826	374.407098	160.680385	243.781634	243.7075	212.486649	221.575059	159.325906	53.329727
200047_s_at	928.510861	1312.373219	882.295408	1339.42536	1132.877301	1229.250423	1172.761458	1105.296822	1205.303463	1311.538723	686.632577
200048_s_at	150.422793	317.575065	175.607461	264.846056	212.543237	400.559904	290.573335	182.159665	236.547658	294.738224	144.805263
200049_at	144.01628	245.235757	195.410921	245.498013	366.189862	435.770644	469.956436	197.154668	465.611997	294.091898	171.222321
200050_at	546.50747	1235.996536	565.182531	642.498563	1079.343126	970.404597	1306.606066	662.436704	1487.489505	723.749872	311.230767
200051_at	631.635202	1023.767631	881.156975	763.341023	613.103868	365.570237	343.187439	540.400413	535.134729	513.155556	635.08218
200052_s_at	148.836558	306.447014	159.314724	245.813089	248.62138	326.97433	477.625106	229.163556	532.247185	230.602188	152.178735
200053_at	82.790091	48.741975	73.537658	75.072398	68.81527	144.985871	135.40132	86.737817	109.489792	117.886044	77.076573
200054_at	54.484203	64.677242	67.971242	79.57268	114.44838	158.721033	150.076825	70.773114	131.091747	123.962093	30.434258
200055_at	113.589032	91.22909	93.960941	201.925695	79.011841	266.013092	135.639414	135.016172	102.177258	190.099964	119.853092
200056_s_at	85.069707	45.32398	52.036544	297.978178	94.880391	123.465974	96.183884	86.483804	66.705836	106.811433	69.756122
200057_s_at	2450.946258	3935.047578	2388.790907	2178.975664	3644.60498	3335.073971	3826.461532	2556.021391	4622.614178	3308.16393	2300.12329
200058_s_at	105.473406	103.634361	77.996023	93.740524	102.034452	181.384128	192.52487	98.034975	174.331772	123.208309	103.539425
200059_s_at	627.557335	681.625886	704.616048	585.105462	1029.759	1125.957485	773.38345	871.173284	842.795019	1462.206692	329.815676
200060_s_at	152.804748	86.460366	144.508375	170.963344	180.36134	288.821144	304.526723	170.15698	268.725456	221.929022	98.140502
200061_s_at	6064.528601	7875.286583	4810.620876	4867.058831	6790.72352	6788.174197	7556.256937	5301.096493	7703.439455	7156.483093	5921.74038
200062_s_at	4047.43105	5837.036642	3177.69853	3278.415893	4343.186274	4546.240377	5305.943368	3658.31384	5305.415731	4811.325371	3924.186164
200063_s_at	1767.450877	3318.750695	1451.624833	1780.5237	2220.71912	1835.720043	3014.307363	1777.643712	3519.180034	1635.305485	1551.306001
200064_at	588.890367	1167.322082	440.779495	849.619972	705.252036	463.175208	1290.147382	801.18343	1585.551099	530.047297	498.445336
200065_s_at	934.551502	1333.798217	1281.897839	3811.441057	1523.507023	1757.522981	1486.821357	1778.077309	1378.291596	2431.236326	575.852921
200066_at	428.662914	347.289643	403.283724	654.216148	418.410287	531.295072	516.110314	414.648486	429.807387	612.461129	429.919805
200067_x_at	1014.311436	1083.770797	885.898954	2315.037105	1190.699185	1204.681118	1212.541554	1120.551864	1045.317921	1410.705474	522.505659
200068_s_at	2849.631937	5024.600116	2667.754678	2519.380855	4250.557183	3628.152798	3865.940567	3034.015586	4636.636233	3896.916923	2164.539785
200069_at	157.651693	103.378877	189.985347	156.523989	132.112369	312.932688	290.632334	191.342195	285.729802	196.341434	111.128638
200070_at	807.861743	627.314669	706.751953	3407.035169	980.139646	951.188498	859.009685	876.317334	735.791331	1241.043405	365.854665
200071_at	881.998533	1499.081509	897.884598	718.211848	1380.581507	1222.080738	1046.130252	959.483075	1336.903871	1247.103707	722.879826
200072_s_at	473.967877	663.85557	661.067718	505.601568	702.448457	648.383286	677.5179	578.323504	918.331247	574.255535	783.530358
200073_s_at	1522.997296	2363.261511	1279.60853	950.589346	1951.575166	1891.711577	1640.51574	1360.849159	2046.259649	1654.846439	1326.154796
200074_s_at	2912.241289	5593.747955	2609.168724	2704.702261	3611.830043	3946.242048	4897.314794	2969.66166	5629.901746	3868.591406	2202.59077
200075_s_at	165.485068	123.225726	156.248308	2564.47794	169.14147	313.750331	323.314696	195.920814	178.249671	258.354003	249.018538
200076_s_at	54.242757	34.164477	44.060168	74.69848	53.155906	81.757058	79.509306	58.07658	58.935353	73.146515	54.681159
200077_s_at	1241.616504	1852.803953	1372.003409	4988.910283	2055.441269	1960.95004	1490.984571	2058.818627	1682.596078	3113.342809	861.583541
200078_s_at	77.492375	54.996834	87.212016	136.355749	137.151211	193.261448	83.773064	77.021356	72.49597	258.649346	75.318039
200079_s_at	124.96974	88.00394	136.793725	213.337775	172.054445	273.903803	298.277165	174.410097	294.795767	284.275391	114.859736
200080_s_at	4282.101079	5081.107198	3443.415823	4478.93856	4693.503675	4765.780333	4482.283058	4094.450599	4546.508782	5052.22685	3751.326273
200081_s_at	3122.542896	5110.378293	2596.172236	2293.961903	3637.610776	3454.370069	4100.57567	2757.851105	4686.155285	3520.481503	2443.991296
200082_s_at	1866.134601	3019.645963	1628.51239	1566.234921	2108.532073	2130.4114	2905.539897	1737.188518	3190.247698	2380.590685	1554.16086
200083_at	266.555918	354.640498	292.264357	402.48362	601.358717	502.771936	758.433885	451.657524	791.632465	474.325026	222.569984
200084_at	497.83163	580.833855	365.240918	539.347371	512.885994	509.491639	547.357804	564.334271	554.279495	513.681458	347.801923
200085_s_at	70.228255	86.264843	58.095752	353.243122	56.943023	163.490705	144.189525	86.388297	112.688422	157.386268	107.274685
200086_s_at	218.76193	213.103291	161.577558	174.228188	333.373902	387.990031	328.996635	213.346676	340.305879	384.415546	204.194616
200087_s_at	1603.801532	3299.889841	1875.876165	1651.238979	3023.551285	2612.241608	2410.914046	1897.833891	2841.600171	2826.509213	1303.880091
200088_x_at	1787.032492	2871.827775	1455.602874	1411.454723	2048.572837	1747.056227	2426.170283	1523.200393	2559.093815	1726.828104	1301.94954
200089_s_at	2965.725408	4518.489641	2366.823203	2418.078235	3113.29333	3186.083773	3939.088381	2565.284758	4467.993295	3553.931833	2249.511431
200090_at	1040.908594	1541.740724	1174.223361	572.315632	1235.547351	1611.422679	1403.96899	969.011772	1523.25636	1431.643676	764.148998
200091_s_at	4312.705713	5083.646923	3016.346407	3342.320921	4198.679732	3902.778481	4033.182449	3682.724409	4188.479207	4260.318675	3878.961701
200092_s_at	4939.317288	6748.482548	3813.493659	3535.744384	5282.210319	5251.628227	5718.305073	4254.638858	6172.028192	5596.872085	4864.496483
200093_s_at	758.726014	1557.757723	769.586526	586.190754	841.503028	847.079163	1581.125964	671.644397	1550.477402	699.795942	424.058397
200094_s_at	1351.710088	2256.039556	1231.12237	1435.894951	1985.347147	1463.853908	1958.108925	1180.639914	1940.029245	1700.300085	1122.675698
200095_x_at	4229.644497	5945.001992	3121.789204	2978.824144	4607.652457	4520.213128	4969.309733	3480.567579	5233.32896	4058.355605	3975.834234
200096_s_at	595.509903	532.104446	714.366637	794.69125	854.544378	1093.921526	578.131518	824.60963	530.609133	1416.132573	250.31295
200097_s_at	2183.683271	3237.347736	1911.776659	3269.392935	2782.233501	2953.437637	3049.460328	2249.25739	2997.338908	2962.312054	2135.527534
200098_s_at	487.684254	678.659572	588.213838	274.642579	956.774284	684.67328	678.704433	415.889256	937.711389	504.557342	358.315454
200099_s_at	4744.982068	6492.620459	3989.601938	3521.116448	5080.867661	5428.872189	6164.189866	4369.118229	6517.465814	5438.616748	4276.054112
200593_s_at	791.860536	1190.866702	812.703198	565.052141	1033.289498	1009.736847	1009.744748	719.064645	1174.808334	1076.132749	671.291599
200594_x_at	2318.581081	3785.683808	2000.324072	1951.08659	3139.878086	2954.167189	3184.49803	2387.287303	3617.192765	2759.65704	2328.069356
200595_s_at	2208.57915	3520.564812	1959.557134	2178.154895	3054.138564	2729.19079	2696.365076	2253.214711	3390.900089	3197.828883	2122.743592
200596_s_at	133.147857	261.614359	182.657087	188.351122	302.808098	353.630089	318.323652	153.280257	329.668167	258.676356	128.767215
200597_at	182.368027	382.11217	301.178056	335.488795	489.00475	710.604468	694.694307	234.343373	836.602569	543.588538	136.096442
200598_s_at	327.233339	297.68053	504.021967	248.506376	812.583292	609.181234	561.988637	331.584105	490.502367	525.118173	180.252876
200599_s_at	615.321442	984.956347	772.716135	442.635249	973.047457	751.313121	749.561616	688.544331	785.910516	836.04827	434.394308
200600_at	2246.130413	2796.943444	2229.029934	1667.989583	3011.918753	3544.876302	2497.002286	2497.944389	2665.798209	3572.763902	1376.494813
200601_at	46.207699	34.823883	52.092223	61.501397	99.5392	119.182816	76.192377	56.029916	64.1274	91.511633	42.77927
200602_at	1241.047035	1654.297369	1562.010746	875.090496	1448.229117	1166.026287	1971.542353	1387.390863	1294.03429	1806.90586	523.412419
200603_at	1213.68534	1383.403375	1159.352578	955.307129	1583.973676	1841.483651	1469.985878	1487.403609	1414.286095	2181.696085	707.152118
200604_s_at	269.252513	60.073335	312.76267	268.881296	327.723273	541.917663	382.39557	475.872985	286.8359	743.904324	132.602834
200605_s_at	883.951567	895.089459	981.182053	756.434294	1226.118902	1409.078249	1079.983481	1168.463938	1150.69199	1832.709428	499.154676
200606_at	96.200158	26.28854	83.251795	68.069281	31.615338	47.90344	33.219974	69.557306	40.076613	42.001484	83.679376
200607_s_at	256.386413	144.739879	142.156201	366.698314	91.191692	263.73546	208.18661	237.387754	133.714476	199.486377	239.071661
200608_s_at	281.646654	276.147485	250.032635	430.82458	360.570894	516.579664	376.081624	385.232479	386.326528	352.900681	213.772126
200609_s_at	332.229738	300.210325	484.298434	299.008363	680.259207	681.743339	425.960194	520.305223	373.53825	558.717129	171.012708
200610_s_at	303.273265	514.453517	230.906791	428.118439	420.097984	429.791796	616.296454	386.204935	710.791544	352.774058	309.634531
200611_s_at	123.834845	61.970478	79.091525	96.804856	157.557648	235.560833	83.200727	214.412946	80.398268	183.261046	76.693124
200612_s_at	68.244447	46.998008	50.484808	331.217483	50.950714	92.085221	129.172904	84.065422	81.803345	85.896984	65.494163
200613_at	35.898638	34.630346	29.105106	109.076187	39.344973	52.751634	46.805518	44.847187	39.231005	73.201453	35.072723
200614_at	1108.356314	1417.954791	1268.942012	2639.153813	1698.560596	1777.14284	1433.602483	1408.686711	1639.801802	2252.219328	812.546676
200615_s_at	73.358023	57.685262	62.050372	531.819966	51.006348	63.434396	93.435859	102.495807	79.131802	92.912648	87.704884
200616_s_at	63.810543	55.705588	46.496131	40.835012	56.568658	71.304766	69.316256	79.296034	77.218191	78.163268	45.697848
200617_at	200.070529	405.26759	271.389822	323.300012	436.139746	418.061278	524.273035	379.379855	719.653105	457.93242	117.737085
200618_at	205.820402	107.898844	310.808206	135.272595	401.893741	460.212401	194.471448	244.555958	185.210035	448.086235	134.466495
200619_at	54.226375	38.707611	48.942838	51.802274	79.506768	131.778401	107.066058	65.473955	79.634184	91.794441	83.38051
200620_at	348.034691	382.224999	381.740138	1082.861559	503.998512	668.936219	638.529194	438.974894	436.013525	686.902238	214.370845
200621_at	41.993989	30.306741	29.234325	52.283095	38.432651	55.999842	80.303883	51.896806	53.604372	64.08838	41.204179
200622_x_at	97.508819	118.982795	101.853971	419.829013	153.302224	334.15073	219.166417	255.36335	221.072339	234.337347	83.918891
200623_s_at	1687.260189	3797.323351	2096.438018	3217.576542	3365.42769	4761.110816	3285.418283	3082.003758	3940.952529	3396.589162	1189.614165
200624_s_at	1444.082419	2519.993777	1365.137808	1174.167551	1567.332918	1758.201148	2018.391382	1443.892829	2223.842107	1481.162021	1528.488947
200625_s_at	1381.862843	1864.599997	1760.354203	878.91675	2252.063924	2627.819601	1183.254887	1767.986118	1225.674641	2907.641948	646.713886
200626_s_at	1381.71283	2562.586527	1361.204682	1362.354595	2083.994099	2029.20125	2188.647133	1538.492875	2403.019904	1679.276815	1195.905305
200627_at	888.68546	1177.569095	779.231978	1675.728826	1044.34645	1178.902684	1381.868975	1174.518741	1401.406088	1372.593588	678.786093
200628_s_at	34.307049	25.856859	23.82887	26.2493	40.908837	49.902435	23.869592	32.694662	25.902993	85.42688	29.092814
200629_at	45.004047	44.061705	36.208118	32.642201	97.214591	145.668752	31.034205	42.830676	28.838335	185.232053	46.161891
200630_x_at	975.59373	1880.537849	950.64376	1097.35498	1617.472197	1562.183168	1647.913583	1084.52356	1935.989562	1248.567086	736.902034
200631_s_at	970.3387	1865.903467	946.492031	990.652706	1252.500384	1266.50407	1976.946567	1101.203831	2326.995586	1153.795022	684.746901
200632_s_at	184.423743	166.3856	220.921287	75.241178	339.665543	353.514269	195.556567	130.51792	131.503347	495.106781	76.230709
200633_at	1993.738193	3185.113291	1770.084093	6512.605374	2096.98864	2362.878257	3564.503323	2841.070793	3573.922362	2834.390443	2425.432368
200634_at	626.219652	767.358958	895.31715	603.846942	1294.34917	1607.606933	583.041244	949.782495	817.706972	1738.30199	298.324444
200635_s_at	76.729288	65.436722	72.06459	553.26049	109.274778	82.460777	102.263776	82.396202	76.658312	71.656352	64.073117
200636_s_at	47.853821	41.242575	39.81426	255.107594	41.105939	38.867534	47.388006	46.100749	39.050228	41.921783	43.218787
200637_s_at	26.714362	23.540943	21.894091	25.330713	22.145436	22.165287	21.941524	26.620053	20.956107	23.810329	44.113474
200638_s_at	783.181751	676.448965	758.940567	560.261133	876.137763	1448.017991	752.951065	1074.22439	815.513736	1320.600366	312.695211
200639_s_at	2014.842981	2124.672042	1618.435757	1289.396985	2161.835517	2420.196935	1833.068173	2156.530405	1952.99649	2377.755253	1408.991405
200640_at	2845.233352	2786.212348	2324.612463	1667.858013	2668.421972	3619.285665	2449.61119	3188.920547	2674.558343	3418.908632	1867.995165
200641_s_at	361.990741	170.119388	320.243943	208.80928	305.970847	565.052838	319.437005	455.321508	250.846812	373.175887	249.468237
200642_at	274.834946	637.956175	185.099475	1240.691838	435.63841	301.349549	732.420744	595.00054	691.086496	292.468755	354.212077
200643_at	56.203073	36.123588	45.967602	57.05219	46.574291	45.128367	45.948783	65.961892	45.770093	51.945288	65.544241
200644_at	104.842198	76.75544	55.429688	68.416203	108.352531	99.502944	128.512322	100.720068	153.97664	75.044291	122.847195
200645_at	1363.84295	1783.194064	1603.825326	3547.891825	2212.972768	2131.043575	1601.23045	1232.485022	1249.642142	3733.866058	944.773145
200646_s_at	47.840044	33.338921	29.654203	46.034568	30.353129	37.779267	38.25585	50.624228	32.376748	52.570094	42.412823
200647_x_at	89.381607	107.277019	78.610161	97.723972	131.943579	172.365787	200.052809	104.106256	189.837725	133.635108	95.169417
200648_s_at	207.838683	219.125328	170.437875	1437.533829	135.769574	153.303659	148.812914	195.19653	155.316298	249.794027	297.377384
200649_at	39.521987	22.29327	26.580994	92.698571	25.560737	45.414607	44.326442	47.638243	35.502262	56.45115	44.646752
200650_s_at	1711.38781	3069.823107	1393.210771	1642.949214	2499.754458	2288.689043	2561.737209	2180.600233	3198.852774	2403.920995	1475.523267
200651_at	1347.47085	2760.937644	1142.344053	1344.016005	1997.015073	1666.197494	2512.498924	1360.337931	2884.830682	1842.219459	1459.633395
200652_at	162.716884	370.983968	173.407859	170.657368	374.203482	436.441863	449.52117	178.503672	404.53912	386.859369	142.128283
200653_s_at	1426.10084	1038.342138	1349.272683	899.649783	1379.869537	1845.016965	618.066553	1453.639447	601.302762	1809.805347	960.386385
200654_at	213.777002	689.414584	357.917987	487.203966	929.182564	645.329321	488.307869	417.665928	548.663329	676.957334	146.560179
200655_s_at	1153.028195	993.5907	1277.538665	583.094864	1407.79439	1874.162883	605.873626	1282.857177	612.67057	1764.261224	684.414708
200656_s_at	65.745826	55.888638	47.811154	67.082921	65.620997	83.495195	61.127407	59.535785	57.079473	86.05633	67.278367
200657_at	809.611799	1316.468556	828.784947	671.192545	1199.887609	975.856549	948.813656	793.884574	1509.512323	1257.077112	658.728493
200658_s_at	61.69462	65.218435	64.346196	86.646836	79.522079	86.183247	126.961713	85.448796	104.151968	84.01584	90.799751
200659_s_at	34.575489	29.917728	27.675369	45.097705	44.43175	48.088792	66.255277	40.096504	56.642402	44.844999	36.089752
200660_at	126.666519	160.992038	173.441303	99.523185	188.967341	585.895153	110.731084	132.079511	71.232361	559.44241	132.027681
200661_at	68.172977	80.967524	112.3989	103.47965	163.390454	204.888938	132.018256	140.68086	108.813436	236.21704	41.670339
200662_s_at	871.319301	2056.83278	1021.986268	1667.82314	1384.132968	1417.732242	2956.05236	1108.287092	3180.34364	1759.290975	509.499485
200663_at	344.704451	1027.299371	426.463544	459.319413	1081.49561	627.295885	497.032163	948.857706	718.657773	978.40385	216.000753
200664_s_at	46.573723	42.248317	25.291232	55.9829	27.383701	69.640965	49.57453	48.861474	30.027719	56.915532	46.838645
200665_s_at	170.570105	298.125118	461.705902	3394.015314	2242.992961	1361.385848	2822.487529	1667.572433	1454.701604	1766.953023	93.074191
200666_s_at	251.526528	312.272675	211.797847	338.282361	287.11764	472.0472	313.612405	483.343407	213.468631	316.450435	362.309591
200667_at	1020.390705	1501.820784	939.354569	2404.803785	1221.538194	1480.755754	1507.038611	1401.801405	1430.813865	1757.459544	747.039815
200668_s_at	1584.225798	1569.955244	1309.079071	2580.619177	1467.496522	1840.862546	1511.568587	1783.726272	1442.08178	2107.933616	1111.750407
200669_s_at	526.711246	414.518507	516.995108	1406.748603	433.405812	610.887763	497.536542	602.917562	391.20399	809.106824	451.335296
200670_at	82.667542	227.60282	161.109921	117.750217	272.800874	256.913293	378.801382	169.258472	273.607396	211.709156	150.965641
200671_s_at	31.542359	28.759272	33.079929	35.657638	31.899572	39.951025	51.020371	31.231918	31.963877	32.194167	35.071544
200672_x_at	142.98167	55.129235	106.647301	49.303893	66.801981	178.22606	222.640037	98.631587	89.952162	54.308817	158.702215
200673_at	1256.324938	2092.770305	1218.907624	886.113611	1832.957909	1355.664166	1464.62817	1138.153465	1603.167197	1661.64099	1013.577862
200674_s_at	4800.153962	6642.805153	3773.56232	3588.280699	4975.24868	5063.701423	6098.019119	4423.96981	6310.926704	5216.523782	4518.876356
200675_at	81.233304	35.620211	72.236962	44.669269	93.874631	134.296533	127.016385	67.363029	86.846365	83.813618	104.66417
200676_s_at	37.300657	22.371502	33.34679	36.236892	65.500662	92.820409	81.936701	59.34184	65.592088	68.248545	33.013607
200677_at	247.690158	432.595671	487.02405	407.65492	921.451504	975.000356	1135.336167	608.174483	942.530951	1136.663108	134.175391
200678_x_at	34.751427	26.230425	37.852617	33.369768	43.456801	84.424626	28.853786	39.959723	28.512063	113.07125	37.045163
200679_x_at	1858.954984	4093.336598	2303.667561	1935.961209	2852.352127	2159.662314	3666.057629	2183.003282	4283.651961	2052.856812	2331.572149
200680_x_at	1919.269725	3729.241292	1891.614986	2058.294631	2834.173463	2085.253588	2357.560165	1997.810195	2854.692413	2094.09738	2259.152533
200681_at	349.562829	317.364841	324.788686	345.935907	497.060883	442.807534	617.436021	337.62432	634.626006	385.718718	303.41783
200682_s_at	322.82088	551.890416	399.587817	671.180429	483.172932	524.813442	510.912608	441.12248	567.325313	644.130358	265.21933
200683_s_at	51.261734	42.166286	43.113727	48.588586	66.28185	96.186973	73.82738	62.381551	73.966436	94.927423	54.558168
200684_s_at	245.208459	115.329542	296.492172	239.066478	525.948711	538.848745	488.240389	378.926386	573.387129	450.291442	147.194889
200685_at	446.836277	839.263236	558.326274	329.948251	799.280496	887.717929	1031.599254	491.749928	981.864744	555.834455	381.682559
