	BASO	CMP	EOS	ERY	GMP	GRAN	HSC	MEGA	MEP	MONO	PREB
205588_s_at	88.912933	44.083119	67.874888	51.502599	131.735489	101.765588	88.067828	71.715002	110.993493	67.977828	110.101927
205589_at	25.943983	26.700285	27.8775	27.533674	29.261007	33.414078	30.640037	25.503268	25.991113	26.086014	26.043392
205590_at	498.10884	724.561128	737.665859	133.989716	439.996594	3029.207659	242.245594	472.000566	112.751384	121.58883	308.940471
205591_at	46.780227	80.074194	67.688504	55.629547	52.65452	47.891282	46.303353	59.906357	64.051907	60.321434	69.089355
205592_at	172.080965	188.057878	52.833319	8561.391579	420.12137	389.491514	1454.033748	273.123148	669.580684	508.503335	223.480142
205593_s_at	34.983062	35.352409	30.535298	32.94389	32.048144	45.23292	39.521263	27.989181	30.7207	31.538925	29.935126
205594_at	95.306651	72.142907	153.223515	96.303978	110.627629	310.503189	177.536154	82.929788	109.321021	186.645633	92.187215
205595_at	41.596974	42.29932	41.795571	37.467457	41.830197	38.847944	37.250202	37.280959	41.173144	40.959515	35.856435
205596_s_at	506.347588	620.290289	568.34776	210.609786	1023.355833	862.419155	695.825296	481.877505	691.079758	576.533961	446.410382
205597_at	30.295497	34.583376	30.732466	29.687011	26.107959	31.709504	30.034472	32.196463	28.191412	27.111122	33.218447
205598_at	32.085739	28.047757	30.403245	32.321066	35.433326	37.61473	34.644381	32.613655	30.073829	33.371497	29.654309
205599_at	31.59361	31.972657	30.612	29.339007	27.199427	33.113782	31.064123	31.495484	32.490602	31.505417	33.923737
205600_x_at	32.336131	32.602945	33.327092	33.609195	35.778939	31.891318	36.263828	31.043329	35.276742	34.981389	29.737068
205601_s_at	26.241991	23.814816	25.973116	30.390058	30.91925	32.068024	60.671724	27.292142	31.013176	27.614481	23.640902
205602_x_at	39.995549	41.663392	41.780493	41.265756	45.324605	39.77973	40.232624	36.571997	40.978364	38.061429	34.375044
205603_s_at	236.137808	298.835689	234.775206	153.372215	227.97459	217.529862	195.597517	202.174478	196.883799	364.929378	283.360563
205604_at	28.318174	32.171716	28.351774	26.122521	25.895974	26.939449	27.532514	29.346815	26.588999	27.708027	27.515489
205605_at	22.952894	21.703559	21.200551	22.120039	24.950299	21.985117	23.05506	23.422742	23.852673	22.423122	24.316264
205606_at	43.39157	60.822841	38.917705	41.168656	35.788009	31.833787	44.534169	43.16118	61.558355	42.360116	59.339513
205607_s_at	37.270977	16.973597	27.829915	21.563183	23.740251	71.866347	62.960168	42.551767	35.119165	38.627078	36.964228
205608_s_at	38.685611	61.159743	38.407894	70.471563	55.055044	35.305106	301.384832	69.945881	125.51457	44.405398	37.403208
205609_at	63.133509	194.650125	66.435221	255.638325	181.975288	47.169034	1197.807667	233.507771	717.675292	97.916037	76.021451
205610_at	35.775625	32.941146	42.906688	46.042055	43.3078	56.038012	44.690685	50.632013	41.599157	41.616703	27.394331
205611_at	33.513565	21.150978	27.056469	25.660875	37.167542	75.421515	29.568124	30.812467	23.946918	44.636915	29.52982
205612_at	55.303627	35.578729	44.917637	125.612834	80.168155	45.110018	308.245726	156.277998	111.746865	51.830428	33.231181
205613_at	30.101403	27.792427	25.575082	24.777769	31.354836	34.262591	26.104991	28.645864	25.807088	29.468516	30.857609
205614_x_at	32.355064	29.329085	31.857497	48.852017	37.013051	40.840304	40.209982	31.949541	35.68367	32.651809	30.116789
205615_at	38.026799	28.617405	23.488428	24.195995	23.767784	22.987377	24.392258	35.154747	23.249659	24.111334	32.191697
205616_at	34.627029	38.145714	34.012935	36.411289	35.431039	37.280658	35.600072	38.105158	35.82136	37.851258	32.876421
205617_at	24.289718	26.588545	22.454299	23.512994	25.088387	23.648208	24.451742	23.992671	24.112636	23.50044	25.137509
205618_at	28.557981	35.948537	26.71897	32.408378	24.493209	44.98104	66.189472	36.550257	27.427224	56.540014	26.810232
205619_s_at	25.024602	25.458835	29.118644	26.254698	28.710726	35.780174	30.494843	26.245715	28.067512	28.78712	21.321118
205620_at	25.003126	40.211313	24.040271	25.356921	27.910152	25.006124	25.983598	28.376212	24.868571	27.138464	34.056456
205621_at	44.578574	31.651203	43.425482	41.695385	43.076426	63.631767	53.828506	47.726622	53.690937	62.691518	41.244419
205622_at	28.980809	25.799518	29.925871	31.815366	35.577965	36.112247	35.956896	29.407054	32.224093	29.69827	27.555428
205623_at	40.778882	42.307748	37.665506	39.761967	35.385552	35.504515	38.929269	38.944612	35.546801	36.967125	40.136801
205624_at	50.782952	364.385808	167.712561	102.633639	292.827963	5.380707	109.267506	249.02319	353.752426	39.828031	43.289445
205625_s_at	36.829422	35.01235	33.074314	35.255614	34.921057	32.093487	32.31408	38.441936	34.61717	35.957423	32.586632
205626_s_at	34.075915	45.664142	40.888508	40.950764	38.034377	42.33703	42.834207	33.656489	46.948241	32.590262	37.644598
205627_at	22.238957	24.534852	16.630935	24.090663	21.797482	44.749881	19.483022	26.857025	17.789599	52.34589	33.391815
205628_at	203.819378	629.732547	319.596652	287.370686	585.673489	412.72853	462.314585	256.001576	758.783299	292.377921	284.147293
205629_s_at	56.221119	55.225545	55.485821	48.876282	40.817686	29.046494	37.257679	56.623879	60.661479	43.030913	97.029289
205630_at	47.074166	41.556634	62.455592	51.487433	47.779561	58.078428	49.785562	50.845318	49.686174	49.569578	41.320357
205631_at	76.179229	67.635984	75.378196	92.646328	70.229098	89.239362	103.291392	81.736343	93.966287	71.399684	58.554549
205632_s_at	54.727497	21.195079	50.804861	357.27237	27.308432	72.507415	60.111936	56.018652	62.423842	40.131306	44.317578
205633_s_at	44.288067	71.657011	59.333823	55.184514	66.380889	76.762022	60.310575	44.854293	60.948197	62.413139	42.403794
205634_x_at	29.677555	50.823306	25.962293	26.971432	29.0452	33.71257	31.030068	28.060856	28.414199	27.462981	27.364584
205635_at	55.067099	50.818382	52.053285	50.147426	49.877535	45.602534	45.829077	45.577152	50.440251	46.42098	52.670352
205636_at	26.046753	28.875537	27.798206	27.638499	28.233405	24.967902	25.241045	26.806962	27.346564	26.760601	30.706261
205637_s_at	35.075368	32.820582	35.04473	37.80567	34.638936	32.394134	46.672224	36.106209	41.022006	33.120857	33.031685
205638_at	39.000216	39.251174	44.248083	43.673637	41.17488	46.178179	42.482749	41.898462	41.978465	41.840944	34.846481
205639_at	62.576066	38.382204	80.886702	51.999892	126.9717	294.542686	40.043079	116.068483	45.816775	390.142653	88.994531
205640_at	44.959785	32.149322	57.671662	72.782516	150.476815	199.701399	43.927792	50.736759	41.590015	309.448334	42.73971
205641_s_at	35.818211	34.599517	34.504617	38.240901	50.558131	60.875437	41.523213	36.983599	34.264106	48.375437	31.294698
205642_at	152.78058	91.771583	137.276247	63.796001	171.166112	170.198972	251.39723	138.976336	172.115888	118.485458	156.248869
205643_s_at	39.095407	38.920749	39.294459	36.704912	37.018875	32.213418	32.833881	42.559244	39.584077	35.053173	37.945244
205644_s_at	310.963552	535.361457	336.756706	319.092067	570.346932	425.859468	450.133801	380.55749	518.871363	369.007566	269.243296
205645_at	87.050464	78.619761	118.450746	102.895178	78.674759	102.244773	77.049791	96.712367	79.17916	99.402587	69.29412
205646_s_at	38.728391	50.246973	43.847084	49.536584	39.752096	46.031134	49.073144	33.369909	56.632631	47.269324	38.612375
205647_at	414.103678	274.604623	451.725019	211.435463	494.448677	457.144953	509.440228	392.114424	562.543931	364.436346	341.639899
205648_at	35.604901	29.82011	38.455451	31.554336	84.375855	30.393887	30.375545	37.174602	30.178241	33.847771	32.117678
205649_s_at	31.474575	54.549458	38.722964	38.411305	34.865795	33.460293	36.452951	30.782593	47.160384	36.286927	33.023477
205650_s_at	129.500274	122.263445	125.335655	110.968479	95.129101	64.571233	75.105017	125.957101	110.298675	82.374425	163.704406
205651_x_at	44.743351	57.102749	56.588969	57.141548	47.406118	43.513838	48.790628	42.918225	54.905043	50.031174	52.672694
205652_s_at	42.894427	71.903272	53.903657	53.525552	65.353256	37.232892	42.912338	46.363655	62.267081	47.068145	78.166604
205653_at	32.566034	308.427607	135.681375	1847.764966	409.030428	231.041259	155.941226	36.99472	176.154308	219.642672	98.115383
205654_at	72.845236	61.167308	78.384742	66.98096	76.47841	75.58262	67.428206	72.560642	71.335722	70.966797	67.061602
205655_at	45.513942	25.068729	38.292414	18.781989	21.898441	48.950375	43.159008	41.775299	40.293842	38.070417	83.950767
205656_at	92.779386	79.526498	78.880098	69.139232	59.919422	64.037968	62.589611	93.61615	73.661292	63.232076	83.923693
205657_at	36.444713	25.318418	20.842628	24.321067	22.209187	23.300878	24.678818	32.222916	22.772521	24.431939	33.536336
205658_s_at	25.874353	46.297704	25.76564	26.381384	27.607987	29.519476	29.560392	24.692507	33.77312	27.059956	32.372346
205659_at	523.715221	121.938741	412.15059	64.18564	468.807661	351.901777	131.193984	293.762277	109.001961	478.172799	217.743286
205660_at	34.998911	86.902355	29.081014	38.940579	39.055005	36.267566	39.230991	34.024962	39.319994	46.989966	33.494303
205661_s_at	31.574314	28.038777	26.731524	33.706875	29.126859	32.526694	35.446955	33.063653	31.099518	33.025912	29.509879
205662_at	29.44169	25.49597	21.010546	23.527185	24.429347	27.22917	26.131253	29.627501	23.756558	22.564089	29.860604
205663_at	32.285076	24.916299	30.626757	33.169317	32.463323	37.156266	39.737855	33.937208	32.631113	32.970967	28.061474
205664_at	50.571178	25.274302	35.07558	27.764949	39.564725	76.96072	75.579143	57.150292	56.076648	61.684391	62.492726
205665_at	30.948362	26.000113	30.059626	30.511636	32.428807	34.054142	34.477019	30.029766	29.970183	29.2814	27.75509
205666_at	35.894908	34.619398	47.566494	36.350395	37.274269	40.756919	40.408698	34.714849	46.566859	33.820448	48.657834
205667_at	219.609102	525.221704	283.587174	427.377142	369.473844	415.139101	608.537017	358.595896	877.628526	200.480824	203.583646
205668_at	443.633001	543.022465	482.133248	175.698738	629.64146	732.672739	751.440614	244.839769	592.668414	570.510678	135.848332
205669_at	66.821962	86.268674	68.908853	74.190306	68.032269	63.11218	68.762586	76.982622	78.526603	59.173606	60.176105
205670_at	29.686707	42.605318	32.305294	29.761192	29.771432	29.891398	30.519257	29.809488	32.020267	27.284104	31.971647
205671_s_at	650.261928	12.936132	156.285526	13.176003	58.980387	246.486208	10.79197	66.246548	15.283915	58.256241	89.861947
205672_at	59.44133	27.407068	51.535498	33.723013	34.390932	76.741261	78.2046	55.020984	45.527856	62.588256	49.587333
205673_s_at	33.420662	249.093637	36.034178	171.621032	164.98274	43.701997	572.788888	127.838856	492.353723	51.726163	60.875161
205674_x_at	24.8069	36.071073	27.783161	32.00165	27.578146	32.469399	32.10083	25.026504	30.124301	30.787846	27.626943
205675_at	39.209693	53.496245	50.083004	49.672854	46.65996	46.145448	47.004599	39.069102	52.486716	44.894608	36.807292
205676_at	27.487151	26.080396	28.953758	27.698456	28.096242	27.692679	28.615088	28.431667	31.470197	26.689142	24.820935
205677_s_at	48.385291	36.552106	57.025408	84.235836	46.261718	110.694288	99.896895	54.626577	88.84139	42.390005	47.446278
205678_at	30.462966	28.817565	27.031915	27.280543	26.774917	29.276645	29.281425	32.735668	26.712758	26.556811	29.84629
205679_x_at	31.558792	24.033889	23.249401	24.401519	24.826851	27.544556	24.448759	32.480519	24.376792	29.638519	32.037054
205680_at	41.980321	40.311836	41.690421	37.664663	39.229513	41.491248	38.05899	39.584805	38.796892	39.654348	36.532699
205681_at	200.683075	170.015009	207.556612	49.677785	246.039571	550.748013	140.132326	262.629146	55.665058	523.975023	239.505199
205682_x_at	30.067076	26.458254	24.676338	40.809684	54.146012	30.017036	32.678867	33.899009	31.07407	32.553033	38.952352
205683_x_at	22.750044	34.589942	9.811124	8.678955	41.276156	7.713207	6.922778	24.470543	13.064105	23.458002	25.744777
205684_s_at	218.802221	500.649031	412.957506	211.618668	397.43678	822.916794	711.70256	449.661831	480.608061	492.27964	185.73276
205685_at	65.100841	13.932064	62.553622	18.074139	64.470246	179.165183	10.676136	46.745212	14.984267	314.794544	43.186229
205686_s_at	65.47634	19.975347	49.034681	12.172369	124.58731	146.152828	7.583393	48.761144	12.789782	291.897867	61.917776
205687_at	40.747239	31.577069	37.806997	44.129218	34.975101	52.18034	43.61824	39.879434	41.356749	37.197064	33.019497
205688_at	32.022316	31.702928	37.079327	35.701051	38.765296	46.838645	58.527222	35.898226	50.605095	38.973609	30.073442
205689_at	31.577331	28.257182	30.227726	28.846657	28.556234	29.608637	32.828232	30.121756	28.722925	31.437764	28.027799
205690_s_at	386.904339	453.267402	300.286935	646.398514	526.955855	654.919886	499.757449	430.17311	493.590585	637.581291	381.276488
205691_at	39.313502	58.060492	41.009702	45.489365	49.72798	40.564461	45.501486	46.804913	52.04634	51.456488	42.661222
205692_s_at	74.037082	57.847539	87.200553	55.811859	76.985739	122.096671	54.62267	72.125774	82.478105	49.439688	114.096036
205693_at	58.634935	56.474246	62.676716	61.812372	58.494179	46.599977	53.181604	68.752936	63.028257	58.456789	81.436238
205694_at	28.015142	32.941574	27.150883	26.639429	25.282045	24.873182	26.08079	25.558895	29.491645	27.041293	30.35502
205695_at	37.603903	33.353373	35.072145	39.075691	37.929844	45.285415	40.573669	43.097485	37.830106	42.219738	36.672679
205696_s_at	28.045534	30.762084	32.124658	27.628019	31.584797	30.844046	29.886495	29.361566	32.419458	34.478886	27.125626
205697_at	47.915056	33.74009	50.798948	40.913958	52.233748	49.369334	46.450842	47.353864	43.469894	48.638249	36.877589
205698_s_at	112.091977	84.083571	123.585945	78.082255	66.213191	132.28726	87.002213	122.68978	90.461782	134.962995	97.092506
205699_at	34.875354	32.349655	36.731997	32.87735	69.019357	45.312672	51.738185	33.021992	42.999515	34.199733	28.693259
205700_at	53.856828	58.115197	57.645474	56.267326	47.737487	48.377479	51.323531	54.079431	56.718364	50.411857	49.834126
205701_at	36.433389	18.008766	25.350682	20.693186	22.364724	38.752086	32.545781	36.543485	24.758396	37.232368	36.050861
205702_at	99.807582	93.518015	158.324236	132.00171	232.270032	244.884624	473.811978	173.049262	303.501942	174.615435	67.25144
205703_at	25.48461	30.418978	27.693737	26.171115	25.5935	30.444416	31.768859	25.204696	28.538727	29.343041	25.912375
205704_s_at	40.534551	41.588723	40.561717	35.524761	74.124558	53.079101	74.130738	47.789724	79.753671	37.272341	39.459091
205705_at	35.848295	30.29902	32.52232	29.00699	28.273322	31.422696	67.97891	38.042883	63.472165	32.094881	42.285468
205706_s_at	56.879038	63.230514	40.706026	54.303451	42.927947	43.105164	56.033386	56.464836	65.064846	48.530008	50.966772
205707_at	21.477055	17.496471	23.447771	17.148123	19.476131	31.088001	18.31272	23.126091	17.006872	43.055799	24.292429
205708_s_at	30.576066	27.644951	30.095297	36.178611	33.42093	37.375606	37.3729	33.799162	30.59626	34.311967	29.393285
205709_s_at	36.085793	41.628301	32.205312	24.736005	31.276671	24.982337	26.001342	38.41244	27.178001	34.463368	34.345177
205710_at	103.135363	112.528899	144.801425	137.988959	121.12968	87.177753	104.987626	102.085905	129.039675	97.136745	105.768056
205711_x_at	557.100996	1321.813083	666.036339	649.190352	1096.855901	1011.320584	1281.225727	691.6728	1467.6583	1141.988925	491.39707
205712_at	24.609689	29.697886	27.718964	25.081889	29.302465	27.464148	47.665818	26.07523	35.114834	26.376117	26.206358
205713_s_at	34.38817	56.758671	28.544646	37.061945	32.599979	29.621271	33.38064	32.117974	47.047376	33.580492	41.025255
205714_s_at	41.088042	42.683794	44.009782	41.520524	46.65768	43.978893	45.839299	49.750471	45.168821	46.003588	54.086109
205715_at	93.208735	35.2443	72.890794	153.266159	139.543246	240.690294	95.359958	144.308734	77.079464	413.431359	122.81024
205716_at	33.980917	19.962644	28.101245	29.594865	30.119493	57.979354	36.781123	34.58978	34.312519	45.402705	35.64884
205717_x_at	24.519218	23.155786	29.086261	27.324435	27.858695	26.395826	32.243145	24.685544	26.587908	23.278039	22.668597
205718_at	87.82599	29.344796	51.032478	15.244845	28.447912	53.938555	13.548834	54.258744	15.37956	34.875347	64.614456
205719_s_at	29.376703	33.700991	27.233392	27.421122	26.605303	28.151499	26.532373	28.402352	28.97666	29.228532	29.666049
205720_at	29.749233	37.652881	29.579235	30.130782	30.058011	27.421448	30.135712	31.317444	33.822769	28.193819	36.725685
205721_at	32.696107	25.858748	33.730517	32.04397	31.635572	32.707762	30.793307	34.335493	29.331601	37.229502	30.075647
205722_s_at	24.733255	23.508575	20.452861	22.150663	21.439584	20.489529	21.289501	25.609263	22.0344	25.897147	31.325651
205723_at	30.193049	33.620865	31.805609	29.350193	29.664937	29.124492	29.540848	27.476315	30.798292	29.072767	34.419772
205724_at	31.981829	30.390974	33.791786	30.596636	31.598923	28.441338	30.91393	33.447926	35.984241	30.845444	46.744838
205725_at	30.367501	27.894731	28.215902	28.00915	28.40486	26.747587	27.35113	28.383667	26.850337	28.37561	28.033887
205726_at	107.064581	89.131775	150.216083	83.05166	227.601497	284.054592	232.247645	102.171659	142.287908	395.768755	80.737632
205727_at	37.810503	46.510282	48.58335	41.483809	44.310582	44.308036	42.715089	38.606846	43.241608	41.529579	34.6682
205728_at	30.648501	22.260687	36.133787	25.096444	29.070705	64.46342	29.109746	35.43115	28.326562	31.377346	32.826858
205729_at	50.089956	38.68367	56.208488	47.691142	43.354906	47.066057	44.068311	48.075835	45.072673	53.054397	43.354876
205730_s_at	67.832651	102.969413	93.122605	110.059115	116.72274	94.695508	94.774075	127.87892	114.768514	103.15623	48.690492
205731_s_at	170.697162	114.34644	136.774624	291.494758	178.199283	183.78408	187.690596	183.702122	143.696478	177.101715	184.471046
205732_s_at	37.571737	22.176621	28.801954	96.597116	29.882481	51.706942	46.458829	37.4925	40.213809	43.114684	34.512777
205733_at	42.079382	47.409827	34.956369	59.192541	30.116836	60.601146	54.750725	56.615573	84.464518	35.549402	73.900916
205734_s_at	50.377728	65.388192	50.334746	49.066862	36.551819	38.264934	41.168796	44.912081	51.490463	43.091377	64.779933
205735_s_at	39.761084	51.294174	38.117828	38.501619	36.724466	34.848712	37.84588	42.268329	50.757724	41.415736	52.868534
205736_at	23.375234	22.123535	22.48641	21.820844	24.097421	24.627799	23.532968	22.37837	22.117181	23.525188	23.768164
205737_at	38.603692	46.726988	38.22581	37.18676	36.14676	34.490757	33.936322	39.953351	38.806856	36.773941	39.054727
205738_s_at	39.743948	39.396682	36.83224	42.298626	42.320029	38.118779	40.305173	37.806769	39.507586	40.234258	34.547838
205739_x_at	142.695042	71.194738	124.963545	43.14307	93.826079	197.684185	168.61497	77.942178	131.140103	45.93033	168.259402
205740_s_at	24.251708	21.831064	21.109762	28.078277	20.934723	33.779993	31.205912	27.140855	25.489518	35.467042	28.549889
205741_s_at	34.523344	22.22841	30.31885	23.858022	27.708032	29.14234	25.831405	31.060416	25.801685	31.241168	31.63254
205742_at	26.916095	33.608178	24.586607	26.347803	28.178676	26.159139	26.796709	28.566567	25.447098	26.933317	37.170519
205743_at	36.072199	25.202012	29.012195	58.121404	44.878632	30.428599	114.844187	53.506656	58.935652	28.896116	39.483583
205744_at	24.307029	23.978387	21.15793	23.752338	22.740293	23.133046	23.745669	24.023331	22.030588	23.329641	24.676076
205745_x_at	432.588165	466.182783	535.938485	205.625863	592.205328	662.968001	531.296331	337.627454	493.59682	620.902871	294.265659
205746_s_at	43.024608	49.031325	47.620591	41.463767	42.012711	46.608229	41.874175	44.752686	47.883784	58.660665	44.321346
205747_at	34.379168	29.736962	33.652738	30.697343	33.145673	29.157415	29.456071	35.550781	33.656158	32.005965	36.459852
205748_s_at	58.178611	64.615874	75.851671	68.331239	70.931604	69.259146	65.753966	69.828732	69.847589	72.710273	82.202807
205749_at	31.07809	28.682442	31.482794	28.707912	29.684705	28.689653	28.196956	27.315767	27.8417	29.019509	26.582686
205750_at	36.956828	30.318013	29.64497	31.56556	36.575073	44.237708	43.77592	35.076532	41.121265	36.757456	28.941245
205751_at	34.703402	40.06524	33.824438	32.611228	32.849426	32.562591	37.396556	34.611564	32.750589	29.967151	30.479025
205752_s_at	24.616795	47.640947	25.303447	73.198812	79.717387	20.719504	371.285072	56.695949	206.468263	22.863906	28.28627
205753_at	36.803803	28.084636	39.645375	34.836963	32.819484	39.492826	35.211489	35.946588	33.860337	36.325555	35.178309
205754_at	28.349675	29.320485	27.447843	29.03499	32.241504	32.598262	31.06311	29.560362	28.694292	29.160944	30.467292
205755_at	30.254436	32.005695	27.61833	29.859419	29.267737	31.980521	29.962454	28.999712	30.515022	29.545621	29.04745
205756_s_at	33.361068	27.359067	31.981615	28.874219	28.622707	35.493181	30.205716	39.774204	30.328786	35.688033	37.939784
205757_at	111.830604	145.57432	125.318979	137.744881	80.543455	55.479822	74.926271	114.561339	109.277176	84.760328	129.090656
205758_at	155.648908	91.427219	299.180752	74.552482	649.217246	3224.444685	45.566292	550.770092	66.019816	113.094594	190.034715
205759_s_at	43.540763	72.18694	40.33474	42.652712	40.160845	36.259398	37.962409	42.202431	46.64274	44.233817	50.051139
205760_s_at	46.584089	41.176563	57.486556	41.193731	52.952066	85.027529	67.390436	43.668108	68.759307	49.311525	40.504794
205761_s_at	59.705738	87.931873	67.329194	66.351361	80.994556	74.199001	98.86264	58.446755	103.794407	63.226119	60.142343
205762_s_at	99.893175	98.83169	102.477126	82.006008	69.682253	72.247302	116.600655	118.066244	122.715872	85.360544	111.828121
205763_s_at	543.728618	647.181542	726.40353	497.691714	777.889383	915.300864	824.999862	548.885971	975.189819	754.438206	302.686592
205764_at	30.072658	33.904535	27.25298	26.894036	29.548884	26.416292	27.289647	29.586137	30.038731	27.579185	27.844857
205765_at	36.60676	43.144253	49.451821	40.69931	43.540132	41.808353	40.232776	38.701163	45.460879	45.185643	39.241496
205766_at	42.68389	54.481952	38.355543	47.585933	46.22157	62.246548	59.615446	44.774819	48.415332	47.195341	41.43217
205767_at	59.455378	240.31889	52.076404	203.312525	114.932532	54.488327	374.23242	179.786353	550.759612	210.316077	85.196304
205768_s_at	33.119893	63.915035	33.865074	50.091307	43.89036	30.249691	41.264551	45.029405	124.071913	30.763691	42.636372
205769_at	92.008155	278.460251	191.877748	230.018974	205.422939	105.749915	195.397075	120.843114	504.049683	129.536401	125.574464
205770_at	67.706721	65.065001	68.00799	63.742254	61.74994	78.755425	57.474358	66.3053	55.418645	82.987364	53.553332
205771_s_at	148.215142	126.562904	125.882071	629.408102	258.784509	526.489213	486.501248	193.309124	266.401297	189.169682	115.435595
205772_s_at	38.65425	48.948624	32.659596	34.467514	35.460726	46.877581	36.207021	39.005209	33.146248	55.223584	36.43834
205773_at	36.006476	16.232075	35.026524	16.275486	32.989942	80.389789	27.383077	38.864153	18.909464	74.482118	41.353224
205774_at	32.730767	28.474478	33.042136	32.071082	33.24745	39.098795	39.267252	32.595009	30.534585	35.94001	30.034873
205775_at	42.946049	40.233548	52.708142	55.046648	63.239202	73.019528	96.863528	45.293633	66.261322	56.941717	36.51736
205776_at	33.087229	24.059455	30.511866	26.625059	26.395095	43.881453	32.010329	34.837052	28.441835	50.898711	26.034157
205777_at	32.572345	27.106908	32.816461	36.388018	36.706638	35.657035	36.196465	32.422415	32.377426	33.005493	27.778817
205778_at	30.041833	26.273055	24.960475	26.34431	23.225231	25.608107	24.463533	31.265963	28.141293	25.522173	38.678115
205779_at	28.089619	24.769149	24.318989	20.818927	22.27257	23.374708	23.080088	27.318742	22.927842	23.705939	32.555276
205780_at	32.347692	30.777556	38.473715	32.72521	37.970379	39.397883	35.526674	35.729309	38.571067	38.379251	36.384332
205781_at	23.643546	17.198346	22.504638	19.727104	23.191084	41.937943	27.862773	27.638338	21.848891	30.566592	28.593451
205782_at	36.411024	41.651675	35.415306	31.227973	28.194343	28.372313	30.239828	39.996829	34.026167	33.422963	40.038754
205783_at	21.266284	19.900076	18.653439	17.918054	17.833836	17.223217	17.336073	21.835025	18.575476	19.178538	24.490515
205784_x_at	26.574052	20.929222	24.968504	28.51935	30.38736	40.513	36.674578	25.368239	25.938409	29.895144	24.378569
205785_at	21.8517	16.675969	17.956519	17.316152	19.032818	24.229829	18.212955	21.625734	16.928129	22.745727	20.685274
205786_s_at	194.072507	43.644238	278.48184	87.816039	291.566109	431.806625	26.432516	493.741981	46.322342	517.612394	187.148275
205787_x_at	347.20612	116.21871	248.048122	326.845212	287.191321	475.951788	519.789336	443.445048	344.731541	369.39163	213.055129
205788_s_at	2728.021916	3657.838803	2451.474819	2285.338161	3186.791325	3600.99187	3509.391064	2655.256727	3453.860856	3201.347815	1704.632041
205789_at	211.48053	216.667784	305.477865	149.968587	284.387951	467.048192	90.636817	193.585013	152.237973	582.170196	184.151811
205790_at	59.26099	57.250862	73.404317	47.618902	58.491426	345.737694	83.458764	58.797692	46.741894	46.365467	46.066318
205791_x_at	30.148087	27.504051	28.856705	25.393648	25.190301	37.8468	32.476237	29.56093	27.880044	32.231348	34.316874
205792_at	35.290114	50.826833	31.485292	35.725892	32.975819	32.783984	32.999977	34.794322	37.834345	36.256792	44.172176
205793_x_at	31.974619	35.392304	32.828175	30.889338	29.649465	34.525909	33.307472	30.094435	30.660538	32.45628	29.037344
205794_s_at	27.192585	28.420005	29.12819	28.150126	26.800373	29.269414	29.133108	28.611011	28.505257	28.034697	27.029755
205795_at	44.415193	54.975233	59.901563	53.236042	51.717972	50.620809	51.877654	44.146175	51.812346	49.707505	32.5252
205796_at	74.89486	103.634945	75.506334	77.057179	71.870107	65.345541	62.628009	75.20325	91.843532	90.223672	84.661078
205797_s_at	31.454397	30.119927	26.090286	25.943254	25.152217	27.104879	28.180178	30.203074	27.969069	32.594347	36.819456
205798_at	63.405971	90.427052	72.438689	52.155586	50.488874	407.632405	50.92831	120.926665	53.226095	54.342069	59.377217
205799_s_at	60.01733	20.848844	42.178024	38.390455	28.938033	71.11294	67.325035	51.646646	45.88138	54.594313	38.697603
205800_at	35.200064	41.846097	35.65623	32.875527	36.630645	31.445971	31.909687	38.878675	37.392059	35.474136	42.19991
205801_s_at	199.055776	94.789631	136.109831	146.492425	138.154589	389.065078	101.649355	146.031242	112.637966	49.503613	74.839303
205802_at	26.592109	67.405131	33.623778	65.824582	42.766794	39.420683	434.491088	46.99005	250.290628	23.26038	27.908746
205803_s_at	26.532094	55.889231	39.76728	50.051586	62.977251	36.448498	336.605293	40.115559	193.03663	26.704579	28.958805
205804_s_at	99.986377	68.903702	134.070587	53.598431	118.986727	341.883939	83.683865	106.236784	60.585892	168.050591	61.464971
205805_s_at	46.628504	64.24666	57.819688	60.213853	57.098535	50.898539	53.635117	50.98149	54.297519	47.593082	66.003266
205806_at	37.414695	34.29042	38.707422	42.461844	38.28004	43.091462	40.951434	38.894046	40.041152	44.174468	31.761091
205807_s_at	50.957411	45.390338	41.544008	219.888916	67.938881	102.663837	139.943862	54.456858	49.462606	100.862726	45.221912
205808_at	43.226913	48.26496	39.203282	41.172539	35.004524	39.357665	43.202959	45.270236	44.642174	49.454364	42.170898
205809_s_at	188.435659	247.002327	154.172808	150.547799	571.406407	232.259553	338.667738	226.901257	203.5572	203.37306	235.09977
205810_s_at	164.74376	293.428841	287.447515	211.408147	160.988415	87.271306	122.135183	156.10126	240.153032	152.197427	235.32723
205811_at	130.096597	77.917329	178.682524	97.632955	178.146381	250.384685	294.515263	127.986291	272.31807	159.533886	96.253343
205812_s_at	65.769777	59.463612	83.133411	64.422025	104.107733	147.882274	123.393451	97.218343	118.757458	167.645573	63.911117
205813_s_at	27.906828	27.398163	32.058151	33.209741	33.528707	34.527203	35.819829	27.965248	32.382109	33.944917	25.131935
205814_at	98.146742	72.739598	121.191574	114.986874	104.17756	122.368198	128.887917	92.9287	101.359707	96.541027	63.99481
205815_at	26.887361	27.83829	25.065673	23.103225	25.235464	24.141643	24.076845	28.101306	25.276248	24.871738	32.008177
205816_at	35.506365	41.624143	36.208783	39.861005	31.886623	36.067049	37.721938	37.051659	35.212064	36.479268	32.975219
