	Lin-_1	Lin-_2	MNC_1	MNC_2
200854_at	1253.2973294167	1156.5638562133	1222.7972112542	1134.8262853019
200855_at	400.0204557903	405.4562805711	494.5933091593	534.7797847147
200856_x_at	329.0969114196	316.0225008579	469.0717495203	441.5275309306
200857_s_at	420.4665790694	428.1645881046	405.7348236458	424.9722905606
200858_s_at	18477.2002106384	17974.186905547	15292.9947868008	14106.0344141608
200859_x_at	1025.7518814253	987.4951082793	1944.1735559874	1693.0462354795
200860_s_at	3400.9318785301	3189.6724184983	2804.8887049396	2506.571424783
200861_at	1343.4734269893	1221.5078060145	1026.3620158019	899.1011027579
200862_at	950.47510114	906.7664446011	204.7461051716	228.83231279
200863_s_at	4265.2573529662	4026.0906356874	3815.2347627989	3381.9905598853
200864_s_at	359.9746620436	388.6544550485	338.0009150388	345.4238168948
200865_at	14.5908145265	12.0135800906	9.7868985742	12.385079642
200866_s_at	1165.0579472047	1097.9566242194	4533.1133373755	4168.9043602945
200867_at	1991.818997936	1813.560992446	1678.416947261	1453.900010898
200868_s_at	835.8294583066	800.0009012445	823.4835203003	803.8460639384
200869_at	18368.7661332568	17636.1965532084	12315.9628221365	11263.533848348
200870_at	3242.7870106192	3139.8333372383	1991.1758416768	1667.7333574263
200871_s_at	4349.0516447357	4073.6724473678	12420.6676275179	11696.6737435064
200872_at	2416.3002728943	2064.2898978425	5834.8156861006	4917.4968144754
200873_s_at	5448.157175888	5228.349648841	3080.0779288875	2686.8299260287
200874_s_at	942.4392146249	913.3967773568	348.3904250489	375.9603212176
200875_s_at	5858.0230240065	5540.9477977471	2730.2127554382	2421.3128321566
200876_s_at	4858.992934693	4912.29462357	3875.6827649463	3381.2210349753
200877_at	6971.3011570406	6863.8817415404	2581.4426116491	2317.3623364197
200878_at	103.5516187348	113.0235015458	162.7059856666	174.6637469566
200879_s_at	40.0712002683	37.1231492559	42.9817591416	41.1475783489
200880_at	1320.6277070068	1289.1116620317	852.1471001522	798.7009820895
200881_s_at	3346.1757225126	3024.015209442	2498.8267918794	2316.6642337818
200882_s_at	5884.2273585938	5247.3774165266	5083.96637004	4487.0356722659
200883_at	2753.9203673561	2824.460279316	1781.1171935739	1599.823905869
200884_at	316.3138159724	330.2110793066	107.0103881157	101.5076226755
200885_at	218.6102728308	215.6087754825	270.3720223768	272.1360993285
200886_s_at	2284.9093323911	2092.711610204	3101.0800344238	2750.9043073126
200887_s_at	700.9892611363	871.7247995921	1327.8531081692	1154.773980562
200888_s_at	19104.6489238438	18292.2903452888	16621.8842687164	15757.0970580238
200889_s_at	731.248012201	712.0833283623	780.8996453835	799.4733665711
200890_s_at	410.2522178648	385.7990427634	399.3844605459	407.3252672579
200891_s_at	5634.4129489445	5024.3160026085	5152.0956401774	4264.1685619473
200892_s_at	3437.6094517491	3233.6113010371	1498.8819602289	1407.4361179027
200893_at	5547.2177978118	4960.6902249999	3226.881276578	2751.7051861032
200894_s_at	979.7514492316	1008.5156586823	278.1860949029	324.4853934957
200895_s_at	3801.6200314264	3647.1738210281	1034.1113356602	916.9343212753
200896_x_at	3863.4135379701	3707.8086063934	2557.4408070995	2219.1286818767
200897_s_at	98.5441018937	119.3533198947	179.8146080595	152.7950093677
200898_s_at	1091.4597605702	1115.5588712913	2433.8373389629	2198.9867907933
200899_s_at	3324.6244022549	3343.8433818697	5390.1323229521	4528.4260403304
200900_s_at	382.1313981862	408.2226726559	306.2180430268	321.9315899024
200901_s_at	2267.4117704552	2094.9735240208	1848.2703802662	1624.1589289581
200902_at	3326.1066946276	3138.8612214396	3816.1759375077	3238.6105880854
200903_s_at	1762.5954580177	1842.9655891308	473.0723940226	496.9213585406
200904_at	8769.3533656455	7691.8263378856	16041.8154401781	14472.0927216586
200905_x_at	4761.5419663863	4337.6400362995	9983.9966371072	8770.1787242126
200906_s_at	81.5880382284	101.0554938953	100.4574515965	108.3366811726
200907_s_at	120.5470595557	134.298194058	168.2428508054	175.7157936723
200908_s_at	21148.3289718621	21694.6977141458	21552.3877777754	20588.8214965436
200909_s_at	22929.2339787805	22265.8382710313	20841.4275044424	19532.3494755412
200910_at	7704.5995607711	7482.0007093905	3211.8504427019	2988.1952898703
200911_s_at	1986.6096632623	1776.3278392561	2348.8079010341	2082.0343116507
200912_s_at	6542.551072098	6023.6451836932	5971.8921073045	5106.4611011771
200913_at	1109.6426764221	1043.1304270848	632.3098576109	636.3345939062
200914_x_at	128.7174453133	130.0477335317	93.6841454442	85.8811154321
200915_x_at	1495.9651966666	1579.8732227451	1047.7933332397	979.8561652695
200916_at	2569.6446807631	2435.2816465568	3780.6013005923	3257.4120844325
200917_s_at	78.1268068099	87.1431765825	77.3831904263	92.2179729836
200918_s_at	2812.8777223529	2459.1674322322	3093.5650406385	2520.4334007318
200919_at	563.0016264101	501.6381465386	1453.0039406663	1500.1816281312
200920_s_at	602.6387290209	623.0689423618	3374.394395606	3067.3637993216
200921_s_at	2228.1515523684	2039.9610709769	6819.3247704076	6087.0918605728
200922_at	365.1027900339	378.5870669653	283.23138778	286.7618034458
200923_at	201.3690584344	211.6330284685	208.0425551738	221.0274245698
200924_s_at	346.1717102643	369.910701947	310.891332224	350.362747356
200925_at	2784.3447003256	2408.8226435755	2229.2729591192	1949.321380672
200926_at	20359.6756817802	19886.0824672896	17909.8987886764	16611.9286304403
200927_s_at	945.8224268662	851.3867839064	1025.1551148961	923.8436496656
200928_s_at	101.7318077462	105.2736583785	97.3709682002	108.2827305231
200929_at	538.8175836362	510.7425108938	477.6403073142	457.6068059635
200930_s_at	37.0171980273	45.6768541165	52.8484566542	36.8786260354
200931_s_at	3847.9837864033	3410.0961739153	4322.3743298526	3595.1722575983
200932_s_at	1416.3146638729	1315.3801540033	1035.236333935	888.1822111254
200933_x_at	20370.27908108	19726.5986586376	18623.901203862	17680.7162402272
200934_at	4725.5796048733	4640.9840499263	4092.6373905971	3398.1481682695
200935_at	123.4367990825	135.0390184329	90.5633347233	109.3280954054
200936_at	14649.2069200262	13836.149066019	10758.5656475066	9821.838249218
200937_s_at	21298.5980161994	21202.1885371519	16397.4056223322	14926.3210379252
200938_s_at	49.0474768052	54.405925948	58.5977596283	55.1918251086
200939_s_at	46.5628482066	40.1986569375	54.672387222	68.1494132334
200940_s_at	5103.8606591312	4849.1882981909	6205.0932090535	5094.9633441753
200941_at	3747.05627198	3439.0082530763	2720.2648719193	2467.6207237746
200942_s_at	1538.464164665	1442.6561549571	1278.4801372739	1250.9152665173
200943_at	6357.5020544907	5950.4766973207	5134.6138069384	4212.102612131
200944_s_at	9660.8024873458	9725.1994247631	7726.3395130384	6438.0136399889
200945_s_at	1525.071806594	1475.653920573	1269.0288402789	1134.3618597078
200946_x_at	355.0597868705	353.241019574	306.6373655251	322.602806938
200947_s_at	1433.2312659401	1358.6794799762	1251.0621544091	1156.4881000844
200948_at	473.4377024627	474.2996359505	419.0580611636	413.7485012354
200949_x_at	20927.3293945432	20227.5507462971	17950.3688951006	16901.8443601219
200950_at	917.7370235042	832.6577340003	766.8951255213	713.4018715443
200951_s_at	262.2438673669	235.4594742815	143.7880647907	162.8747564186
200952_s_at	54.6451697262	64.815053147	46.9639863519	42.4151112484
200953_s_at	7749.766845133	7528.2237857929	6431.875505555	5401.1597388511
200954_at	381.0652559151	362.3475482983	662.2333143841	660.6109625445
200955_at	2136.8685399424	1865.8399286933	1097.7870628315	1114.9660424131
200956_s_at	2511.4115055052	2424.6674367526	726.7191028444	759.4193940483
200957_s_at	1947.0546090628	1829.995490117	771.9094806048	772.4006078518
200958_s_at	2244.8469576802	2468.9170166043	7759.4718080709	6931.3078229449
200959_at	4594.3876345511	4442.3983085692	3754.7851040709	3236.2883013732
200960_x_at	1479.5039323234	1371.7306377702	988.7621525546	936.8528278571
200961_at	4285.3692658608	3811.0459562777	4497.0233947919	3760.6390190201
200962_at	319.8246142369	351.4399712196	200.2429207184	204.9446193686
200963_x_at	25341.6032775581	24663.76666014	21766.1601938028	20587.5316353611
200964_at	5109.6283046171	4597.0099905785	3939.5136683053	3549.9669928534
200965_s_at	7054.0354403576	6709.1772902363	8581.2773368651	7443.8597115921
200966_x_at	7444.3603133551	7331.9801422373	9706.1476062576	9005.4176578899
200967_at	4383.2298951692	4055.9707983466	3165.6858712056	2883.9677843063
200968_s_at	2678.1203943882	2539.0317641999	1810.1929574468	1723.1597273939
200969_at	1975.3226474656	1838.5104346694	1505.2267004993	1309.0080368779
200970_s_at	552.7276327202	546.3407086194	554.0225217753	533.1950323815
200971_s_at	2556.7014725768	2255.2894795064	2684.8978613664	2340.0953684487
200972_at	2252.24389031	2134.8916367751	687.8122383538	691.1624376457
200973_s_at	1206.4196548256	1127.7850380343	405.0995586336	417.3397093617
200974_at	176.5159006326	169.9524982533	177.7846215182	195.7263358002
200975_at	2089.9285175006	2126.5420263878	3465.7744546827	3112.7940671629
200976_s_at	1081.3842947626	942.4071832722	1900.8661382788	1726.1978357773
200977_s_at	1158.012245188	1148.5881650743	2637.7171461773	2247.9233443797
200978_at	1603.3944916172	1702.7154935773	1006.1166674509	950.1969882046
200979_at	298.7888743043	317.3312425814	198.9173694217	213.0315773471
200980_s_at	3420.2998068358	3253.6841978456	1886.823103733	1733.9018481527
200981_x_at	10343.7127919268	9849.2290072841	9028.8108110121	8213.6739529053
200982_s_at	2134.7409779509	1981.6472508836	2787.9955848063	2597.3378199038
200983_x_at	719.5754448053	738.8984602139	925.0832974122	812.1638600513
200984_s_at	470.1094296403	537.7418190427	522.2238412754	496.1831441666
200985_s_at	3348.9233274801	3130.0585353718	2603.42523655	2261.1415923452
200986_at	543.7016081008	560.0941502189	138.1923601518	151.6543983654
200987_x_at	446.5166052412	422.9936988274	440.3752602983	438.311111093
200988_s_at	335.8237399507	345.228620819	315.1702393859	318.4160144782
200989_at	3127.3264607165	2989.3505395418	4674.945116745	3682.0358487678
200990_at	2180.9902627426	1957.6142528366	695.6991047716	691.7126477924
200991_s_at	787.1248120551	770.8786290159	728.473139899	752.0946115104
200992_at	1014.4000650767	999.4608782487	448.7143017035	436.5320210523
200993_at	788.4990486041	716.0158824325	333.7860618852	383.2604029949
200994_at	501.8102559002	530.5894042261	271.017418707	289.8219025361
200995_at	2178.5543665846	2054.4392260593	1091.3714489449	1055.7941451113
200996_at	3045.1879361851	2951.0427520737	6137.4422197314	4983.2429195575
200997_at	603.7966564234	584.7389539289	513.9831959458	506.4637047763
200998_s_at	101.8267146375	98.1457998279	683.0520832351	624.0764208246
200999_s_at	527.6186478368	570.0671891453	5592.086314671	4777.6148094749
201000_at	1083.0971742281	1054.5914352903	488.1965809287	525.4323836187
201001_s_at	1247.6949250035	1092.093181309	1081.1624480234	938.5712968276
201002_s_at	3310.3929148042	3153.9208655647	2990.6164583508	2580.0945436263
201003_x_at	213.7190146797	258.3495332616	408.9505123252	448.1420348839
201004_at	6056.78135045	5590.0946270274	4053.8503096615	3569.6017034371
201005_at	340.540629222	330.9751870903	618.798983401	653.0108031454
201006_at	71.8567398008	84.2332544215	69.180909066	79.5853744908
201007_at	3044.1364555593	2744.0373500662	2401.7947727999	2101.4440320817
201008_s_at	951.1853194896	973.0057799549	5507.1793862697	4873.2343407886
201009_s_at	1765.5099682979	1599.907598771	7860.4963413183	7009.1392082946
201010_s_at	3694.2987225637	3297.9192879422	11252.7408877399	10943.6815962314
201011_at	672.9481931099	733.8928946538	706.1545994864	671.5515565923
201012_at	2257.648164602	2043.5268078172	6494.4162053957	5731.5051576092
201013_s_at	1731.6819931709	1675.1514786796	371.7977584279	373.926784765
201014_s_at	2794.9801970347	2490.4756970038	388.8644591094	432.659058111
201015_s_at	472.1054945383	484.4044363418	145.7067648555	157.4442697895
201016_at	995.5917147931	941.996522984	487.5139992966	440.7151936439
201017_at	472.7724119912	472.720678639	225.1476158173	249.2747959636
201018_at	983.3516529793	878.5155424522	433.0222686732	439.3823284
201019_s_at	626.4229013389	642.6829446712	286.4936667801	289.0519903719
201020_at	335.2950198169	357.5042050625	326.7865637583	386.0094533499
201021_s_at	609.9393496683	583.964887731	436.3664882172	417.445294143
201022_s_at	5188.0907652112	4831.5072649426	2783.1333498364	2398.3737073659
201023_at	1326.883486056	1259.1973509884	1531.0356236361	1311.4475130583
201024_x_at	1895.8549043286	1782.1937010462	719.1065661331	764.9001634489
201025_at	276.4046088088	290.3636052204	136.0743283651	165.22154209
201026_at	347.5924556581	295.6663844759	179.5462860301	186.3542101061
201027_s_at	1088.2474789198	1040.6308826405	472.4675343242	493.4037543042
201028_s_at	4584.5736105691	4393.8080063953	2133.0787715782	1947.3468192085
201029_s_at	6416.8130296616	6099.6685031488	3591.6457869423	3152.6344740881
201030_x_at	16592.634649321	16080.907802881	9867.8702389542	8921.6941424035
201031_s_at	9333.554110324	8569.236798442	9236.371059497	7762.5221785929
201032_at	4432.6512498236	4193.6814325533	5430.2176594262	4646.83548196
201033_x_at	19149.5579879541	18325.4604803422	12542.2462250461	11221.6099059558
201034_at	3444.1277077285	3378.9519777286	8229.3671536151	7000.4694757002
201035_s_at	1498.3969910082	1473.1457178716	424.1875966062	411.2973248934
201036_s_at	1907.6255213014	1812.6222117403	522.1285798364	532.5686646114
201037_at	2067.5700995686	1894.4933981138	855.1956686194	819.426175701
201038_s_at	2416.2068340474	2056.9524630885	2434.0463592074	2107.1242097398
201039_s_at	642.5089955074	627.3719208282	595.1884105068	650.295337982
201040_at	914.300093364	840.31031151	2149.0799003246	1735.1761072687
201041_s_at	2073.3868677041	2184.7904931533	8702.5472521754	7864.1653832405
201042_at	160.0074220612	172.3246437499	117.8280595626	160.3501951976
201043_s_at	1659.353229854	1528.4452521224	1548.1663268637	1485.0796964945
201044_x_at	85.0375923652	97.1097754961	151.0726114744	128.9760201794
201045_s_at	110.8172595981	109.2001125232	128.8721111727	109.7233664848
201046_s_at	570.2327384245	596.8843982128	536.9102932159	545.884489003
201047_x_at	2493.334033377	2234.1345243701	3412.9559230918	2921.6255062923
201048_x_at	68.3545352516	76.7541184535	85.3468985348	108.9179377399
201049_s_at	20661.6986716338	19539.4740034136	18315.7396860077	17533.488043566
201050_at	168.5910606325	150.6494569625	146.1160129703	178.7591056444
201051_at	4844.7835085884	4594.1207766799	4746.4528795568	4081.5802127229
201052_s_at	840.5891547515	820.7018258445	822.3627117218	784.008678696
201053_s_at	2010.5133763788	1810.2554041753	1635.1135250571	1295.7028389141
201054_at	8179.6637559321	7417.2192181198	4310.5494143887	3620.0710339145
201055_s_at	806.16791875	748.8005205714	607.6893420465	590.9996943979
201056_at	271.7471347457	250.8826893526	182.8106346311	206.1274740778
201057_s_at	644.488721843	677.6216818182	540.5515342707	562.888312385
201058_s_at	716.8109804323	692.8094058293	439.2822497746	455.381107533
201059_at	483.0169180184	461.5761328159	280.9597488472	327.149229235
201060_x_at	2100.1235704727	2269.1291300983	4313.2758864789	3714.4306643429
201061_s_at	3686.184733335	3581.8410347323	6544.1020186959	5473.1091139604
201062_at	21.5687423382	23.032135842	23.7820287667	26.0838851723
201063_at	2281.8619924033	2091.9046689607	771.5950918926	777.7812910576
201064_s_at	1140.3845575909	1149.4822306121	488.7084934731	516.1707373073
201065_s_at	4179.4595941824	3734.2317923128	4053.696477624	3429.9076611467
201066_at	783.8265174275	731.7976852186	475.4830955286	482.8336915967
201067_at	94.7608226303	103.7450765743	62.5821039958	72.4828218919
201068_s_at	2705.7057759522	2747.8560026948	1858.2492070541	1759.2614526027
201069_at	80.598037672	85.6928339799	61.7763698068	62.4504667618
201070_x_at	1704.6606074871	1517.7346267846	2147.6176628688	1913.464791466
201071_x_at	3587.4709710723	3431.5016616439	4608.6487184067	4056.4861322358
201072_s_at	338.9743825981	359.5102258134	199.5896630393	211.4945037263
201073_s_at	192.6761437918	240.3147017921	135.3445055052	135.1757887093
201074_at	2082.9311721639	1840.9816843521	1147.0647773599	1049.8412580535
201075_s_at	830.8112928821	768.6863171047	420.0831281452	430.4373770742
201076_at	4284.5680335464	3963.0456279712	1987.6351512859	1815.6676561016
201077_s_at	5292.8477626986	5055.8482954671	2142.2769241394	1921.4825206582
201078_at	752.815725825	704.3200372612	1186.3128073718	1079.8382402984
201079_at	1271.7494759021	1144.4451332249	1183.2414418777	1089.7073570547
201080_at	986.9235304128	869.2092184355	427.3566474759	464.0541775041
201081_s_at	105.8940578782	117.3330244471	99.6121912058	85.9051183451
201082_s_at	900.2239953717	846.4689081265	618.3715396457	597.0493832737
201083_s_at	248.5939002404	260.0408345625	207.4553485735	231.0029059082
201084_s_at	1667.2545745646	1746.2972825958	1216.8382735949	1108.0495781648
