	GSM819140	GSM819141	GSM819142	GSM819152	GSM819153	GSM819154
10438572	5.352662599	5.320370215	5.188036481	5.867826678	5.407634358	5.465360623
10438575	2.298344651	2.126944274	2.272864207	2.476393841	2.733375841	2.276348632
10438585	7.099064595	7.091125128	7.316850178	4.612723328	4.181979487	4.170151115
10438592	2.047873923	2.0558615	1.971779879	1.818447676	1.915625093	1.932877571
10438603	2.509917202	2.496288314	2.626345582	2.819391005	3.151034324	2.768652028
10438621	8.585284227	8.83271857	8.615897853	8.929290569	8.857069311	9.221019976
10438626	2.327620207	2.203033943	2.095019099	1.931902006	2.337308872	2.162612046
10438639	2.147572423	2.184050227	2.062345946	2.114196812	2.011700902	2.371522506
10438668	2.939959068	6.034716408	3.791520914	2.716684719	4.743568445	3.30430782
10438672	3.95719072	3.928118855	4.042073139	4.264834787	3.943165468	3.942272878
10438681	2.677095786	2.611157559	2.457459997	2.665978081	2.574956971	2.614963672
10438690	6.039827597	5.847747649	6.550549336	5.690987328	6.789985375	5.254171657
10438702	2.06755109	2.232535488	2.463928234	2.329960583	2.185542977	2.965992974
10438708	2.176958181	2.416670625	2.041925934	2.207631362	2.212921657	2.012841047
10438726	1.917842406	1.988249888	1.565522438	1.769646485	2.124145125	2.098776919
10438730	3.153768494	3.214150879	3.104905788	2.983049189	3.10073314	3.674439327
10438733	2.456914028	2.705274007	2.531199177	2.457809781	2.233525465	2.454363805
10438738	2.06941559	2.196515854	2.125531628	2.01792087	2.350444775	2.115409551
10438753	2.741165714	2.617414873	2.354899027	2.199704088	2.412542952	2.457414372
10438769	2.130774551	2.180437766	2.286923664	2.416311365	2.309891544	2.020693016
10438778	2.331302724	2.291175314	2.105414172	2.377010007	2.331302724	2.055328396
10438784	2.028549497	1.871087917	2.457459997	2.197697142	1.775830586	2.032756699
10438791	1.977201846	2.09044646	2.055253531	2.106640229	2.171915715	2.278325268
10438801	4.786777027	4.551641182	4.983311348	3.195265261	3.709980297	3.188884872
10438815	3.166973814	3.172469955	3.007210812	3.219487282	3.595443669	3.333027004
10438822	2.102424614	2.354020508	2.430051641	2.463248298	2.839385304	2.615528479
10438854	2.065942091	2.167594307	2.351076018	2.512472603	2.020146806	2.096540489
10438889	2.574628738	2.643481657	2.851437472	2.559319713	2.78272263	2.588116078
10438891	2.044218342	2.053445612	2.238285839	2.87504455	2.316379962	4.123062102
10438899	2.195151573	2.079856456	2.203686355	2.286117877	2.216550827	2.195151573
10438904	2.20567048	2.374426632	2.207237076	2.20567048	2.420928183	2.376168163
10438907	2.724553235	2.724553235	2.717134591	2.724553235	2.724553235	2.76471497
10438909	2.443798255	3.268373312	2.723166617	2.271393774	2.302158798	2.078892545
10438942	2.872139311	2.975011545	2.703009727	3.223854927	3.023378585	2.975148784
10438959	4.214103068	4.020729961	3.725616664	4.045808177	3.679368356	3.013249542
10438975	3.068744437	3.18245197	3.17575987	3.486672706	3.596049932	2.922016811
10438980	2.014810905	2.096258151	2.15567551	2.142894792	1.994973123	2.428698865
10439005	5.388821063	5.201920034	4.796588183	4.796588183	4.02088347	4.0475453
10439009	2.089002265	2.084071227	1.960682828	2.081669152	1.992618892	2.267973296
10439018	7.343074865	6.863853461	7.187766967	7.55956039	7.182209934	5.775443526
10439021	3.940631142	2.796676322	3.353339695	4.013463822	3.50403418	3.490183104
10439032	4.414172077	3.447336939	3.409860859	4.305279003	4.376464092	4.048193877
10439049	7.701278969	7.417371062	7.521000941	6.644123646	6.907965162	6.990499121
10439058	2.828927393	2.578876669	3.008523756	2.869682093	2.984597053	2.73186499
10439063	4.196295104	4.173203167	4.51259645	4.128745869	3.947207642	3.901292818
10439068	1.984904188	1.801034699	2.085092705	2.143733916	1.975263928	2.60310272
10439084	2.977088901	2.895970783	3.019400058	3.482035394	3.505356738	3.491629106
10439087	2.10879531	2.506727381	2.575676617	2.587080669	2.29053609	2.612912957
10439092	2.923023559	2.730935784	2.9662925	2.936581289	2.586457953	2.525385755
10439114	1.758790901	1.660979077	1.604147703	2.214693781	2.316871189	1.836842586
10439130	3.246365488	4.728620747	5.343676096	5.565385483	5.126484961	4.091908608
10439138	2.363602806	2.433464349	2.366875621	2.424164901	2.481777771	2.660550515
10439208	3.691264259	4.194968594	5.674134429	5.268522362	5.309496766	6.798301877
10439218	5.554276044	5.475983978	4.315930413	4.147916332	4.022049125	6.588183491
10439237	7.754211258	7.710721564	7.901824569	7.089005881	7.117441248	7.022854435
10439239	6.685467023	5.27546328	5.457132913	5.84593911	6.000483392	4.178936356
10439249	2.020002486	2.418081765	2.218430386	2.271239466	2.216968004	2.296543175
10439268	1.73458499	1.743988719	2.31015888	2.089022472	2.083726768	2.071182837
10439276	7.587372345	7.318850209	7.145312898	7.220411364	7.14395332	8.192160281
10439282	2.854223828	1.949522707	1.746534594	2.202939851	2.588116078	2.338385821
10439285	1.963956747	1.819929895	2.695195486	2.03851002	2.193753111	2.242252917
10439289	1.780608832	2.142524472	1.767994529	1.822389872	2.083391026	1.744801519
10439292	2.220082567	3.13585376	2.595490797	2.347529192	2.650854032	2.806649855
10439296	1.804420716	1.564353075	1.468306069	1.788205893	1.652247519	1.908023626
10439299	1.829148688	1.557863493	1.538904791	1.66190257	2.16449054	1.647297443
10439303	2.03990852	2.0507563	2.266714912	2.330732344	2.303556367	2.302758439
10439312	1.991665259	2.132444672	1.903527444	1.886211132	1.892936038	2.124093682
10439321	3.059663033	2.461207757	2.489610528	2.778320016	2.230457645	2.723059416
10439346	2.341619329	2.624267634	2.48521308	2.222362261	3.171588316	2.507589985
10439357	3.818110802	3.39775093	3.327979403	3.623728907	3.800524803	3.795648122
10439362	2.427665648	2.504596795	3.073675826	2.217089003	2.363749774	2.533058434
10439392	3.178736658	3.341901786	3.127006586	2.762770448	3.097177325	2.9368897
10439398	7.705786771	7.774497932	7.924575741	7.206501195	7.313765643	6.557385551
10439404	2.386226907	2.632355539	2.200551987	2.458313476	2.428754392	2.08332057
10439409	1.759837712	1.976647656	1.670549969	2.590141765	1.883437087	1.900794064
10439411	2.14257718	2.118540791	2.159269336	2.239615868	2.246150994	2.399630806
10439424	2.020851279	1.975870463	2.0800481	2.140296713	1.994259143	1.841233531
10439442	2.332021838	2.244411352	2.442507013	2.35001407	2.266399028	2.651968723
10439455	6.235704989	6.0716321	5.657796466	5.728843707	5.494682271	4.571428581
10439463	3.655341442	3.261917811	3.461263534	3.774444671	3.78958074	3.615218778
10439471	2.225150862	2.58136821	2.42652455	2.099125057	2.078709349	1.851033783
10439483	2.450968345	2.327298406	2.753241364	3.079330559	3.110284034	3.027001269
10439500	2.14086688	2.179513819	2.295991986	2.19953353	3.695639634	2.211434352
10439509	1.988201255	2.423534384	2.388085572	2.502176868	2.566348609	2.03475204
10439514	3.916390659	3.884781151	3.848516739	4.512326522	4.793491666	4.257192974
10439520	1.967982296	2.10447855	2.172314471	2.131479233	2.326426444	2.225549594
10439523	2.204145241	2.392591725	2.073380505	2.184962614	1.890767429	2.166625642
10439527	2.747254631	2.422348165	2.860293633	2.676408461	2.615952498	2.679603918
10439532	2.121947578	1.804985386	1.914683392	2.215974887	2.475841226	2.058216743
10439542	2.220648823	2.302746504	2.430083941	2.61973342	2.639041105	2.395438725
10439547	2.344583666	2.503113956	2.422772197	2.241501544	2.325571774	2.310136659
10439566	5.015381033	4.775322436	5.159945022	4.796264935	4.88370357	4.421728836
10439583	3.074711594	3.111440517	3.122938586	3.25715571	3.072928301	2.989336381
10439612	2.166599507	2.460149127	2.43637829	2.479005322	2.290043671	2.774594063
10439634	2.367494184	2.706734109	2.545666877	2.371969882	2.320156834	2.127215592
10439642	3.756374419	4.289681745	4.487245512	3.34340284	3.258428975	3.384548778
10439651	2.599098737	2.498118079	2.866642877	2.498118079	1.981169647	2.527341495
10439660	2.171777375	2.008345949	1.76373601	1.813986816	1.838176797	1.956145338
10439667	2.07123141	2.194370881	2.092246109	2.109991034	2.450624503	2.669767296
10439675	2.179285107	2.407192857	2.139684982	1.983550974	2.074790552	2.020163548
10439695	9.350617671	9.283947167	9.040315868	6.417410869	5.868556444	4.003190195
10439701	5.558908446	5.572136184	5.360025173	5.32449229	5.65760982	3.392154104
10439710	2.369780945	2.557210367	2.311013596	2.437304153	2.798108327	2.926210521
10439732	3.143003391	2.37834044	2.742085603	2.387046262	2.415040963	2.276445462
10439744	2.007868927	2.256191821	2.101392423	2.285246249	2.068591145	2.034627525
10439766	2.790013946	3.873992166	3.162186729	3.310595209	2.935295431	2.948337517
10439780	2.718046833	2.094416603	2.10483358	2.82930146	2.846446953	2.428293708
10439790	1.736121661	1.763306254	1.76986136	1.60351843	1.872946798	1.810749118
10439798	3.056309853	2.632355539	2.290285998	2.109817762	2.089590098	2.586095913
10439845	2.102390888	1.798115199	2.161972523	1.933594968	1.897920547	1.759149282
10439848	3.695766183	3.517113631	3.996136217	4.739047135	6.842706425	4.272881889
10439854	3.025851797	2.688174388	2.801159984	2.105663715	2.454976367	2.129351425
10439874	2.429447914	2.411921781	2.366885277	2.431906267	3.434837631	2.797105794
10439881	2.837717584	3.320725889	2.521100828	2.445034584	2.535770918	2.974047903
10439891	6.300104376	6.372459437	6.475922156	6.257541325	6.190372255	5.833163927
10439895	2.238668202	2.442878537	2.279006095	2.517689612	2.389848453	2.493183658
10439917	2.745247381	2.598647922	2.415122677	2.262704355	2.154105856	2.679495492
10439936	2.916649067	2.807814811	2.58103394	2.743179266	3.006565944	2.877790312
10439955	2.960510679	2.987894325	2.826332128	2.578284395	2.807702517	2.918176101
10439960	2.08526208	2.363041665	1.999234237	2.244814666	1.916780737	2.081692604
10439976	2.489702777	2.555694821	3.469071671	3.909024469	2.492780669	2.788855866
10439980	5.831728979	5.864141701	6.180661922	6.151666138	6.181622692	6.129107067
10439985	5.250955424	5.21830765	5.449347867	5.121767642	4.404859686	4.651836937
10439991	5.543044109	4.487317581	4.895926178	5.270298378	4.279379799	4.419694175
10440002	2.352010997	1.890146811	2.035214444	1.961016487	2.118103421	2.118189971
10440019	2.549002236	2.953548817	2.406442662	2.733098211	3.044594565	3.508015109
10440028	1.838527833	1.937176281	2.045755644	1.937176281	2.193127285	1.94390885
10440037	7.428581247	6.546373929	5.951459663	7.135660829	6.733824831	5.707986033
10440050	3.108399932	3.367843005	3.188218823	3.909850258	3.761066656	3.416652604
10440070	2.204156843	1.910219474	1.672933508	1.717086017	1.899045383	2.054649729
10440077	5.354879773	5.236312946	4.479738924	5.405829292	5.354548312	4.20891793
10440091	3.343147836	3.012622997	2.738262717	3.255130624	2.851691316	3.225318676
10440099	4.277797862	4.547412106	4.373455737	3.144824215	3.46834583	3.078422284
10440120	1.969535594	1.882761732	1.934844158	1.870616459	1.899621823	1.820737429
10440125	1.842962463	1.831940806	1.909282129	1.988352665	1.809765755	2.230020505
10440131	2.042443159	2.208679856	2.284834432	2.260874959	2.136646093	2.981987401
10440134	1.914142492	1.928295973	2.068461237	1.905163602	1.851582568	2.112239699
10440136	2.201906939	2.632355539	2.131827974	1.936809523	4.401628699	3.097907099
10440138	1.857556903	1.700026482	1.566032986	1.802432399	1.594158337	1.670776644
10440141	1.888090619	1.855670717	1.55310991	1.569160899	1.470883725	1.750340706
10440143	1.761969877	2.06150885	2.442136674	1.513398893	1.430311944	1.775159658
10440145	1.86294843	2.590794062	2.276230425	3.958387654	2.055037595	1.707789212
10440147	1.638662851	1.858187072	1.527869116	1.581850532	1.548153682	1.577203911
10440149	2.289284498	2.380078381	2.310918425	2.184737347	2.091504612	4.731086344
10440151	2.195151573	2.154087294	1.887210533	3.260324086	2.668734791	1.788542605
10440156	1.727644972	1.740449734	1.554406892	1.574949554	1.6703704	1.745039806
10440158	1.576128183	1.512888401	1.398767757	1.893226914	1.728134349	2.359831706
10440160	1.60275784	1.458297124	1.664906119	1.793868009	2.568590075	1.675437327
10440162	1.884382009	3.287730654	2.039973653	1.521094695	2.041782016	1.746662546
10440164	1.850856537	2.37515807	1.793663804	2.003539526	1.957138459	1.997715467
10440166	1.630739617	1.613699611	1.613699611	1.711835613	1.764783336	1.533306043
10440168	3.639783269	2.526196175	2.623868656	2.678479911	2.846669283	2.741294587
10440170	2.611258273	1.828248048	1.848572979	1.542881588	2.760165844	2.194272146
10440172	2.361694062	1.60507946	2.165408498	1.834445073	3.243526621	1.852121367
10440174	2.06267658	2.220053779	1.891629976	2.614798227	2.40949076	2.043203117
10440176	2.720822124	2.880787063	2.923170325	2.396827907	2.986041051	3.823300494
10440178	2.478334251	2.156683057	1.833038505	2.312397102	2.593412937	1.870880134
10440180	2.448036011	2.769304883	2.326402523	2.339537551	2.935024861	2.305837261
10440182	1.618629373	2.42638485	2.204883074	1.875428076	3.166194416	2.189544698
10440184	1.920647772	1.960913777	1.873426968	1.810988139	2.435821508	2.281013696
10440186	2.032651246	2.240022208	2.154390435	3.57160625	3.789898194	2.845677244
10440206	6.896943279	6.609912339	6.594864668	8.978057252	9.140431539	8.331910525
10440216	2.138826222	2.031283998	2.0667399	1.985060726	2.034626534	2.181394093
10440238	2.220967797	2.274519155	2.205160556	2.30413949	2.426540928	2.329235255
10440246	2.977357115	2.324035667	2.271889663	2.565289169	2.272373604	2.436723375
10440258	2.082549972	2.399481693	2.138562929	2.748708199	2.160973988	2.279877312
10440279	2.048127721	2.184070096	2.240149422	2.209720694	2.088518193	2.184070096
10440284	5.830452878	5.912524689	6.021814732	5.673478478	5.641322454	5.277684225
10440288	4.879757461	4.969199449	4.909730551	5.190874598	5.258419351	5.356677193
10440292	2.095857575	2.479413968	2.262768795	2.487833767	2.429974394	2.355730466
10440302	2.604693691	2.47554653	2.413651018	2.569022952	2.824479704	2.415696235
10440307	3.956292017	3.964361375	3.81183748	4.198403829	3.832051425	3.933506583
10440314	3.407192581	3.113127976	2.930451103	3.611666233	3.726488453	3.126417545
10440329	1.639535078	1.636025834	1.554110498	1.690902166	1.863397307	1.74233984
10440333	2.018764782	2.177741472	1.916722684	2.029106211	2.461971249	2.304244703
10440338	1.874247432	1.998745665	1.881272295	2.104610801	2.250006614	2.61187102
10440344	3.16204081	3.155759979	3.127616501	2.632355539	3.016044426	2.806068102
10440376	1.977847811	2.103214561	1.977847811	1.977847811	2.277657352	1.900520586
10440388	5.028633093	3.31503238	3.245952269	2.927536956	2.565934201	3.487047928
10440393	2.485185406	2.744657861	2.324402471	3.570176706	3.573353976	3.323889857
10440406	3.912713232	3.587713904	4.016107967	4.473168004	4.226070928	3.838915528
10440414	6.129044744	6.271649067	6.384280907	5.357254024	5.777961311	5.851513808
10440417	1.906821787	1.953792641	2.149203109	2.466035929	2.163715663	2.610495113
10440419	5.269907351	5.560877352	5.498021743	5.655852108	4.083439343	6.644561838
10440427	2.433998662	2.093070312	2.74556005	6.058329127	5.063778041	4.040173187
10440433	2.154683124	2.085092705	2.085092705	2.060443122	2.088898818	2.406275764
10440463	5.156648849	5.151674937	5.013878487	4.857744521	5.050661514	5.353597762
10440467	10.17149314	10.17786711	10.2518962	10.24863534	10.12911409	10.33881907
10440469	2.473578683	3.007443697	2.879424932	2.89952899	3.493680917	3.126898572
10440471	5.735005276	6.492175295	6.672588637	6.570774918	7.033062276	6.722245461
10440483	10.17997456	9.980365288	10.10907981	10.16250777	10.08989562	9.460274933
10440488	1.717183974	2.349188615	1.795654633	1.887940204	1.635645019	1.964544465
10440491	7.36490818	6.864005999	7.080430376	5.06865266	4.656166713	4.76026698
10440513	2.016717026	2.198595294	2.229104373	2.284621601	2.441863713	2.251856016
10440522	2.718424851	2.740038563	2.753709527	2.4879599	2.563717128	2.673315959
10440534	1.977949402	2.783057456	2.09128758	2.078741514	1.934773945	2.488537101
10440543	5.215863436	4.929945619	5.538072134	4.044495774	4.279419648	5.365870458
10440593	3.57719389	3.774176713	3.981222518	3.664987175	3.657930957	3.20470666
10440600	8.822603822	9.081364075	8.873350698	8.970631929	8.511446329	8.677475504
10440621	1.808120125	2.671466065	1.943743184	2.592081498	2.193036482	2.835592575
10440643	2.502448373	2.277934022	2.603147621	2.470697193	2.583300274	2.906355425
10440647	2.630068116	2.05593019	2.138026232	2.057147334	2.262136064	2.147743016
10440651	2.250783841	2.085092705	2.347759794	2.085092705	2.21673525	2.53524328
10440655	2.708292306	2.549909983	2.638703846	2.689432698	2.654280648	2.480097461
10440657	2.15147454	2.058280059	2.207801683	2.283704534	2.806167741	2.144186839
10440664	2.320735904	3.448599964	2.401129472	2.286999091	2.320735904	1.90816758
10440666	1.556792705	1.517022406	1.656640335	1.996660567	1.839611922	1.885741348
10440669	1.636788556	1.625867713	1.461765943	1.742812491	1.76093954	1.795828152
10440673	4.011132048	2.393627925	2.253788411	2.577747905	3.24934579	4.84960587
10440677	1.885469578	1.863655754	1.827669536	2.164857547	2.099770504	2.512117443
10440681	3.369592442	2.980447587	2.851469429	6.138747971	3.505550838	3.466280931
10440685	2.019732039	1.851785461	1.994022767	2.472287609	2.171539065	2.95871219
10440690	5.240289127	5.291137454	5.461852135	5.57077504	5.374821987	6.134153115
10440694	1.597791032	1.645489723	1.715305319	1.712959504	1.780261017	1.754341711
10440698	1.593297894	1.540319137	1.756690643	1.688975617	1.844869704	1.908093579
10440704	2.342664847	2.767689664	2.475357626	2.911889553	2.558596685	2.411985809
10440708	5.720150739	5.837344733	5.921081868	6.241885969	5.972927125	6.260464658
10440711	2.083609863	2.181254954	1.965800512	1.780624511	2.005815424	2.385564516
10440713	2.025164214	1.96995183	1.865612501	2.007999392	2.184782628	2.237157573
10440721	3.144997002	2.791497379	2.863156109	2.720763355	2.990319311	3.190945359
10440724	1.987214053	1.738233596	1.936478864	1.86775319	1.883680123	2.118752384
10440727	2.814875238	2.904909531	3.037207838	3.101329423	2.619411611	3.090137551
10440729	2.359211481	2.328611544	2.507065328	2.388164615	2.703646954	2.507065328
10440731	2.915206458	3.162970515	3.345676956	3.26391772	3.607770771	3.345676956
10440734	2.604898406	2.734723715	2.609958939	2.50550846	2.441557802	2.723390158
10440738	2.224882707	2.203173374	2.215088629	2.433434141	2.297557912	2.353626528
10440770	2.112162181	1.942133195	2.051189681	2.176581338	2.270964132	2.337905882
10440794	2.413618793	2.554393645	2.431045071	2.079560388	2.534609103	2.279643143
10440800	2.742545629	2.554011526	2.686373693	2.513513625	2.854064839	2.54641443
10440840	7.530443797	7.118502905	7.237477213	7.747054338	7.46800969	6.520884674
10440849	3.554308654	3.098827902	3.307644324	3.250417634	3.357996194	3.424256991
10440881	4.138386585	4.010594056	4.087696976	4.132931416	3.791372785	4.118767569
10440903	2.585769658	2.375809851	2.627414969	2.737085334	2.703434208	3.090831769
10440914	2.311308846	2.159701871	2.298097279	2.370281297	2.887188956	2.274765653
10440918	7.137833371	7.086944938	7.058674135	5.048462179	3.066098278	4.471958311
10440926	2.200617798	2.565795369	2.75827075	2.463248298	2.540831951	2.314371422
10440929	7.143569215	6.452811767	6.071043953	7.46974786	6.425592935	4.867905954
10440953	2.718000115	3.740971442	2.861308129	2.387782391	2.455763095	2.194815201
10440964	7.086014208	7.688145521	7.280642819	6.847853123	6.646580659	5.935922825
10440977	9.16574272	9.186416315	9.325794371	9.031085183	9.026933768	8.74453065
10440985	2.671821467	2.586346935	3.248579589	3.258489083	2.954246163	2.992681161
10440989	2.187920215	2.140379134	1.793191683	1.749620851	2.019240823	2.0330226
10440993	3.616078806	3.723583385	3.484236677	4.321912047	4.60476948	3.824772154
10441003	2.21210489	2.313479418	2.555933793	2.551187331	2.317503426	2.459272993
10441017	5.195249288	4.207708694	4.865964857	4.332541993	3.885836233	3.952716972
10441032	2.755013545	3.012465554	2.85220523	3.171957288	2.990614202	3.135499463
10441038	2.384539947	2.490325155	2.279006095	2.276011785	2.382505449	2.050662576
10441055	4.60348187	4.188925999	4.682717248	5.222362067	5.278953074	4.024388727
10441064	4.254628121	3.750654118	3.465814725	3.881669772	3.055556144	3.825284811
10441073	2.139703585	2.152093744	2.147809007	2.145538638	2.331172138	2.141972122
10441091	2.502828742	2.600634405	2.990624706	2.506394402	2.90206446	4.138501041
10441093	2.338738948	2.423258645	2.211089947	2.451912638	2.601804256	2.53044452
10441107	7.499136309	7.448497329	7.963650505	7.10941953	6.61078537	5.183269352
10441115	2.330121076	3.009898442	2.438955424	2.505108237	2.385575829	2.526960387
10441161	3.797021487	3.878500146	3.66506245	4.133823213	4.044421827	3.759121997
10441167	2.095883115	2.308609218	2.081072058	2.066601171	2.478489786	2.181147948
10441178	2.873720713	3.07419341	2.982741585	2.991813572	2.796999501	3.41908947
10441195	2.109349422	1.925222306	1.947835542	2.533012559	2.033502729	2.198595294
10441231	2.220660807	2.176617958	1.894150365	2.142667134	2.294029761	2.138568975
10441233	1.683471918	1.884911528	1.997576437	1.930550891	1.929779147	1.791931411
10441244	2.097064022	1.708948138	1.823588775	1.88108128	2.185797943	2.075667438
10441254	2.301033057	2.320226271	2.57888307	2.538553369	2.747816547	2.524460037
10441270	2.154803012	1.988136817	2.012552544	2.33886588	2.189896862	2.196953239
10441280	2.783954065	2.567302417	2.573729052	2.578943039	2.514768028	2.096361121
10441313	2.341987446	2.588116078	2.57956747	2.328917105	2.59192219	2.588116078
10441330	3.951846714	3.817368013	3.920309543	3.828530065	3.662135805	4.002759284
10441339	3.31905311	5.374882793	5.310780524	3.93379474	4.837479638	6.21246037
10441344	3.037545444	4.166805602	3.18516189	4.203728717	3.309657572	2.848165626
10441361	2.229589484	1.874651997	2.080120628	2.310187665	2.204093491	1.886431963
10441392	3.057188766	2.967873045	2.931018012	3.321685472	2.715505707	2.901672478
10441398	2.55637153	2.44571951	2.712930753	2.666711903	2.712337533	2.452773031
10441400	3.071407704	2.752213562	2.911930228	3.07303869	3.002899796	3.31640433
10441422	3.495396921	3.534674931	3.307967436	5.162743887	5.13341746	3.555574913
10441436	3.430458399	2.813975005	2.856196136	2.49778939	2.793634207	2.841953796
10441456	2.928387493	2.941872019	2.732283394	2.648310045	2.403313668	2.415468027
10441489	7.915197884	8.162517329	8.19119801	8.134793636	8.194763713	7.39978183
10441494	3.12010339	3.295281862	2.959489703	3.183024995	3.123709576	3.186663351
10441509	5.298336359	4.185076879	4.003735795	4.807434385	4.881162126	4.529508574
10441530	2.000182164	2.223850643	1.84698064	2.309263023	1.706738542	1.925631652
10441539	8.186047739	7.556853229	7.705985543	6.127103364	5.674326365	6.739386609
10441554	3.599562822	3.770165793	2.231557886	2.13615627	2.648927764	2.312186215
10441565	2.536048669	2.226122304	2.388814974	2.165003603	2.362897017	2.465290167
10441588	2.76730731	1.913170083	2.400058692	2.383260744	2.355204572	2.445239328
10441601	2.274519155	2.449787244	2.132132264	2.225707374	2.198595294	2.611296816
10441610	4.877195064	4.812639523	4.617234588	4.528921661	4.604009647	4.319807867
10441620	2.808336545	3.247920086	3.030039844	2.768086133	3.28203537	3.066687677
10441633	2.277791725	2.342985733	2.386413614	2.452990445	2.287893329	2.569113907
10441657	2.934854939	3.020107828	3.046124138	3.202767578	2.908119016	3.10805424
10441660	2.288969315	2.355050363	2.237948778	2.465427028	2.198595294	2.218160401
10441669	2.076188304	2.063476025	2.169945771	2.43033209	2.055493037	2.225750325
10441680	2.333384409	2.931867163	2.517539042	2.436258941	2.24714819	2.48580679
10441706	1.984904188	1.877951466	2.961322165	2.226699196	1.94100974	2.628316957
10441718	3.513642008	3.145646648	3.400877352	3.342788899	3.162438364	3.183603378
10441740	2.864810981	3.006459981	3.104575236	2.898305141	2.949039595	2.890660325
10441753	2.081505657	2.024659608	2.030678225	2.185179384	2.086889786	2.044902199
10441774	2.490812842	2.351962209	2.679850272	2.432134381	2.549258234	2.76527471
10441787	2.957227784	3.311500026	3.113993295	3.741599738	5.885195595	4.271155025
10441791	3.2716739	3.325335218	3.46055979	4.17827632	3.999601178	3.444882402
10441794	2.115765071	1.717306745	2.149775226	1.963010851	1.911727907	2.102847299
10441815	5.819949773	6.056887805	5.686689297	6.23705296	6.133599199	4.547649111
10441824	2.455754572	1.983095619	2.304819073	2.392665704	2.437115513	2.438862792
10441856	2.689615328	2.697969746	2.810745852	2.896215014	2.566716259	4.000463586
10441858	1.944390432	2.058973466	2.073772901	2.188350979	1.942957101	2.202648234
10441862	4.287335736	3.252026287	3.478831489	3.436610691	3.48640481	3.330449023
10441864	3.809491362	3.559974237	3.814378958	3.369243312	3.293386971	3.978741372
10441899	2.138551932	2.420107142	1.914660308	1.918775187	2.310753709	2.514506344
10441902	3.017764343	2.430728514	2.586636694	2.899714603	2.698430807	2.72499172
10441917	4.064728755	3.851717647	4.399913747	3.818033157	3.791192067	4.56750219
10441919	4.008055098	3.018207834	3.487289563	4.496547299	4.743967809	4.355068516
10441923	6.944254982	6.270097166	6.816936183	6.18442234	6.65862109	6.209525953
10441956	4.510243799	5.330959221	4.764617655	4.769143161	5.422504586	4.606324564
10441973	3.726006515	3.742349271	3.472087965	3.862810843	3.011019216	3.55643274
10441987	2.626050339	2.632355539	2.637562313	3.103031778	2.847613242	2.91541837
10442025	4.399442477	3.656654657	2.506909157	2.509937249	3.973064184	2.129749071
10442030	1.836082173	2.025066862	1.868667689	1.868667689	1.868667689	1.881571009
10442032	4.415143263	4.508716029	4.752567753	4.820987429	4.415143263	4.686915379
10442037	6.155578323	5.874994865	6.089427518	6.813651516	6.785547464	6.942515079
10442052	2.699503398	2.578412219	2.952796321	2.575092931	3.522097631	2.349125703
10442057	3.579903789	3.525615707	3.133009102	2.187467796	2.327600885	2.55125141
10442069	2.978871493	3.376685302	3.555761115	3.824973903	2.470080039	2.701575986
10442075	1.946984782	2.118434146	2.088376128	1.906179129	1.929266378	1.882756049
10442087	2.892890237	2.474552301	2.433065362	2.782428257	2.26165298	2.325070607
10442098	2.396541661	2.783595108	2.519488279	3.060317895	2.498151082	2.661691932
10442104	1.871011074	2.004155678	2.074467521	1.893421116	1.919074693	2.218926705
10442106	2.35668587	2.356858966	2.916409471	2.250522844	2.319021007	2.694635288
10442112	3.135960001	3.659653415	2.279319052	2.668039929	2.747737342	2.60932791
10442115	1.873473118	1.68029494	1.606930271	1.664419981	2.091431592	1.672085812
10442125	1.915882003	1.700247019	1.431521574	1.689457052	1.69824781	3.38532888
10442134	2.051852477	2.410698265	1.840435262	1.743545594	2.707723078	2.351493141
10442139	2.831237918	5.395245332	2.36530386	2.138459032	3.06365676	2.119261956
10442141	2.002278543	2.026030577	2.010079082	2.067705272	1.950106716	1.945637009
10442143	3.28089254	2.616870611	2.642490547	2.535318996	3.913773861	3.199896935
10442145	1.827667931	1.671995591	1.763486635	1.827667931	2.243992967	2.225089411
10442147	1.854377676	1.650524826	1.931019299	1.765819943	1.750340706	2.525135722
10442149	2.879740547	1.911424216	1.621586607	2.021593802	2.185450986	1.931095939
10442151	2.023507724	2.310454608	2.13377379	2.325749862	2.276330814	2.75229887
10442155	7.132468625	7.437826471	7.268114338	6.446015837	6.53372091	6.073699348
10442172	2.179597894	2.179039213	1.965580908	2.047703679	2.285879816	2.023144778
10442182	1.886674741	1.805541404	1.672237454	2.268896581	2.015099217	2.003021859
10442184	1.63675174	1.727044162	1.779335873	3.261080226	1.997294346	2.226452528
10442187	1.779302427	1.776409771	1.759890079	1.710276125	1.815597009	1.846762706
10442191	2.100431304	2.137813559	1.816504203	2.23980868	1.918220262	1.902675342
10442194	1.903106145	2.079973913	2.134716574	1.855226809	1.799964575	1.904476393
10442199	2.887224449	2.365170851	2.60073826	2.347651324	2.44574171	2.658927193
10442206	2.924337238	2.638174904	3.435299288	2.322093897	3.182569809	2.893535571
10442211	3.65645975	3.535557241	3.598909895	3.625426208	3.652553631	3.712069114
10442219	2.405393955	2.874732633	3.094877965	2.423042523	2.829186703	2.680406025
10442224	4.469379533	4.125661798	4.346654191	4.151733302	3.923615024	3.793807957
10442236	2.367241808	3.203372087	2.709100174	2.40557121	3.400074724	1.975692775
