	ChAT	Cone
10349671	2.13798986666667	2.18930750766667
10349694	2.176003781	2.26521473433333
10349711	2.284055215	2.384143025
10349724	2.505918893	2.636544595
10349733	3.945577577	4.22084028
10349744	2.657040568	2.73857654766667
10349752	2.66606275266667	2.90472219566667
10349761	1.92467106866667	1.88790859333333
10349771	2.50488450466667	2.61011343166667
10349773	2.92904677	6.06587445933333
10349782	2.415040036	2.55651981466667
10349793	2.17880188433333	2.45080549266667
10349809	4.77567291633333	4.263984776
10349821	2.40100665266667	2.45197282066667
10349826	2.50810725433333	2.779750852
10349828	3.23451739166667	2.78539190766667
10349832	4.371929043	4.29165232233333
10349834	2.70434981766667	2.731693825
10349868	3.12199697766667	2.99549291066667
10349876	2.528725446	2.56320597
10349904	3.49628154133333	3.29653311333333
10349913	3.183730646	3.403244531
10349922	2.28338999666667	2.254902711
10349932	2.22169659233333	2.06569138
10349945	3.28712992566667	3.42933218733333
10349947	2.570415413	2.36807693133333
10349951	2.236605522	2.34148445566667
10349953	2.12493086033333	2.31767480433333
10349968	2.998805831	3.234747916
10349980	3.112941453	3.22678146633333
10349993	2.56475338666667	2.58528493933333
10349997	2.07657571133333	2.08574676866667
10350003	3.64010922766667	3.90800679866667
10350015	5.31834799566667	6.30045393966667
10350024	2.39922560966667	2.54900931066667
10350039	5.54533926633333	5.33457909466667
10350046	2.860951074	3.05314502366667
10350077	2.82805502766667	2.84135299666667
10350090	2.06151688	2.13597008333333
10350099	2.97721726266667	2.898095311
10350102	2.96900408866667	3.05590632633333
10350113	2.16422717566667	2.06571917166667
10350123	3.324531151	3.402211455
10350128	3.38887264033333	3.40808046333333
10350136	3.41269441433333	3.37454082833333
10350146	3.156065519	3.19597666366667
10350149	2.72564170933333	2.97857867833333
10350159	2.51267545266667	2.64696391466667
10350173	3.034664565	3.55622103966667
10350188	4.31328667866667	5.01289114266667
10350199	2.37301626433333	2.54152136766667
10350247	2.414762821	2.389497443
10350286	4.608714011	3.28325489833333
10350297	1.82659322066667	1.91129695866667
10350331	7.01357745366667	7.17648840166667
10350335	6.30818417566667	6.34120271166667
10350337	1.99692834766667	1.99177865866667
10350343	2.467302498	2.54313295066667
10350349	2.33442777833333	2.257182015
10350377	2.09317086433333	2.26484517566667
10350392	2.20347086	2.219302051
10350425	1.99938124733333	1.85504740833333
10350438	2.17829617966667	2.303788342
10350473	4.455448997	3.94232628966667
10350478	9.641998625	9.50282578933333
10350489	7.31939355633333	6.092849735
10350506	2.17349175	2.092290315
10350516	2.918106092	3.072553426
10350530	8.92136376866667	10.57065533
10350535	4.075328153	4.289627408
10350590	1.84604502233333	2.28771341733333
10350592	2.75941409933333	2.84708363866667
10350594	5.888201799	4.134772481
10350614	4.77218529533333	4.514473304
10350630	2.352159239	2.30452270466667
10350646	2.60363543333333	2.586461897
10350668	2.33328943466667	2.08210327066667
10350681	1.94363575566667	2.29731842666667
10350684	5.897925703	4.82821525166667
10350689	3.230105264	3.29110211633333
10350697	3.364886752	3.15086460366667
10350710	2.17076966833333	2.04352137033333
10350725	3.65015168666667	3.193995033
10350733	3.75877342266667	3.13251591333333
10350742	1.92194656633333	1.84404028966667
10350749	3.684336374	3.74411045466667
10350751	2.531960624	2.42824253733333
10350753	5.88165033833333	5.92246936966667
10350758	2.388449839	3.01813180933333
10350766	5.102491589	4.620398664
10350777	8.261450823	9.42463877333333
10350790	2.890016714	2.56897010766667
10350792	5.48295510033333	4.66813841533333
10350806	2.267378341	2.07759431166667
10350816	9.26748823433333	9.23232569466667
10350819	2.54831738933333	2.748722329
10350823	2.235421803	2.289524196
10350838	5.40651274533333	5.64003514133333
10350840	2.37476315466667	2.45839409466667
10350846	1.892436277	1.82644932433333
10350848	6.831822112	7.40629418833333
10350864	2.19024201233333	2.23745786
10350896	2.671988497	2.417079104
10350923	4.065763461	3.961640029
10350951	2.29593860933333	2.46679218966667
10350975	2.63846668766667	2.59010273366667
10350977	2.39975794466667	2.495154827
10350985	7.47759823	7.18165001833333
10350990	9.66900819066667	9.746591006
10350992	2.763517932	2.46708934333333
10351015	2.46720673566667	2.664359063
10351026	10.9353720433333	10.7435202733333
10351047	2.53928082233333	2.690829775
10351056	2.35434474166667	2.51127453233333
10351095	2.01973406066667	2.23899028233333
10351099	2.264826296	2.38311408433333
10351107	4.41626441733333	4.28432192866667
10351111	2.505177737	2.88119502666667
10351117	2.21256144366667	2.120596351
10351119	7.56567459666667	5.74985091066667
10351131	2.46334888066667	1.920875588
10351138	4.892095538	4.61612515366667
10351140	4.71027962366667	3.97475332433333
10351163	3.17051192233333	2.99417481566667
10351179	3.56065671133333	2.62872907466667
10351182	2.88975895533333	3.074869958
10351197	2.50283456766667	2.38008161066667
10351206	2.37440371166667	2.49124206633333
10351224	2.22186652333333	2.503517543
10351259	2.50229909833333	2.69050540066667
10351269	4.26959389666667	4.00608134833333
10351277	4.12524750866667	3.982939065
10351293	2.054818091	2.13097952466667
10351298	2.696651315	2.98793196
10351304	8.71448542666667	8.444609255
10351310	1.78687410666667	1.92986278066667
10351347	4.225792297	4.221716502
10351353	2.46108527866667	2.48682041233333
10351368	2.37919364533333	2.38431539866667
10351380	2.101880936	2.38911425666667
10351390	5.25844976	4.89728063533333
10351400	3.25699097133333	3.28738870166667
10351404	4.66293587466667	3.753066879
10351414	3.86416172266667	4.15477879166667
10351430	2.92007367033333	4.85881412433333
10351443	2.69993704233333	2.727124909
10351455	3.50791315366667	3.19119782066667
10351465	2.442125551	2.47041043
10351473	1.638287866	1.85844364166667
10351477	1.753131098	1.86957653433333
10351482	2.548619487	2.39400690033333
10351489	7.426709549	8.05639831866667
10351491	2.327471072	2.677899024
10351504	2.14550697933333	2.23171769166667
10351507	1.945539171	2.08175059466667
10351509	1.94031235766667	1.995857029
10351515	6.442019966	6.16121456066667
10351517	2.882749946	2.221786394
10351525	3.30742323533333	3.297300905
10351533	2.42478323	2.34328887933333
10351546	5.88680675233333	3.92738802433333
10351551	2.67316006733333	2.77384353733333
10351563	5.75446452366667	5.343360209
10351574	4.327523108	3.951672324
10351583	9.62786831433333	8.94857767566667
10351588	2.906803171	2.89687729033333
10351603	2.53936258866667	2.548740711
10351616	2.388970375	2.22438629033333
10351623	2.18871853166667	2.021192497
10351636	4.446842753	4.17917265533333
10351644	2.74883454333333	2.82640522266667
10351658	1.988400855	2.11157624266667
10351665	6.60442759766667	8.38088113933333
10351667	2.07538826933333	2.60034847366667
10351679	1.92907375766667	2.00429294733333
10351689	2.55929864566667	2.49645679366667
10351691	1.84725606733333	2.00868825566667
10351703	3.88331596533333	3.31117520266667
10351738	3.96668258966667	3.70436092866667
10351749	4.166165367	3.86073661466667
10351769	4.09974036333333	3.53519939733333
10351781	2.47164316466667	2.90487018166667
10351788	2.90076836333333	3.55614657133333
10351792	2.95828794666667	2.788129672
10351801	2.58351687166667	3.22728392866667
10351825	2.77617291066667	2.791604395
10351832	2.00280608166667	2.08968591
10351843	3.061353804	3.23461427666667
10351852	2.27685746233333	3.27287402633333
10351857	2.417224681	2.42592628633333
10351861	1.67097235966667	2.006180052
10351863	2.01728632766667	2.136644585
10351865	2.10488846333333	2.293827173
10351867	2.41395754266667	2.24155583966667
10351873	1.82218128766667	1.92291863733333
10351884	2.31076108833333	2.325783221
10351886	2.03697538566667	2.200984955
10351888	2.04451188133333	1.90683641266667
10351891	1.87855580033333	1.94100026266667
10351893	2.07459728233333	2.014002573
10351895	2.22097754666667	2.39278961233333
10351899	2.18521582866667	2.003638864
10351903	3.515909978	2.94080318666667
10351905	2.05974636233333	2.16535875733333
10351959	1.994028933	1.892549455
10351961	3.01469975466667	3.221017446
10351963	1.79415516866667	1.949081715
10351966	2.87396854133333	2.87712576733333
10351968	3.379242565	3.08308606166667
10351971	2.23886881533333	2.14453406066667
10351998	1.87690292633333	1.88157444133333
10352000	1.82236304866667	1.790151265
10352020	2.42051154666667	2.60126477233333
10352048	2.67115026866667	2.69607058266667
10352066	3.27361403466667	2.89013769666667
10352092	4.54543225533333	4.919341221
10352097	2.07238428666667	2.15063973733333
10352104	2.07958119866667	2.07751637766667
10352119	4.61588045966667	4.58002869066667
10352125	2.08908682666667	2.231608071
10352127	6.10261738933333	5.92361560233333
10352133	3.17254863433333	2.513359324
10352143	2.37594452233333	2.31798987233333
10352152	2.324227653	2.515514796
10352166	2.56955684366667	2.75307532166667
10352178	5.27929712233333	5.149592729
10352194	2.29832001666667	2.42027878366667
10352234	2.220576049	2.449968525
10352242	3.79756922833333	4.65233716033333
10352267	2.022760341	1.834071138
10352281	3.64248874933333	3.78087911533333
10352292	3.718782502	3.59695486333333
10352294	3.96264210466667	5.44587819366667
10352302	1.94205357566667	1.962836286
10352306	5.24061060433333	4.99628847333333
10352314	2.09604742066667	2.391299494
10352320	2.77009155766667	2.89763041166667
10352348	5.78316020433333	6.90410626433333
10352354	5.521278623	5.20925387466667
10352356	3.859979376	3.80734217266667
10352358	2.46642237	2.83098675933333
10352377	1.767513164	2.16187712566667
10352393	8.90437233966667	8.39895922666667
10352396	2.501741298	2.623165546
10352416	2.67608664033333	2.78340951366667
10352439	5.41234977766667	4.99435884133333
10352448	5.34225202366667	3.929396063
10352457	10.10699626	10.1741712566667
10352459	2.90052257466667	2.968615213
10352503	4.342995353	3.93406540466667
10352514	4.91158611833333	4.365862216
10352548	2.65144842433333	2.539136683
10352556	5.59425544033333	5.856678534
10352558	2.88455603633333	2.80503504666667
10352562	2.632598539	2.70674157133333
10352576	2.699019707	2.93812063666667
10352586	2.76496195366667	3.08671777066667
10352661	2.96357999066667	3.19167224566667
10352690	4.31993031566667	4.02126198533333
10352703	2.82590102733333	2.80763096933333
10352705	2.304318946	2.32151322066667
10352709	2.36913952566667	2.55166811666667
10352717	3.213510587	3.310323446
10352722	5.03485211033333	6.20518175233333
10352725	2.79287194633333	3.12272150933333
10352735	3.153530482	3.273687413
10352756	4.12061831033333	5.73325069133333
10352767	2.05893811133333	2.06113328233333
10352777	4.87325955766667	4.34309305733333
10352781	3.952085507	5.686289386
10352792	2.42513136233333	2.848006304
10352794	2.35248450833333	2.24805516633333
10352798	2.81955235933333	2.57492306966667
10352815	2.85743344766667	2.70950448666667
10352827	2.573135444	2.729477055
10352838	2.592163541	2.48183618233333
10352867	3.40229461833333	2.70715466866667
10352905	2.59884838	2.50715164366667
10352914	2.692241911	3.03219259
10352916	7.57875236966667	6.89168200266667
10352920	2.71016879066667	2.68432333766667
10352928	2.57483684	5.002782578
10352936	2.077021335	2.245365795
10352947	3.647742571	3.91998244166667
10352954	3.24979284	2.41055511166667
10352957	2.67384918233333	4.11680025733333
10352969	2.36432926533333	2.428212786
10352971	4.16180800733333	4.15714795466667
10352980	2.58050263833333	2.465886362
10353004	4.740010103	5.51231597566667
10353010	1.97416440466667	1.721167793
10353028	2.93837597	2.91134304066667
10353032	3.51692626466667	3.81415432866667
10353034	2.967996034	2.168286002
10353036	3.19800551633333	4.09770391766667
10353038	2.190252664	3.589476832
10353050	8.069633109	7.988926838
10353064	3.65293942866667	3.90619806933333
10353102	2.21040418966667	2.28167727666667
10353117	2.222320616	2.47358663366667
10353127	2.26398464666667	2.48398995433333
10353135	2.99165286866667	3.149633686
10353167	6.380585223	7.26219174433333
10353181	2.39246542566667	2.726199052
10353189	11.1947015833333	11.1994049033333
10353192	2.36401840433333	2.42557413033333
10353213	2.971585838	2.71431473466667
10353219	8.63040906	8.14067875666667
10353221	1.91769569366667	2.04305370833333
10353250	12.0132014266667	11.9629032033333
10353252	2.36326743666667	2.457614609
10353258	2.89684868666667	2.556403718
10353265	9.34518932666667	9.261208646
10353272	4.03434314166667	3.98318437733333
10353288	2.81590425433333	2.218889888
10353296	9.13282091066667	8.73009370266667
10353305	3.254237235	3.01799334
10353309	3.95218900066667	5.23812446366667
10353320	1.88067283033333	1.937427499
10353330	1.71600475266667	1.788605478
10353333	1.92842179866667	2.31649986766667
10353336	1.94161603966667	2.18845758833333
10353341	7.453140778	7.98024882966667
10353343	4.964728579	5.28215731366667
10353346	2.541645163	2.57392626766667
10353415	3.06369190266667	3.42113432066667
10353420	2.187916343	2.07534886366667
10353438	2.309790737	2.255588787
10353450	1.959208697	2.16756010866667
10353460	2.63688467666667	2.710743411
10353475	8.35321396633333	7.83193548866667
10353479	3.55305478066667	2.84787048833333
10353519	2.32019883833333	1.74130235033333
10353522	3.66402501566667	3.52513781566667
10353524	5.447651054	3.938128898
10353533	4.76207742233333	4.50901400366667
10353549	3.081169735	2.716056366
10353574	2.643389241	2.644852204
10353624	7.25161055133333	7.96214704633333
10353626	9.73289050933333	10.69104115
10353630	10.3602304866667	11.1798286466667
10353632	4.31944556666667	3.22293960433333
10353669	2.119375639	2.133370275
10353674	3.299130308	2.34491780266667
10353676	2.462283726	2.33958292966667
10353679	3.63567023633333	3.68844037433333
10353686	3.356981828	3.52026828433333
10353689	2.61349554366667	2.814696034
10353707	5.89295551533333	5.647570328
10353716	3.19149967233333	2.827331262
10353721	1.978710673	2.14127929866667
10353729	2.10662363866667	2.10700120866667
10353731	2.038889193	1.99905390033333
10353733	3.49831041733333	3.99591963
10353750	3.04176106666667	2.90120396933333
10353754	3.85043741133333	3.39409712733333
10353773	7.03143573366667	7.85354661666667
10353775	4.202711863	2.768090811
10353783	3.61775095566667	3.61265165733333
10353786	2.272501816	2.204930239
10353792	2.13936562766667	2.22052894066667
10353794	3.62617546933333	4.03854074166667
