	ChAT	Cone
10373571	2.66822047766667	2.78776984
10373577	5.22478955166667	5.120693407
10373583	2.95826209666667	3.06573954133333
10373588	3.230912074	3.14911400566667
10373594	6.74440969033333	6.605309655
10373600	2.12164676266667	2.07549828966667
10373604	1.60841272866667	1.693576133
10373606	1.99313045166667	1.96691692133333
10373608	1.80423642766667	1.69492791966667
10373610	4.32318940633333	4.110800145
10373612	1.652179258	1.64331875966667
10373614	1.88408179166667	2.10340819966667
10373616	2.14906956166667	2.64624668866667
10373618	1.81709818633333	2.207711414
10373620	3.26415430166667	3.915581077
10373622	4.017976103	5.20505042733333
10373624	1.83643135	2.41322797433333
10373626	2.88342432066667	2.94524881166667
10373628	1.69825706133333	1.996730831
10373630	2.051349923	1.98839238933333
10373632	1.94748068066667	2.004058288
10373634	1.837189344	3.589664932
10373636	1.75118255433333	1.698481087
10373638	1.618179895	1.47137196233333
10373640	2.86279397133333	4.140225588
10373642	2.66532434866667	2.775766647
10373645	2.08107975	2.39182984833333
10373647	1.993945669	2.306645279
10373649	2.466378254	2.961179513
10373653	2.509546998	4.189576349
10373655	1.88114394866667	1.955410668
10373660	2.23200350566667	2.092428907
10373662	3.36122975566667	4.351030199
10373668	2.24147543433333	2.013538772
10373670	2.44072764866667	2.11386400566667
10373672	2.08928678	2.248042763
10373676	3.447888297	2.274665583
10373678	1.98628615533333	1.947277882
10373680	2.92952693933333	2.69116460933333
10373684	2.153079059	2.24684487633333
10373692	2.12062869766667	2.77020387433333
10373702	6.62642423633333	6.16879435
10373709	3.784815944	3.36263928633333
10373728	3.781903049	4.00734361766667
10373740	4.93680170233333	3.633970392
10373756	2.68049311066667	2.67558425266667
10373768	6.465638299	4.08126291833333
10373778	2.36461128666667	2.716223694
10373810	2.417032982	2.63855636266667
10373814	5.66218749833333	5.533984396
10373826	2.78082773133333	2.810243411
10373834	1.92165023533333	2.03563851966667
10373846	2.08936753733333	2.33654815833333
10373861	3.65882083233333	4.24818322833333
10373873	2.98720226033333	2.93631793866667
10373890	3.05894599333333	2.970233436
10373902	2.25943441733333	1.97554379
10373912	2.44524183966667	2.53371562733333
10373918	2.39479939866667	2.317145364
10373924	2.74222512833333	2.88527315366667
10373944	4.71553513833333	4.04256487233333
10373950	6.15990478733333	4.767892776
10373964	4.30386779366667	5.274313122
10373986	4.36291300633333	4.518167901
10374012	3.20066229466667	3.95493818
10374020	5.09908515033333	4.41429577833333
10374035	5.71306835866667	4.97620040733333
10374043	2.38706033633333	2.33742745
10374068	4.51860595033333	3.73469697866667
10374083	2.97217561	2.855699038
10374106	2.455943852	3.00666878933333
10374115	2.213380959	2.77831685233333
10374117	4.97136570266667	4.47630089133333
10374119	4.58701644066667	3.64082937666667
10374151	3.86923762266667	3.948584341
10374175	10.73269493	9.95403028266667
10374181	7.08295971966667	7.15579443833333
10374183	2.27838178466667	2.768117639
10374185	5.63042721966667	5.01516654466667
10374197	4.74443320366667	4.66274301733333
10374202	2.89797668766667	3.054084404
10374223	2.95214439166667	2.21612810833333
10374228	2.10062246133333	2.207328663
10374236	2.048196138	2.06759037933333
10374248	2.07301111333333	2.16601591066667
10374315	2.30234971066667	2.907405376
10374323	3.179911162	3.43589053166667
10374325	3.81347424366667	3.21730285366667
10374327	2.23034302266667	2.74066193033333
10374333	2.627938758	2.85734752233333
10374348	5.89219247966667	4.98030027333333
10374356	5.11859838266667	3.394383436
10374364	3.17720764866667	3.28826570166667
10374366	2.32795392666667	2.348396079
10374400	1.780249638	1.724460265
10374406	7.03265867066667	6.719415417
10374415	5.951657757	5.52554276366667
10374430	3.22112653233333	3.10852497
10374442	5.369016471	4.174051616
10374450	3.412953508	3.24957552533333
10374455	2.21639018033333	2.151516214
10374466	9.34305165833333	8.323290349
10374476	9.45549375433333	9.11714947533333
10374478	4.31513922633333	4.314381158
10374485	3.79993313366667	3.66963071066667
10374500	3.50254845733333	3.51019632866667
10374529	3.53207965466667	3.35139434833333
10374553	4.76075447366667	5.32005752466667
10374560	6.23878920033333	6.43553595633333
10374564	6.26841247866667	5.986352206
10374578	3.637917572	7.305713517
10374590	3.90863432933333	4.083956773
10374621	2.79164508833333	2.91188244433333
10374704	3.734818124	3.00590964
10374706	3.230993	3.01368413166667
10374727	3.59275450833333	3.623396555
10374739	1.74576019066667	1.77264728233333
10374746	4.41419671566667	4.44926803166667
10374762	2.32321227533333	2.716138727
10374764	11.03080215	10.98422536
10374777	2.471044239	2.231694181
10374793	3.57329826966667	3.521833566
10374821	3.99783291666667	4.16926137666667
10374842	2.72275486766667	2.839340171
10374880	5.34730041933333	5.69466658933333
10374895	1.81842935	1.954302863
10374908	4.94365413866667	4.88761364166667
10374929	2.34583027266667	2.51281567666667
10374931	4.36766372533333	3.995009077
10374934	3.270766448	3.09126750233333
10374983	4.05433571666667	3.979560785
10374998	4.43229684133333	3.67849518066667
10375002	2.47374184066667	2.46052149033333
10375014	2.576349778	2.45823262566667
10375019	4.18020886533333	3.42506676766667
10375027	5.462763766	5.65797736766667
10375031	7.46672551133333	7.11143616033333
10375038	4.189024913	3.67732519066667
10375046	2.692063018	2.57796217466667
10375051	3.22865366433333	3.26770315033333
10375055	2.91958131866667	3.07793496833333
10375058	3.19013344233333	3.232545664
10375062	2.07846587766667	1.814924412
10375065	2.71637714833333	2.472579103
10375079	3.85221168833333	3.37413284866667
10375083	2.102323014	2.00849958466667
10375103	2.494983799	2.23769620533333
10375121	4.23299615333333	4.258202063
10375125	8.761730196	8.727259333
10375127	2.46867557466667	2.30887790333333
10375129	2.78917771933333	2.91103508533333
10375137	2.190635774	2.143482902
10375145	2.53995990833333	2.666014579
10375167	2.19226304233333	2.232866966
10375175	2.94844390433333	3.16223614666667
10375216	2.54716285566667	2.35470105866667
10375234	3.75507863533333	3.79403319966667
10375245	2.37843102433333	2.41399818366667
10375263	1.996975004	2.25955197966667
10375265	2.507499338	2.63199260566667
10375290	3.809817937	3.09333194933333
10375307	3.440010806	3.84824382066667
10375313	2.38179618	2.605525334
10375322	2.565661537	3.22923546066667
10375326	3.60898295433333	3.53344519966667
10375331	2.89693542166667	3.224259479
10375343	3.208858229	3.32071012933333
10375358	3.89302399666667	3.13629095133333
10375380	3.59230627366667	3.436940754
10375382	3.109990223	3.02286027766667
10375396	2.263982663	2.24751331833333
10375402	2.82569079866667	2.676309143
10375432	2.48507366966667	2.586467645
10375436	2.29175909466667	2.428933821
10375439	5.734732985	5.13058734666667
10375443	1.81486293266667	1.97968326566667
10375454	1.99232940866667	1.97708221433333
10375463	2.09667911866667	2.31599061566667
10375472	2.67790370666667	2.97193437366667
10375483	7.89841452966667	8.118644012
10375487	10.3556154333333	10.075226204
10375503	2.194731008	2.20892333066667
10375515	1.85953641566667	1.82505020633333
10375525	3.71193359533333	3.715757909
10375527	3.43728414766667	3.504506933
10375529	2.852198102	3.216353895
10375537	4.402195411	5.67300128733333
10375543	3.348252441	2.897666177
10375545	2.593575239	2.762447148
10375547	3.50831983766667	2.908366794
10375549	2.927073852	3.006642516
10375551	2.446404172	2.55455868933333
10375553	2.40570438333333	2.50653360766667
10375557	2.65395380133333	2.79199971533333
10375561	1.82100912666667	1.94830138933333
10375563	2.80693659666667	2.850190155
10375567	3.886293349	3.85304756
10375570	4.49176443166667	5.06758725666667
10375572	2.51390877366667	2.09667427866667
10375574	1.81626967666667	2.077119889
10375576	2.08911567833333	2.42904391766667
10375578	2.091407449	2.21983271433333
10375608	2.848483478	2.83374044966667
10375614	2.124685329	2.098123602
10375634	4.36028413433333	3.43564408833333
10375650	2.28468602833333	2.302520947
10375667	6.10736300933333	5.73982285466667
10375679	2.46535588533333	2.39372043033333
10375704	4.683837617	4.394476683
10375713	4.18585293766667	3.26019402666667
10375732	4.36310393033333	4.514349902
10375735	6.759553922	6.27083618
10375751	2.667568451	2.85773311766667
10375774	2.67707080066667	2.75913848133333
10375787	2.25142367266667	2.44745740266667
10375789	2.19638739033333	2.31849549533333
10375793	1.990088242	1.98130485
10375795	1.98378876766667	2.24118318133333
10375799	4.32187521966667	3.73508488966667
10375807	2.25942114666667	2.13228224266667
10375817	2.145293314	2.11456453333333
10375820	6.641816167	6.24579071533333
10375838	3.472759514	3.284217478
10375864	2.75252732366667	3.23809225733333
10375880	7.02350291966667	7.14889854366667
10375886	3.43675160766667	3.58384623033333
10375893	7.47459185166667	7.784158111
10375903	6.83767951266667	6.709414511
10375909	2.56736280933333	2.647359711
10375926	9.24740447533333	8.452404605
10375935	8.89060284666667	8.798610059
10375941	5.08064794333333	4.482407909
10375951	5.354195369	5.17050053233333
10375956	2.797154136	2.270485465
10375973	6.055357602	5.901925161
10375975	2.862668519	2.89055477133333
10375980	2.975305753	2.59323366966667
10376004	4.30178103966667	3.03860602033333
10376007	2.49890646066667	2.520232467
10376017	2.52596191066667	2.89737755833333
10376019	2.890846838	2.60030196333333
10376021	2.489258678	2.33731591333333
10376033	5.01876636166667	4.29011607433333
10376052	4.88414287833333	5.41471962833333
10376054	2.11152216033333	1.92339026
10376060	2.49518818733333	2.131078443
10376074	3.08791873	2.483564408
10376096	4.683499625	4.810638525
10376127	2.10458688333333	1.99821238466667
10376142	4.43613418033333	4.38077166533333
10376144	3.241281286	3.16989427366667
10376163	2.30074210066667	2.59944496666667
10376196	8.673701987	8.748774
10376201	1.976770934	2.041154902
10376208	3.03497057866667	2.66148757033333
10376216	2.23211880566667	2.354792832
10376230	2.928496686	2.590748096
10376239	2.19060899366667	2.70886276933333
10376241	2.41154200366667	2.35969430033333
10376245	2.35758315933333	2.23008545433333
10376263	4.21239493166667	4.48554232066667
10376269	2.43474938533333	2.519521367
10376285	6.28329439066667	6.18526470433333
10376292	3.000875595	3.22712369366667
10376314	6.771415043	6.33270201166667
10376320	2.65065046966667	2.72683906966667
10376324	1.979911559	2.136612645
10376326	2.384254165	2.885747544
10376332	2.28447507666667	2.184752686
10376339	4.928685351	4.74591165066667
10376358	3.31173330233333	3.010434618
10376366	2.52645628933333	2.91765331733333
10376376	1.983396531	1.90995306366667
10376383	2.10421842466667	2.181953291
10376392	1.84563087966667	2.03994150766667
10376394	2.32502579266667	2.365752676
10376396	2.61370614066667	2.39265385533333
10376402	3.032599035	3.09617682866667
10376404	2.98484179966667	2.907994418
10376406	2.14622393433333	2.16756801033333
10376408	3.17063305733333	3.46358690233333
10376410	3.02623001533333	2.72791031166667
10376412	3.80552915366667	3.41669203133333
10376414	2.39630088133333	2.10938529166667
10376416	2.27632345633333	1.960211446
10376420	1.87970290833333	1.88324474233333
10376427	2.85642106	3.05432920133333
10376434	2.23105742266667	2.114216245
10376444	5.35836881033333	6.90819760533333
10376446	5.09256405033333	6.33545534633333
10376455	7.54999382433333	9.04594151133333
10376459	3.59232118433333	3.510897111
10376461	3.790479623	3.97495597433333
10376468	2.901927296	3.235892175
10376474	6.93467610566667	6.79241346066667
10376482	6.09802736	6.03932204066667
10376490	3.70934751133333	3.70281608
10376496	3.09743675133333	2.64315939833333
10376507	3.805638492	4.284153406
10376513	2.448888553	2.26736424
10376532	3.14757582033333	4.11127692166667
10376534	3.83375286133333	3.33880286366667
10376555	3.91331545733333	5.27598833633333
10376557	6.12327436633333	5.52999155833333
10376564	6.929042275	6.524419457
10376568	3.78882943566667	3.56552741133333
10376579	2.92476274433333	3.89805297633333
10376596	3.0143263	2.686339027
10376603	5.48658860366667	5.28457515066667
10376615	2.53968419366667	2.50731879333333
10376685	3.28551102	2.83723345333333
10376690	2.62432392033333	2.61654884133333
10376715	3.19361565033333	3.18008934233333
10376721	2.74453723166667	2.886251182
10376726	7.00515927766667	7.23012614833333
10376733	3.79069890066667	3.59618981966667
10376747	3.23363656666667	2.89716262466667
10376755	2.51388939633333	2.731303648
10376765	2.31663443933333	2.44912488133333
10376778	2.53652921866667	2.601848779
10376787	4.85391608133333	5.71570946266667
10376796	2.82417581633333	2.803139076
10376803	2.446114953	2.71111919066667
10376813	3.040416894	3.01426573766667
10376832	4.82593523566667	3.48303840533333
10376839	5.64414400533333	4.54790618733333
10376854	2.48835464233333	2.69689656933333
10376864	11.2664179466667	11.5197749033333
10376868	3.11813028066667	2.93584925633333
10376889	3.68237920633333	4.20774591633333
10376899	2.98266774166667	2.89180387466667
10376912	2.5205254	2.64825702
10376929	5.428759498	4.96830961433333
10376938	1.843407985	1.84004673366667
10376941	2.17349452366667	2.31714110366667
10376950	3.523892393	3.673796721
10376956	2.14821370266667	2.03828712166667
10376959	3.43147901966667	3.17600309
10376986	2.42776510366667	2.379097578
10376988	2.07079309433333	1.981588921
10376998	3.20096816433333	3.22406499166667
10377001	2.76419440066667	3.000133441
10377010	2.465280379	2.646458297
10377018	2.117692475	2.16710723466667
10377055	2.59474902533333	2.71972187766667
10377087	2.326416686	2.29205501766667
10377117	2.208865432	2.18736967633333
10377148	2.659657117	2.75311229533333
10377181	2.092047941	2.35482654933333
10377215	2.36663275966667	2.66249879
10377235	6.10587247566667	9.52465419466667
10377240	3.34331259166667	3.68918986433333
10377245	2.653906072	2.75302866233333
10377253	2.36715088633333	2.644429731
10377255	4.99795006	4.4124143
10377265	2.90334759666667	2.92786000866667
10377286	3.16549716166667	3.25282775
10377308	2.98091314666667	2.98416629833333
10377310	2.30500721733333	2.413194523
10377319	2.654300199	2.71805351133333
10377364	3.28581306466667	3.37187368633333
10377368	10.28670831	10.06773036
10377372	2.52694989333333	4.15072059833333
10377380	3.50489489433333	3.33351815366667
10377405	2.769377373	2.750184388
10377416	7.38683741366667	6.47933337733333
10377418	4.07141920633333	7.033542221
10377431	4.66881721866667	4.70305166433333
10377439	2.50989419266667	2.51111975766667
10377467	3.18108564166667	3.06612397466667
10377473	2.10153359133333	1.91526675133333
10377490	2.18469943366667	2.37428210966667
10377508	7.13223409133333	7.070678214
10377516	3.44223632333333	2.812876183
10377534	7.925549654	6.14679955133333
10377541	7.33636553933333	7.38998477366667
10377547	3.61221813033333	3.50541890533333
10377550	3.922446356	3.427128308
10377560	3.622778279	2.912295939
10377569	2.617433695	2.468624632
10377588	2.61399978366667	2.728316932
10377593	2.67326685666667	3.113812913
10377603	3.28383530966667	3.284227621
10377605	7.34964868866667	5.54252249666667
10377612	3.13572478333333	2.908854474
10377622	2.89289695633333	3.05357244033333
10377652	5.41413002	5.67013570333333
10377662	4.49177591866667	4.796457069
10377673	3.90275914933333	4.65068653366667
10377681	4.31641113166667	3.89314480466667
10377689	8.66987729466667	8.47045596433333
10377695	5.410198427	4.582177318
10377704	3.723122526	3.47307214633333
10377725	2.82918851666667	2.771763342
10377751	2.559842959	2.27948133366667
10377763	2.786249562	2.71138858133333
10377774	1.786023103	2.02107278433333
10377782	1.986228127	1.92154612033333
10377790	3.84038840933333	3.98301683266667
10377804	3.47747620333333	2.83871371933333
10377822	4.44385949066667	4.54670067133333
10377826	2.518350385	2.54396482233333
10377841	3.14584063966667	3.01124235866667
10377847	2.329700992	2.243848051
10377851	8.68780635533333	8.047145207
10377859	2.34192187366667	2.43425402333333
10377889	2.523356511	2.52040452033333
10377924	2.03498354633333	2.08089828266667
10377927	6.91848743866667	6.71878568766667
10377938	5.29931051033333	7.06287253733333
10377953	3.48493339733333	3.55452208
10377984	4.70203156066667	5.027449604
10377987	4.006425237	4.018435334
10378013	6.21260848833333	6.15549515933333
10378024	3.59997835633333	3.10593667266667
10378030	2.555242243	2.661876335
10378038	3.19775224966667	2.71688678866667
10378053	1.926479931	2.01204152466667
10378059	6.36415647366667	5.545449381
10378065	3.305722142	3.490208409
10378068	2.20912476466667	2.178066018
10378078	2.035606905	2.091446493
10378082	3.150940948	3.13259759733333
10378088	2.88972626066667	2.95135394033333
10378114	4.77539146066667	3.94817760766667
10378126	2.15549474866667	2.012892044
10378154	2.632097995	2.60625929033333
10378216	2.34069371266667	2.24764863033333
10378240	1.95608151466667	2.331395551
10378253	2.32447058966667	2.45235089966667
10378271	2.65734619733333	2.90891559333333
10378286	2.159447795	2.06170848533333
10378319	2.51478828466667	2.482079406
10378334	6.12168545533333	4.78758599233333
10378341	2.31288523433333	2.24669234133333
10378349	2.19610162066667	2.23380522233333
10378367	2.067622578	2.282845255
10378385	1.837140606	1.84146640233333
10378395	2.173099731	2.31510462333333
10378397	2.22799097166667	1.932476396
10378399	1.87773921633333	2.16586202833333
10378403	1.81238979866667	1.83160776766667
10378407	2.087660644	1.99057713533333
10378413	2.67161389633333	2.352090823
10378417	1.94282487033333	1.97244711833333
10378420	1.87412197466667	1.97014549333333
10378427	3.17844735133333	3.721206988
10378429	2.10963765333333	2.15191460933333
10378432	2.640506744	2.65634667666667
10378434	2.74835382766667	2.541045752
10378436	2.39088687066667	2.57074842933333
10378443	2.263178465	2.28790150133333
10378445	3.58664769533333	3.45448926833333
10378453	2.64176881833333	2.64452034966667
10378482	3.002063971	3.35300126066667
10378497	4.12267455666667	3.96255061633333
10378508	4.637995404	4.60577990266667
10378523	2.77313649133333	2.47633685166667
10378549	4.22215784766667	4.994379179
10378555	3.24120659266667	3.10016121566667
10378572	3.62830200633333	3.471359815
10378579	2.636822202	2.62739389933333
10378627	2.44700104733333	2.39074237733333
10378637	3.22968110333333	3.12141348066667
10378649	2.76035265966667	2.62737684033333
10378668	7.60635165266667	6.22095320666667
10378681	4.93458688666667	4.82426569966667
10378697	2.96576653966667	2.500488758
10378732	4.63221113533333	4.755258993
10378739	4.04197631166667	3.74963485933333
10378749	4.37679754066667	4.641754973
10378754	2.50230326033333	2.51548120466667
10378765	2.52380686366667	4.096626681
10378768	4.53805739833333	4.29603640966667
10378774	6.19537382666667	5.74448809033333
10378783	9.51871894366667	9.21899333966667
10378785	2.57963388166667	2.507282277
10378787	3.12529483366667	2.98819175366667
10378793	1.97373730333333	1.85609012333333
10378802	5.99588199433333	6.128990346
10378816	2.26972878766667	2.37983815533333
10378833	2.03821493833333	2.063923257
10378848	10.2608177666667	10.6907567466667
10378857	2.60014079	2.70799155033333
10378870	3.32764195933333	3.25258956233333
10378893	2.42616839666667	2.95017932933333
10378902	4.120724289	3.95581400533333
10378909	4.620006146	4.86642920966667
10378914	3.04167933233333	2.84206134333333
10378964	4.441581253	4.192438542
10378988	3.20441841266667	3.06304716866667
10379006	3.161959816	3.03511811766667
10379013	2.34142014933333	2.15019302866667
10379030	3.08929941766667	3.28148721
10379034	2.465997716	2.775301162
10379044	4.25005765033333	3.91059444366667
10379060	2.98258519933333	2.89774397533333
10379068	6.58367616933333	6.727332755
10379075	2.51131650933333	2.37893412433333
10379117	5.47010804233333	4.798297196
10379127	3.01867036333333	2.13165503033333
10379153	9.769198259	8.37475863833333
10379163	3.28028942633333	3.78168008033333
10379176	9.002709529	11.0003356966667
10379184	5.989257048	4.572389383
10379190	7.276983553	10.09696548
10379200	2.69080528366667	3.09444130833333
10379204	5.511987874	4.26115887766667
10379215	9.24166050366667	8.66197716333333
10379223	3.823422416	4.281789362
10379228	2.947339136	2.822005534
10379260	2.85894697933333	2.98751157066667
10379262	2.88566566333333	2.99930816933333
10379321	2.77263985733333	2.86103483666667
10379344	2.41628894566667	2.99901186333333
10379346	3.04790252433333	3.153733091
10379363	2.01121707766667	1.974753027
10379389	2.43701145333333	2.66194293
10379401	3.57068089666667	2.89514542233333
10379410	4.99657770466667	6.04859434766667
10379436	3.14088755166667	3.083670517
10379445	5.98261848166667	6.537918486
10379467	7.321369312	7.16117810566667
10379482	4.32012045033333	3.84437595266667
10379489	2.37421260466667	2.56001144666667
10379496	3.51007769433333	3.62334040566667
10379505	1.85280365066667	1.698193973
10379511	2.32570060633333	2.39861394533333
10379518	2.970560121	3.14602383833333
10379524	3.64488268666667	3.49105280633333
10379530	1.82574293166667	1.93085507033333
10379535	1.85078782833333	1.759367651
10379543	2.83735991933333	2.61836766033333
10379557	3.60897383666667	3.80106700266667
10379560	3.852921773	3.47074646133333
10379564	2.512930766	2.37663205533333
10379588	2.28177590666667	2.32944510933333
10379594	3.08964677633333	3.154418341
10379615	2.24257327366667	2.138070438
10379630	2.26651661466667	2.491938449
10379633	2.12552033466667	2.219426947
10379636	2.05701792866667	2.20979981566667
10379646	2.60733694966667	3.355025762
10379652	5.69697907533333	6.47539929233333
10379654	3.137213634	3.09591875866667
10379677	2.951294952	2.93349384966667
10379685	2.721833754	2.765208397
10379689	3.90323866966667	4.03976859166667
10379710	2.29484314733333	2.46583358666667
10379721	2.77258217366667	2.818110273
10379727	2.00136389433333	2.15348771766667
10379731	2.188218343	2.55992947866667
10379736	3.77945082233333	4.010497352
10379740	2.71946596766667	2.85315870066667
10379765	2.23575325266667	2.08398319666667
10379779	4.59300438866667	4.786706358
10379795	2.64509479833333	2.96980278966667
10379820	1.79691331166667	2.054333107
10379840	2.59519006766667	2.81154573566667
10379866	2.356143682	2.14797094466667
10379875	8.00023662033333	7.21164448433333
10379880	2.173680657	2.46854088
10379889	2.805011426	2.945237379
10379891	4.17964312166667	4.18716660933333
10379901	4.08053514633333	3.49602261733333
10379936	3.79702568066667	3.051353381
10379944	2.11698315633333	2.18164748766667
10379953	2.74478794966667	2.81168120666667
10379957	5.199657621	4.379613301
10379968	2.38673531133333	3.237368928
10379981	3.58801301733333	4.20719766466667
10379989	5.610876082	5.741005693
10379998	4.15610542633333	3.644797316
10380025	2.22206694633333	2.18862438333333
10380059	5.19657301566667	5.112901283
10380067	8.25308907733333	6.70731982
10380087	4.08470941466667	4.029000285
10380109	2.917635029	2.78220291866667
10380116	2.74311912733333	2.803446768
10380129	9.36972251566667	8.79154024866667
10380137	2.71522288633333	2.62313488433333
10380174	2.34743369033333	2.27689390666667
10380189	2.55960085666667	2.75585027266667
10380208	1.78378600333333	1.736932632
10380210	6.54495917666667	6.635913562
10380219	3.546881234	4.30965779733333
10380226	2.856757567	3.59979461633333
10380238	6.260495234	6.560769557
10380244	2.42276933933333	2.71849847733333
10380248	2.59632066233333	2.55953372233333
10380250	4.08091924433333	4.058638354
10380252	3.610429516	3.138341684
10380260	1.99313146333333	1.99490749033333
10380275	2.79711030766667	2.92243828766667
10380280	3.268728924	3.47156710466667
10380285	2.160245571	2.405162459
10380289	3.35336489966667	2.894672685
10380297	7.13114848033333	7.00687190233333
10380303	4.05895173133333	2.49549300933333
10380321	3.34594702566667	3.304362
10380341	3.53933210533333	3.67784022633333
10380381	5.535054462	5.92822352633333
10380384	4.630726228	5.491809621
10380392	3.20075882266667	3.439975753
10380398	2.52435626666667	2.45306437933333
10380403	3.728593766	3.254498858
10380411	7.21659309766667	6.739727184
10380419	4.18270680366667	4.434625967
10380474	2.63368772866667	3.19751777933333
10380477	2.86378377433333	2.851423688
10380489	2.72833538033333	2.48011284733333
10380501	2.76866117066667	2.942292103
10380506	2.38093363033333	2.56793503
10380514	4.524886744	4.02053548466667
10380524	7.61003208533333	7.538283812
10380534	5.63087693333333	5.37774066466667
10380551	7.17832738966667	7.04337359033333
10380560	2.62206180833333	2.55271807766667
10380566	2.071943218	1.93702853233333
10380571	2.70155101066667	6.92436725233333
10380581	3.206543939	3.30966012133333
10380591	8.54294953866667	6.93238395466667
10380599	2.41829773333333	2.28787203333333
10380614	2.26074916	2.15609305466667
10380622	2.59435287366667	2.638228982
10380629	2.175427127	2.14049955866667
10380634	2.822508612	2.874438772
10380637	2.28153779966667	2.38284893066667
10380641	2.34026679333333	2.350030135
10380648	2.07986161733333	1.966305493
10380654	3.23798301066667	3.22864337133333
10380660	2.186984812	2.258328101
10380665	3.32471730266667	3.40433511333333
10380672	2.19628611766667	2.356612251
10380689	5.33431247533333	5.60588044066667
10380699	3.02624475633333	2.61286669033333
10380712	2.953192619	3.01813884366667
10380719	2.40948713133333	2.385477205
10380721	4.15736597266667	4.28777323533333
10380732	6.60778429166667	6.695975931
10380739	2.55577417633333	2.45423620433333
10380751	4.01621691366667	3.66761956666667
10380761	2.752127471	2.87246957933333
10380773	3.00467750133333	2.84102614766667
10380793	2.8760316	3.03307150966667
10380815	8.51246661266667	7.64310781966667
10380819	3.143607319	3.23165893533333
10380823	2.67125288933333	2.67700798233333
10380830	5.51222178333333	4.13293879033333
10380840	2.87280820566667	3.08076757266667
10380862	3.404244249	3.35652091466667
10380871	4.26101891866667	4.048202345
10380887	2.26268237733333	2.44097899033333
10380891	2.06914812566667	1.99915731533333
10380896	2.45431515233333	2.36860629933333
10380927	2.50842214933333	2.42471494233333
10380944	2.155545347	2.70432015666667
10380954	2.360278025	2.544154822
10380956	2.41964758966667	2.499560294
10380965	1.886795192	2.00188841533333
10380976	2.842739849	2.749826133
10380986	5.384395274	4.61401518733333
10380999	2.26698128666667	2.04368594033333
10381006	5.396541693	3.491910933
10381018	4.64957713966667	3.966824869
10381032	2.83790433	2.85156206366667
10381049	2.13232556366667	1.91938317833333
10381063	2.41545665866667	2.33029619433333
10381072	2.44439551833333	2.51725215033333
10381082	2.72210884266667	2.646049039
10381096	2.62669508033333	2.70485936233333
10381101	2.27391030066667	2.499982713
10381103	4.804640157	4.596562305
10381105	2.23540310333333	2.40250280266667
10381107	2.047445209	2.245082776
10381109	3.01539583633333	3.06614479766667
10381111	5.53943657866667	6.21498862733333
10381113	2.33811406	2.91907120033333
10381115	10.9918853866667	10.7999675766667
10381118	3.58170991033333	3.31261664433333
10381122	2.83884807366667	2.84177749666667
10381133	2.26774778733333	2.16142651666667
10381140	2.199930735	2.53104502233333
10381154	2.30500119266667	2.60915147833333
10381162	3.97610044233333	4.849877583
10381170	2.65586847866667	2.73357025466667
10381172	3.52542418833333	3.25657703966667
10381187	3.650329501	4.15735784733333
10381211	2.81623868266667	2.85699603766667
10381218	3.79239501733333	3.71378234966667
10381226	5.206872048	4.58635420466667
10381238	3.648439669	3.183970232
10381250	5.84942218866667	4.64920757966667
10381260	3.75193381166667	2.738581607
10381272	2.21697141766667	1.773310603
10381298	3.17413423266667	3.45451486733333
10381304	5.89739087466667	5.58415127533333
10381311	2.91065218133333	2.931780729
10381334	2.16703372833333	2.233493812
10381345	4.158432381	3.52262565533333
10381361	4.44098088433333	4.28213497
10381371	2.339679629	2.408015175
10381387	2.205993652	2.07283473433333
10381395	4.23479252166667	4.051658689
10381408	3.14672255033333	2.70123441833333
10381416	5.20814842666667	5.010949264
10381419	3.79630179233333	3.76873335233333
10381445	1.99984308	2.242677676
10381458	4.107551799	4.436357049
10381462	5.09772584833333	5.51810548766667
10381474	5.205021135	6.89037538866667
10381477	3.17552942466667	2.92041015733333
10381502	2.240463878	2.38482462933333
10381506	1.87993346	1.933714543
10381514	2.82713137666667	2.932958997
10381526	7.988976647	7.871992518
10381528	2.50405129433333	2.70867452166667
10381539	8.13766410933333	7.41530994033333
10381548	2.216003759	2.29759043833333
10381561	2.71774936033333	2.66643643833333
10381567	4.48453169766667	4.211997514
10381574	6.854098016	5.212775384
10381588	5.674780624	4.441894598
10381603	2.83264790666667	3.42320432033333
10381608	2.20128519966667	2.296761116
10381619	2.96315995	2.794871403
10381649	3.32542380133333	2.57489112433333
10381653	2.422437043	2.59792769
10381666	4.17717022066667	3.62681997133333
10381668	4.88733933166667	5.420334702
10381683	3.19675892	3.09165473233333
10381697	6.69948475833333	5.98421008833333
10381702	3.73674956966667	3.46073631733333
10381708	2.62200923133333	2.45416637666667
10381736	6.462223673	3.53087043366667
10381738	1.96860038966667	2.01988997566667
10381744	4.448198354	4.015823982
10381753	3.056457328	2.89824184233333
10381770	2.912334091	2.804585706
10381776	5.32923299933333	4.04796883866667
10381798	2.46132267666667	2.59727195633333
10381807	2.29298816433333	2.36561888833333
10381809	2.29869632733333	2.24429441866667
10381826	1.81020568133333	1.784839997
10381849	2.063224099	1.91115592833333
10381860	2.66705962733333	3.48457196533333
10381870	2.160071981	1.965999055
10381872	2.69109082633333	2.73691718966667
10381898	2.626349045	2.67379616466667
10381934	2.887592824	2.81605232633333
10381960	4.176350008	4.447945476
