	Blood	Breast
1552631_a_at	64.3929443733333	46.48046741
1552632_a_at	113.9675372	181.6693138
1552633_at	61.7495921	78.2977033833333
1552634_a_at	109.06606602	143.4053156
1552637_at	15.91396595	14.9414092666667
1552639_at	79.53090106	75.6465370166667
1552641_s_at	154.8775657	190.6867805
1552643_at	78.69674757	149.987414933333
1552644_a_at	40.0779927766667	47.7240606333333
1552646_at	97.5997870933333	83.5495577833333
1552648_a_at	103.87627227	77.5207796133333
1552649_a_at	105.15138872	30.3189383666667
1552651_a_at	138.222610466667	56.31033089
1552652_at	84.5471614933333	72.66185958
1552656_s_at	102.829433343333	79.5266641766667
1552657_a_at	70.2034837766667	59.5376049166667
1552658_a_at	30.2934446666667	90.4007188366667
1552660_a_at	49.1784061233333	94.1090538333333
1552661_at	6.75806198066667	6.564457147
1552662_a_at	17.8740096333333	16.9851270533333
1552663_a_at	128.669445	112.43192471
1552664_at	84.6916657133333	100.678822773333
1552665_at	49.7429867333333	45.3533181666667
1552666_a_at	11.4885705733333	9.959094425
1552667_a_at	292.3208488	68.3714304533333
1552669_at	76.2604608133333	33.88488098
1552670_a_at	299.983483233333	84.41825167
1552671_a_at	83.8408178266667	52.7980701766667
1552672_a_at	55.69131912	54.3198441933333
1552673_at	11.7671787406667	9.86863311066667
1552674_at	9.47509390633333	8.60557713033333
1552675_at	9.46214231166667	8.30799184266667
1552676_at	107.29917146	75.91220273
1552677_a_at	91.1198133333333	83.1095923833333
1552678_a_at	103.345932883333	104.838262
1552680_a_at	30.4538819766667	52.8336443833333
1552682_a_at	16.8257039466667	20.9781419
1552684_a_at	21.57049961	20.93558902
1552685_a_at	51.0560634066667	122.117185433333
1552686_at	52.9368390066667	42.43568036
1552687_a_at	35.8742327533333	28.7834923566667
1552689_at	90.15710885	103.392363676667
1552690_a_at	64.8824599533333	49.4266903766667
1552691_at	192.3855975	15.1925437366667
1552693_at	17.92091891	11.2487683566667
1552694_at	9.069738068	7.76906321
1552695_a_at	26.5217796366667	29.2221743033333
1552696_at	17.58178884	19.2359057866667
1552698_at	82.98726778	70.0145836433333
1552701_a_at	359.471124133333	82.5264376366667
1552703_s_at	596.3498627	87.5955434266667
1552705_at	7.63632802266667	9.115845732
1552708_a_at	12.2416799033333	11.3738729366667
1552711_a_at	191.3376574	262.133813533333
1552712_a_at	66.5505154566667	48.4176983
1552713_a_at	787.629681733333	39.05250596
1552714_at	12.5181562	9.96940221966667
1552715_a_at	10.5991703023333	9.20017675833333
1552716_at	31.9858128233333	71.0432097933333
1552717_s_at	47.4701276533333	35.3016449133333
1552718_at	66.67185282	62.19633698
1552719_at	71.0779745866667	64.2658423433333
1552721_a_at	11.02525409	15.1434459133333
1552722_at	8.67938493966667	8.01091192166667
1552724_at	75.3710114966667	52.8094142233333
1552725_s_at	29.3655458933333	24.78286568
1552726_at	19.92865895	25.1433186433333
1552727_s_at	17.89635783	21.3100975033333
1552729_at	107.256389733333	84.7105692633333
1552730_at	33.2692849566667	19.6114243933333
1552731_at	13.2934271933333	10.47928181
1552732_at	10.3894491066667	9.325959561
1552733_at	37.9290438333333	69.0046223066667
1552734_at	28.1172607133333	18.5457439266667
1552735_at	29.3387845133333	118.9200192
1552736_a_at	31.1076046966667	27.1744002466667
1552737_s_at	97.6042183333333	42.8767423366667
1552738_a_at	10.6520139116667	12.5783246966667
1552739_s_at	22.6208134933333	52.0266702866667
1552740_at	11.0380261033333	16.75790784
1552742_at	12.1652159233333	10.273890163
1552743_at	31.3083502	26.1833135666667
1552745_at	19.0183505066667	15.1601937866667
1552747_a_at	9.359303879	7.86215048066667
1552749_a_at	287.0289101	212.6666336
1552750_at	13.02503821	14.53602009
1552751_a_at	107.472149033333	111.607278966667
1552752_a_at	14.9209601133333	14.1342497733333
1552754_a_at	9.71274076933333	11.4111287133333
1552755_at	33.6865294866667	26.71226751
1552757_s_at	20.2335974066667	16.4017496266667
1552758_at	15.21976367	14.7458318033333
1552760_at	11.55081651	10.5624601733333
1552761_at	327.099544833333	202.813829533333
1552763_at	8.84193129633333	8.24009026233333
1552765_x_at	15.8429390333333	14.8947591766667
1552766_at	11.0943395733333	10.79415848
1552767_a_at	24.5516886033333	109.946727466667
1552768_at	136.9434678	90.92055143
1552769_at	18.0511606866667	21.1004079233333
1552770_s_at	42.21199949	47.0243806566667
1552771_a_at	16.3473813133333	13.3566946533333
1552772_at	183.370727933333	31.99328045
1552773_at	141.3682315	27.29638117
1552774_a_at	22.3173787966667	26.6088242366667
1552775_at	31.3245189766667	25.97925925
1552777_a_at	43.10861897	33.93260208
1552779_a_at	11.3461114466667	9.38817318433333
1552782_at	14.4848675	14.8721872266667
1552783_at	8.620058623	9.60840225766667
1552785_at	14.4995704	12.9570603966667
1552787_at	40.30064654	36.0681196166667
1552788_a_at	85.6265023066667	102.742158533333
1552789_at	22.0048636866667	19.8881112833333
1552790_a_at	131.5126759	164.248593066667
1552791_a_at	9.25730995666667	8.05079767166667
1552792_at	12.74838786	14.0560474433333
1552793_at	25.6629740466667	19.2260085466667
1552794_a_at	8.65151899133333	14.4877791333333
1552796_a_at	29.0999503666667	23.8503497366667
1552797_s_at	43.7254072433333	1267.43223366667
1552798_a_at	523.608283033333	48.8988589233333
1552799_at	53.3290704	30.58663143
1552800_at	171.840981833333	193.655645433333
1552801_at	44.63058632	52.1596954833333
1552803_a_at	15.64979709	15.10601484
1552804_a_at	47.1951052666667	48.3941866366667
1552806_a_at	225.313450333333	38.9920453766667
1552807_a_at	728.3722907	117.6738714
1552808_at	9.530377654	8.39664254033333
1552809_at	13.5957986866667	12.3249689566667
1552811_at	116.615663633333	83.8544290266667
1552812_a_at	40.5567669866667	42.0923239833333
1552813_at	36.5014015133333	34.2515158233333
1552814_a_at	26.4982315866667	20.5182332766667
1552816_at	12.7419967533333	10.62584615
1552818_a_at	12.6889131	11.2096519866667
1552819_at	28.23248489	24.4535107
1552822_at	11.82140262	12.4100341633333
1552825_at	10.8724338966667	9.74212871
1552826_at	7.635305625	7.26091617933333
1552827_s_at	19.0927234266667	15.6325224666667
1552828_at	54.3155024533333	33.6418185333333
1552829_at	76.0644575633333	62.1936806433333
1552830_at	92.1227787933333	67.0196941766667
1552833_at	56.9076321266667	37.97704842
1552834_at	87.8852532466667	66.4179809966667
1552835_at	19.8006014866667	24.4409934233333
1552836_at	97.0736791633333	88.5890879666667
1552837_at	7.68531624133333	7.30283664033333
1552839_at	23.1541089833333	18.9185652433333
1552841_s_at	15.4639169433333	12.4620361766667
1552842_at	40.22913036	30.1193686
1552843_at	32.4951222733333	18.2922544133333
1552845_at	55.97192854	56.37087908
1552846_s_at	109.553697633333	149.228197433333
1552848_a_at	17.9163993933333	13.28039443
1552849_at	9.27358258166667	10.2521169146667
1552851_at	12.4633484166667	9.963340317
1552852_a_at	13.2827525533333	10.4594468856667
1552853_at	41.12503997	22.5663377333333
1552854_a_at	33.55386354	23.81299187
1552856_at	24.8770250166667	18.6510892233333
1552857_a_at	36.8002120766667	27.28311455
1552858_at	7.845793189	7.460645194
1552860_at	25.14731358	16.9846406366667
1552862_at	31.42534971	66.2160487266667
1552863_a_at	197.8185388	158.113307133333
1552865_a_at	67.3537613833333	49.40742485
1552867_at	13.9078450433333	107.877463656667
1552868_at	117.9992455	80.2218328833333
1552870_s_at	8.78097933066667	9.10614431266667
1552872_at	121.6964784	98.2551579933333
1552873_s_at	192.488863233333	133.043345933333
1552875_a_at	31.1847453566667	15.5292524633333
1552876_at	25.91210233	13.7338665766667
1552877_s_at	81.3143501833333	60.32019698
1552878_at	7.53414493066667	7.478260841
1552879_a_at	37.5347635533333	32.52808107
1552880_at	12.7073429333333	13.1970338633333
1552882_a_at	110.1592058	58.6498983633333
1552884_at	78.1702407533333	54.18716053
1552885_a_at	107.700539233333	80.3639947933333
1552887_at	43.29246578	32.17498672
1552889_a_at	244.983576433333	230.8269283
1552890_a_at	64.7586114266667	39.9665139866667
1552892_at	176.976722366667	96.3136931566667
1552893_at	53.97715499	40.46835072
1552895_a_at	15.3945114366667	14.4322566366667
1552897_a_at	18.2966690533333	53.2594534066667
1552898_a_at	18.0921727733333	15.7465616566667
1552899_at	14.2893990033333	10.0289210003333
1552900_a_at	13.8940561866667	12.4833998666667
1552902_a_at	30.65860803	22.6317167166667
1552903_at	55.6328310466667	35.50851326
1552904_at	7.92170902866667	7.053791849
1552906_at	10.2620181586667	8.52156915766667
1552908_at	18.0714314666667	12.19263257
1552910_at	25.5903466066667	25.82521315
1552911_at	70.45405595	48.2999951266667
1552912_a_at	13.6147034133333	9.83923046633333
1552913_at	6.89693856666667	6.77381147533333
1552914_a_at	89.4366120233333	57.20085789
1552915_at	13.6748371366667	18.3566709833333
1552917_at	51.5346606866667	38.9121182866667
1552919_at	13.85914843	14.68382991
1552921_a_at	38.78347929	107.972066573333
1552922_at	12.71729274	14.10907651
1552923_a_at	56.6910513733333	53.44350287
1552924_a_at	51.08562361	32.6767643366667
1552925_at	40.65434081	38.13239208
1552927_at	22.74737903	19.69232085
1552928_s_at	17.8322337966667	17.3152621533333
1552929_at	14.23660134	11.7337357233333
1552930_at	111.0710236	246.381941966667
1552931_a_at	72.3799823	80.2377422566667
1552932_at	51.1890397166667	22.900725
1552933_at	13.1818409666667	12.22597162
1552935_at	93.70483381	80.38712312
1552937_s_at	85.22831835	111.991636533333
1552938_at	52.9876883666667	40.54088598
1552939_at	7.414155564	7.70118463933333
1552940_at	14.76705758	14.1721576
1552942_at	56.6565218333333	41.2714772766667
1552943_at	8.534566157	8.27268460666667
1552944_a_at	472.4486125	301.1539148
1552946_at	13.74558705	17.0956877666667
1552947_x_at	24.28826463	22.7564040866667
1552948_at	56.3711667366667	32.23410767
1552950_at	27.2582846766667	17.8377974633333
1552952_at	12.70077251	12.1464347633333
1552953_a_at	64.1402426	46.8766088633333
1552954_at	20.8375695166667	17.0981437
1552955_at	40.1638417166667	27.7366587333333
1552957_at	15.89560237	12.57713587
1552960_at	70.8411637366667	45.4858718166667
1552961_at	39.8270693666667	23.02827809
1552964_at	109.355338766667	73.7099231566667
1552965_a_at	31.8328105833333	22.8876201166667
1552967_at	29.6982617066667	28.11122716
1552969_a_at	16.2147901133333	12.7151425033333
1552970_s_at	16.3829316533333	13.4037729733333
1552971_at	18.01315067	17.4273690333333
1552972_at	7.51461884433333	7.147531507
1552973_at	48.76451069	40.4371843133333
1552974_at	9.03419090166667	7.30230709
1552975_x_at	10.43876368	8.81803711033333
1552976_at	52.8990327	44.6429414666667
1552977_a_at	752.258890733333	206.724348366667
1552978_a_at	144.203985333333	240.152877
1552979_at	12.24688273	12.5908026833333
1552980_at	70.48486036	59.7744122266667
1552982_a_at	23.95364544	19.11836716
1552985_at	19.8403065266667	22.5312021933333
1552986_at	38.0474902933333	34.4138384666667
1552987_a_at	7.39814977166667	7.05568316466667
1552988_at	9.04165296	8.53712921433333
1552990_at	25.34210672	15.1988588466667
1552991_at	39.0650016666667	26.98570244
1552993_at	15.0038970733333	12.4192949066667
1552995_at	79.02832774	71.3088103666667
1552997_a_at	49.84940458	34.08419519
1552998_at	27.2157759366667	26.1337622533333
1552999_a_at	36.37993859	24.5413835166667
1553002_at	22.8903206333333	12.9041271066667
1553003_at	38.8929641433333	32.8316916133333
1553004_at	17.8192769933333	14.7771290633333
1553006_at	42.6324161	27.64947608
1553007_a_at	33.0859112433333	26.5421454866667
1553009_s_at	35.9494464633333	37.0478647733333
1553011_at	64.2366428433333	69.5368296433333
1553013_at	53.35556255	40.0348664366667
1553015_a_at	114.983633093333	241.6904927
1553016_at	65.9475597433333	48.0179286033333
1553019_at	187.2414238	120.670061133333
1553020_at	41.6709762133333	28.41344834
1553021_s_at	92.67161432	53.25842302
1553022_at	9.14190573766667	8.36786174866667
1553023_a_at	29.31222754	22.9168475333333
1553024_at	9.26614777433333	8.52899555266667
1553025_at	21.9677832	21.2743671733333
1553027_a_at	52.7346720766667	33.22284319
1553028_at	48.2579136566667	35.4015806133333
1553030_a_at	52.5341345866667	86.9465020166667
1553031_at	50.4085072333333	31.7757265633333
1553032_at	21.43018327	16.79478484
1553033_at	20.70633418	27.1605628766667
1553034_at	38.21070638	32.0041712966667
1553036_at	11.18513601	10.78154467
1553037_a_at	24.35026204	18.6467899966667
1553039_a_at	188.2368021	134.6302265
1553041_at	92.9769866	50.2125589866667
1553042_a_at	91.3921049166667	49.10795396
1553043_a_at	801.650787733333	82.41829703
1553044_at	31.5691071	32.0851815966667
1553045_at	47.2872449466667	35.7750092533333
1553046_s_at	100.137131656667	68.0348298766667
1553047_at	184.336949466667	149.411532533333
1553048_a_at	32.9202324333333	38.273568
1553051_s_at	48.1670459666667	29.8359965933333
1553052_at	23.6481366533333	20.6881644233333
1553053_at	25.20382617	23.4484203666667
1553055_a_at	68.54682576	17.5895211333333
1553057_at	44.36135831	38.9891212633333
1553058_at	45.59246704	35.3494040066667
1553059_at	24.4510842933333	16.3444860266667
1553060_at	45.6863665733333	32.9178504533333
1553061_at	39.9449699133333	32.28624722
1553062_at	33.4307089866667	26.4155139133333
1553063_at	75.20908992	43.0536314066667
1553064_at	82.3396343666667	40.7543583666667
1553066_at	19.34505976	12.8272621733333
1553067_a_at	34.1616652433333	27.23534679
1553069_at	18.3544162466667	13.6149623633333
1553070_a_at	16.59396949	15.4505391633333
1553071_a_at	41.8696385866667	31.6300652433333
1553072_at	36.9282985933333	41.3271313433333
1553074_at	20.4309594	13.1715876133333
1553075_a_at	8.615922036	7.89777057733333
1553076_at	17.3621843666667	13.33174333
1553077_at	25.8485761433333	22.4520641566667
1553078_at	26.92737944	21.9184200366667
1553079_at	53.20326891	32.5054237433333
1553080_at	12.8793935366667	13.9351343266667
1553081_at	98.2506083033333	123.145996133333
1553082_at	23.2160960166667	17.3234267533333
1553083_at	69.1104566933333	58.7912852966667
1553084_at	10.1207770526667	9.71327183533333
1553086_at	10.579024358	9.30993068166667
1553087_at	20.6047384833333	12.2343210466667
1553088_a_at	165.2727497	104.666716506667
1553089_a_at	40.55409066	25.1229474433333
1553093_a_at	21.2473070633333	13.36554671
1553094_at	117.791032566667	53.3402365766667
1553096_s_at	249.360538133333	181.136511833333
1553099_at	23.4809943033333	50.41050347
1553101_a_at	446.112157566667	490.326505566667
1553102_a_at	261.2150266	28.3673690233333
1553103_at	127.902010933333	224.747431966667
1553105_s_at	18.08388758	231.418772066667
1553106_at	14.4470040966667	88.4344919166667
1553107_s_at	101.56629993	211.531417166667
1553108_at	24.71317556	38.4298719966667
1553111_a_at	36.8818092033333	47.7439807333333
1553112_s_at	92.72841924	102.625127726667
1553113_s_at	40.0014671533333	89.2125782733333
1553114_a_at	187.103761333333	186.590204233333
1553115_at	121.527010666667	87.2460755366667
1553117_a_at	530.5399708	178.039984
1553118_at	179.562749933333	230.033067833333
1553120_at	15.6615217133333	15.29376042
1553122_s_at	23.5735845833333	49.2288055266667
1553123_at	138.722589433333	60.8774500533333
1553125_x_at	135.155178833333	60.2531794
1553126_a_at	11.655069	9.497722087
1553127_a_at	46.8398466133333	29.4913589433333
1553129_at	8.276059828	8.26724630866667
1553130_at	113.842289233333	94.9241927533333
1553131_a_at	64.9422316333333	60.5632020233333
1553132_a_at	90.1403488766667	205.259853933333
1553133_at	81.5259566	40.05345895
1553134_s_at	11.0978471743333	9.21127829766667
1553136_at	119.733282533333	114.101616733333
1553137_s_at	21.7783904366667	17.0439043466667
1553138_a_at	28.9584160166667	25.07630341
1553139_s_at	34.77399536	66.8236859433333
1553140_at	21.6918742766667	17.6027974533333
1553141_at	23.6470142666667	30.39600244
1553142_at	10.2519534056667	12.0544948033333
1553145_at	75.3969414966667	90.6219089866667
1553146_at	12.1063958566667	11.4392766366667
1553147_at	11.0181431433333	11.2256132753333
1553148_a_at	65.7013320566667	54.8216836166667
1553150_at	18.86016988	15.0068261433333
1553151_at	14.61522129	21.4943739533333
1553153_at	562.348996833333	236.680376333333
1553155_x_at	203.2711925	84.7115649033333
1553156_at	50.15895651	36.8302010066667
1553157_at	33.7209876266667	24.0829925866667
1553158_at	234.4876303	40.29368205
1553159_at	63.6045155666667	49.4741176133333
1553162_x_at	68.10703537	88.1629445133333
1553163_at	55.96664329	41.70617509
1553165_at	65.83722632	46.1859287733333
1553166_at	69.7254738933333	61.60426423
1553167_a_at	18.87393263	35.21939054
1553168_at	32.2186619566667	29.9061554366667
1553169_at	57.6406456566667	34.0738396233333
1553171_x_at	27.42353162	17.2701693
1553172_at	101.488158543333	148.5389615
1553174_at	79.7305573366667	44.7185068266667
